"name","platform","day_only","variable","value"
"Mark Rutte
(VVD)","Facebook",2021-02-01,"Number of Shares",30
"Mark Rutte
(VVD)","Facebook",2021-02-02,"Number of Shares",624
"Mark Rutte
(VVD)","Facebook",2021-02-05,"Number of Shares",192
"Mark Rutte
(VVD)","Facebook",2021-02-08,"Number of Shares",383
"Mark Rutte
(VVD)","Facebook",2021-02-10,"Number of Shares",73
"Mark Rutte
(VVD)","Facebook",2021-02-11,"Number of Shares",232
"Mark Rutte
(VVD)","Facebook",2021-02-12,"Number of Shares",532
"Mark Rutte
(VVD)","Facebook",2021-02-16,"Number of Shares",586
"Mark Rutte
(VVD)","Facebook",2021-02-23,"Number of Shares",499
"Mark Rutte
(VVD)","Facebook",2021-02-25,"Number of Shares",42
"Mark Rutte
(VVD)","Facebook",2021-03-08,"Number of Shares",467
"Mark Rutte
(VVD)","Facebook",2021-03-12,"Number of Shares",56
"Mark Rutte
(VVD)","Twitter",2021-01-05,"Number of Shares",84
"Mark Rutte
(VVD)","Twitter",2021-01-06,"Number of Shares",9222
"Mark Rutte
(VVD)","Twitter",2021-01-08,"Number of Shares",198
"Mark Rutte
(VVD)","Twitter",2021-01-11,"Number of Shares",190
"Mark Rutte
(VVD)","Twitter",2021-01-12,"Number of Shares",772
"Mark Rutte
(VVD)","Twitter",2021-01-13,"Number of Shares",188
"Mark Rutte
(VVD)","Twitter",2021-01-14,"Number of Shares",384
"Mark Rutte
(VVD)","Twitter",2021-01-15,"Number of Shares",926
"Mark Rutte
(VVD)","Twitter",2021-01-18,"Number of Shares",288
"Mark Rutte
(VVD)","Twitter",2021-01-19,"Number of Shares",72
"Mark Rutte
(VVD)","Twitter",2021-01-20,"Number of Shares",1486
"Mark Rutte
(VVD)","Twitter",2021-01-21,"Number of Shares",548
"Mark Rutte
(VVD)","Twitter",2021-01-22,"Number of Shares",142
"Mark Rutte
(VVD)","Twitter",2021-01-25,"Number of Shares",1420
"Mark Rutte
(VVD)","Twitter",2021-01-26,"Number of Shares",620
"Mark Rutte
(VVD)","Twitter",2021-01-27,"Number of Shares",738
"Mark Rutte
(VVD)","Twitter",2021-01-28,"Number of Shares",236
"Mark Rutte
(VVD)","Twitter",2021-01-29,"Number of Shares",500
"Mark Rutte
(VVD)","Twitter",2021-01-31,"Number of Shares",752
"Mark Rutte
(VVD)","Twitter",2021-02-01,"Number of Shares",138
"Mark Rutte
(VVD)","Twitter",2021-02-02,"Number of Shares",608
"Mark Rutte
(VVD)","Twitter",2021-02-04,"Number of Shares",212
"Mark Rutte
(VVD)","Twitter",2021-02-05,"Number of Shares",152
"Mark Rutte
(VVD)","Twitter",2021-02-08,"Number of Shares",274
"Mark Rutte
(VVD)","Twitter",2021-02-09,"Number of Shares",40
"Mark Rutte
(VVD)","Twitter",2021-02-10,"Number of Shares",256
"Mark Rutte
(VVD)","Twitter",2021-02-11,"Number of Shares",206
"Mark Rutte
(VVD)","Twitter",2021-02-12,"Number of Shares",184
"Mark Rutte
(VVD)","Twitter",2021-02-15,"Number of Shares",230
"Mark Rutte
(VVD)","Twitter",2021-02-16,"Number of Shares",606
"Mark Rutte
(VVD)","Twitter",2021-02-17,"Number of Shares",1640
"Mark Rutte
(VVD)","Twitter",2021-02-18,"Number of Shares",78
"Mark Rutte
(VVD)","Twitter",2021-02-23,"Number of Shares",380
"Mark Rutte
(VVD)","Twitter",2021-02-24,"Number of Shares",38
"Mark Rutte
(VVD)","Twitter",2021-02-25,"Number of Shares",158
"Mark Rutte
(VVD)","Twitter",2021-02-26,"Number of Shares",118
"Mark Rutte
(VVD)","Twitter",2021-03-07,"Number of Shares",78
"Mark Rutte
(VVD)","Twitter",2021-03-08,"Number of Shares",278
"Mark Rutte
(VVD)","Twitter",2021-03-10,"Number of Shares",78
"Mark Rutte
(VVD)","Twitter",2021-03-12,"Number of Shares",86
"Sigird Kaag
(D66)","Facebook",2021-01-05,"Number of Shares",11
"Sigird Kaag
(D66)","Facebook",2021-01-07,"Number of Shares",24
"Sigird Kaag
(D66)","Facebook",2021-01-12,"Number of Shares",42
"Sigird Kaag
(D66)","Facebook",2021-01-13,"Number of Shares",14
"Sigird Kaag
(D66)","Facebook",2021-01-14,"Number of Shares",9
"Sigird Kaag
(D66)","Facebook",2021-01-15,"Number of Shares",68
"Sigird Kaag
(D66)","Facebook",2021-01-20,"Number of Shares",29
"Sigird Kaag
(D66)","Facebook",2021-02-23,"Number of Shares",35
"Sigird Kaag
(D66)","Facebook",2021-02-24,"Number of Shares",7
"Sigird Kaag
(D66)","Facebook",2021-02-25,"Number of Shares",25
"Sigird Kaag
(D66)","Facebook",2021-02-26,"Number of Shares",2
"Sigird Kaag
(D66)","Facebook",2021-02-27,"Number of Shares",244
"Sigird Kaag
(D66)","Facebook",2021-03-02,"Number of Shares",19
"Sigird Kaag
(D66)","Facebook",2021-03-03,"Number of Shares",14
"Sigird Kaag
(D66)","Facebook",2021-03-04,"Number of Shares",45
"Sigird Kaag
(D66)","Facebook",2021-03-05,"Number of Shares",29
"Sigird Kaag
(D66)","Facebook",2021-03-06,"Number of Shares",240
"Sigird Kaag
(D66)","Facebook",2021-03-07,"Number of Shares",45
"Sigird Kaag
(D66)","Facebook",2021-03-08,"Number of Shares",41
"Sigird Kaag
(D66)","Facebook",2021-03-09,"Number of Shares",40
"Sigird Kaag
(D66)","Facebook",2021-03-11,"Number of Shares",50
"Sigird Kaag
(D66)","Facebook",2021-03-12,"Number of Shares",31
"Sigird Kaag
(D66)","Facebook",2021-03-14,"Number of Shares",75
"Sigird Kaag
(D66)","Facebook",2021-03-15,"Number of Shares",64
"Sigird Kaag
(D66)","Facebook",2021-03-16,"Number of Shares",10
"Sigird Kaag
(D66)","Facebook",2021-03-17,"Number of Shares",289
"Sigird Kaag
(D66)","Facebook",2021-03-18,"Number of Shares",24
"Sigird Kaag
(D66)","Twitter",2021-01-01,"Number of Shares",60
"Sigird Kaag
(D66)","Twitter",2021-01-06,"Number of Shares",216
"Sigird Kaag
(D66)","Twitter",2021-01-07,"Number of Shares",123
"Sigird Kaag
(D66)","Twitter",2021-01-08,"Number of Shares",570
"Sigird Kaag
(D66)","Twitter",2021-01-09,"Number of Shares",584
"Sigird Kaag
(D66)","Twitter",2021-01-11,"Number of Shares",41
"Sigird Kaag
(D66)","Twitter",2021-01-12,"Number of Shares",41
"Sigird Kaag
(D66)","Twitter",2021-01-14,"Number of Shares",63
"Sigird Kaag
(D66)","Twitter",2021-01-15,"Number of Shares",187
"Sigird Kaag
(D66)","Twitter",2021-01-18,"Number of Shares",83
"Sigird Kaag
(D66)","Twitter",2021-01-20,"Number of Shares",141
"Sigird Kaag
(D66)","Twitter",2021-01-21,"Number of Shares",89
"Sigird Kaag
(D66)","Twitter",2021-01-24,"Number of Shares",156
"Sigird Kaag
(D66)","Twitter",2021-01-25,"Number of Shares",139
"Sigird Kaag
(D66)","Twitter",2021-01-26,"Number of Shares",48
"Sigird Kaag
(D66)","Twitter",2021-01-27,"Number of Shares",134
"Sigird Kaag
(D66)","Twitter",2021-01-28,"Number of Shares",142
"Sigird Kaag
(D66)","Twitter",2021-01-29,"Number of Shares",76
"Sigird Kaag
(D66)","Twitter",2021-02-01,"Number of Shares",61
"Sigird Kaag
(D66)","Twitter",2021-02-02,"Number of Shares",24
"Sigird Kaag
(D66)","Twitter",2021-02-04,"Number of Shares",11
"Sigird Kaag
(D66)","Twitter",2021-02-05,"Number of Shares",63
"Sigird Kaag
(D66)","Twitter",2021-02-08,"Number of Shares",152
"Sigird Kaag
(D66)","Twitter",2021-02-09,"Number of Shares",159
"Sigird Kaag
(D66)","Twitter",2021-02-10,"Number of Shares",206
"Sigird Kaag
(D66)","Twitter",2021-02-11,"Number of Shares",6
"Sigird Kaag
(D66)","Twitter",2021-02-12,"Number of Shares",122
"Sigird Kaag
(D66)","Twitter",2021-02-13,"Number of Shares",98
"Sigird Kaag
(D66)","Twitter",2021-02-15,"Number of Shares",64
"Sigird Kaag
(D66)","Twitter",2021-02-17,"Number of Shares",84
"Sigird Kaag
(D66)","Twitter",2021-02-18,"Number of Shares",119
"Sigird Kaag
(D66)","Twitter",2021-02-19,"Number of Shares",13
"Sigird Kaag
(D66)","Twitter",2021-02-21,"Number of Shares",150
"Sigird Kaag
(D66)","Twitter",2021-02-22,"Number of Shares",263
"Sigird Kaag
(D66)","Twitter",2021-02-23,"Number of Shares",31
"Sigird Kaag
(D66)","Twitter",2021-02-25,"Number of Shares",56
"Sigird Kaag
(D66)","Twitter",2021-02-26,"Number of Shares",149
"Sigird Kaag
(D66)","Twitter",2021-02-27,"Number of Shares",222
"Sigird Kaag
(D66)","Twitter",2021-02-28,"Number of Shares",307
"Sigird Kaag
(D66)","Twitter",2021-03-01,"Number of Shares",259
"Sigird Kaag
(D66)","Twitter",2021-03-02,"Number of Shares",141
"Sigird Kaag
(D66)","Twitter",2021-03-03,"Number of Shares",45
"Sigird Kaag
(D66)","Twitter",2021-03-04,"Number of Shares",464
"Sigird Kaag
(D66)","Twitter",2021-03-05,"Number of Shares",221
"Sigird Kaag
(D66)","Twitter",2021-03-06,"Number of Shares",577
"Sigird Kaag
(D66)","Twitter",2021-03-07,"Number of Shares",67
"Sigird Kaag
(D66)","Twitter",2021-03-08,"Number of Shares",470
"Sigird Kaag
(D66)","Twitter",2021-03-10,"Number of Shares",209
"Sigird Kaag
(D66)","Twitter",2021-03-11,"Number of Shares",433
"Sigird Kaag
(D66)","Twitter",2021-03-13,"Number of Shares",244
"Sigird Kaag
(D66)","Twitter",2021-03-14,"Number of Shares",383
"Sigird Kaag
(D66)","Twitter",2021-03-15,"Number of Shares",744
"Sigird Kaag
(D66)","Twitter",2021-03-16,"Number of Shares",553
"Sigird Kaag
(D66)","Twitter",2021-03-17,"Number of Shares",1486
"Sigird Kaag
(D66)","Twitter",2021-03-18,"Number of Shares",140
"Sylvana Simons
(BIJ1)","Facebook",2021-01-01,"Number of Shares",158
"Sylvana Simons
(BIJ1)","Facebook",2021-01-05,"Number of Shares",14
"Sylvana Simons
(BIJ1)","Facebook",2021-01-06,"Number of Shares",12
"Sylvana Simons
(BIJ1)","Facebook",2021-01-13,"Number of Shares",40
"Sylvana Simons
(BIJ1)","Facebook",2021-01-21,"Number of Shares",2
"Sylvana Simons
(BIJ1)","Facebook",2021-01-23,"Number of Shares",16
"Sylvana Simons
(BIJ1)","Facebook",2021-01-27,"Number of Shares",10
"Sylvana Simons
(BIJ1)","Facebook",2021-01-31,"Number of Shares",2
"Sylvana Simons
(BIJ1)","Facebook",2021-02-01,"Number of Shares",0
"Sylvana Simons
(BIJ1)","Facebook",2021-02-02,"Number of Shares",24
"Sylvana Simons
(BIJ1)","Facebook",2021-02-03,"Number of Shares",76
"Sylvana Simons
(BIJ1)","Facebook",2021-02-04,"Number of Shares",0
"Sylvana Simons
(BIJ1)","Facebook",2021-02-05,"Number of Shares",58
"Sylvana Simons
(BIJ1)","Facebook",2021-02-06,"Number of Shares",4
"Sylvana Simons
(BIJ1)","Facebook",2021-02-07,"Number of Shares",0
"Sylvana Simons
(BIJ1)","Facebook",2021-02-09,"Number of Shares",12
"Sylvana Simons
(BIJ1)","Facebook",2021-02-11,"Number of Shares",8
"Sylvana Simons
(BIJ1)","Facebook",2021-02-13,"Number of Shares",6
"Sylvana Simons
(BIJ1)","Facebook",2021-02-14,"Number of Shares",8
"Sylvana Simons
(BIJ1)","Facebook",2021-02-15,"Number of Shares",4
"Sylvana Simons
(BIJ1)","Facebook",2021-02-16,"Number of Shares",16
"Sylvana Simons
(BIJ1)","Facebook",2021-02-17,"Number of Shares",38
"Sylvana Simons
(BIJ1)","Facebook",2021-02-18,"Number of Shares",92
"Sylvana Simons
(BIJ1)","Facebook",2021-02-20,"Number of Shares",8
"Sylvana Simons
(BIJ1)","Facebook",2021-02-21,"Number of Shares",18
"Sylvana Simons
(BIJ1)","Facebook",2021-02-22,"Number of Shares",12
"Sylvana Simons
(BIJ1)","Facebook",2021-02-23,"Number of Shares",78
"Sylvana Simons
(BIJ1)","Facebook",2021-02-25,"Number of Shares",44
"Sylvana Simons
(BIJ1)","Facebook",2021-02-27,"Number of Shares",4
"Sylvana Simons
(BIJ1)","Facebook",2021-02-28,"Number of Shares",6
"Sylvana Simons
(BIJ1)","Facebook",2021-03-01,"Number of Shares",2
"Sylvana Simons
(BIJ1)","Facebook",2021-03-03,"Number of Shares",124
"Sylvana Simons
(BIJ1)","Facebook",2021-03-04,"Number of Shares",8
"Sylvana Simons
(BIJ1)","Facebook",2021-03-05,"Number of Shares",154
"Sylvana Simons
(BIJ1)","Facebook",2021-03-06,"Number of Shares",40
"Sylvana Simons
(BIJ1)","Facebook",2021-03-09,"Number of Shares",230
"Sylvana Simons
(BIJ1)","Facebook",2021-03-10,"Number of Shares",6
"Sylvana Simons
(BIJ1)","Facebook",2021-03-11,"Number of Shares",72
"Sylvana Simons
(BIJ1)","Facebook",2021-03-12,"Number of Shares",62
"Sylvana Simons
(BIJ1)","Facebook",2021-03-15,"Number of Shares",152
"Sylvana Simons
(BIJ1)","Facebook",2021-03-16,"Number of Shares",226
"Sylvana Simons
(BIJ1)","Facebook",2021-03-17,"Number of Shares",24
"Sylvana Simons
(BIJ1)","Facebook",2021-03-18,"Number of Shares",36
"Sylvana Simons
(BIJ1)","Twitter",2021-01-01,"Number of Shares",106
"Sylvana Simons
(BIJ1)","Twitter",2021-01-02,"Number of Shares",248
"Sylvana Simons
(BIJ1)","Twitter",2021-01-03,"Number of Shares",56
"Sylvana Simons
(BIJ1)","Twitter",2021-01-04,"Number of Shares",135
"Sylvana Simons
(BIJ1)","Twitter",2021-01-05,"Number of Shares",24
"Sylvana Simons
(BIJ1)","Twitter",2021-01-06,"Number of Shares",207
"Sylvana Simons
(BIJ1)","Twitter",2021-01-07,"Number of Shares",112
"Sylvana Simons
(BIJ1)","Twitter",2021-01-08,"Number of Shares",64
"Sylvana Simons
(BIJ1)","Twitter",2021-01-09,"Number of Shares",15
"Sylvana Simons
(BIJ1)","Twitter",2021-01-10,"Number of Shares",83
"Sylvana Simons
(BIJ1)","Twitter",2021-01-11,"Number of Shares",53
"Sylvana Simons
(BIJ1)","Twitter",2021-01-12,"Number of Shares",31
"Sylvana Simons
(BIJ1)","Twitter",2021-01-13,"Number of Shares",124
"Sylvana Simons
(BIJ1)","Twitter",2021-01-14,"Number of Shares",177
"Sylvana Simons
(BIJ1)","Twitter",2021-01-15,"Number of Shares",121
"Sylvana Simons
(BIJ1)","Twitter",2021-01-16,"Number of Shares",36
"Sylvana Simons
(BIJ1)","Twitter",2021-01-17,"Number of Shares",158
"Sylvana Simons
(BIJ1)","Twitter",2021-01-18,"Number of Shares",125
"Sylvana Simons
(BIJ1)","Twitter",2021-01-19,"Number of Shares",71
"Sylvana Simons
(BIJ1)","Twitter",2021-01-20,"Number of Shares",78
"Sylvana Simons
(BIJ1)","Twitter",2021-01-21,"Number of Shares",100
"Sylvana Simons
(BIJ1)","Twitter",2021-01-22,"Number of Shares",63
"Sylvana Simons
(BIJ1)","Twitter",2021-01-23,"Number of Shares",154
"Sylvana Simons
(BIJ1)","Twitter",2021-01-24,"Number of Shares",148
"Sylvana Simons
(BIJ1)","Twitter",2021-01-25,"Number of Shares",106
"Sylvana Simons
(BIJ1)","Twitter",2021-01-26,"Number of Shares",163
"Sylvana Simons
(BIJ1)","Twitter",2021-01-27,"Number of Shares",4
"Sylvana Simons
(BIJ1)","Twitter",2021-01-28,"Number of Shares",57
"Sylvana Simons
(BIJ1)","Twitter",2021-01-29,"Number of Shares",19
"Sylvana Simons
(BIJ1)","Twitter",2021-01-30,"Number of Shares",9
"Sylvana Simons
(BIJ1)","Twitter",2021-01-31,"Number of Shares",14
"Sylvana Simons
(BIJ1)","Twitter",2021-02-01,"Number of Shares",12
"Sylvana Simons
(BIJ1)","Twitter",2021-02-02,"Number of Shares",86
"Sylvana Simons
(BIJ1)","Twitter",2021-02-03,"Number of Shares",54
"Sylvana Simons
(BIJ1)","Twitter",2021-02-04,"Number of Shares",89
"Sylvana Simons
(BIJ1)","Twitter",2021-02-05,"Number of Shares",27
"Sylvana Simons
(BIJ1)","Twitter",2021-02-06,"Number of Shares",24
"Sylvana Simons
(BIJ1)","Twitter",2021-02-07,"Number of Shares",22
"Sylvana Simons
(BIJ1)","Twitter",2021-02-08,"Number of Shares",40
"Sylvana Simons
(BIJ1)","Twitter",2021-02-09,"Number of Shares",41
"Sylvana Simons
(BIJ1)","Twitter",2021-02-10,"Number of Shares",56
"Sylvana Simons
(BIJ1)","Twitter",2021-02-11,"Number of Shares",86
"Sylvana Simons
(BIJ1)","Twitter",2021-02-12,"Number of Shares",53
"Sylvana Simons
(BIJ1)","Twitter",2021-02-13,"Number of Shares",137
"Sylvana Simons
(BIJ1)","Twitter",2021-02-14,"Number of Shares",50
"Sylvana Simons
(BIJ1)","Twitter",2021-02-15,"Number of Shares",82
"Sylvana Simons
(BIJ1)","Twitter",2021-02-16,"Number of Shares",11
"Sylvana Simons
(BIJ1)","Twitter",2021-02-17,"Number of Shares",17
"Sylvana Simons
(BIJ1)","Twitter",2021-02-18,"Number of Shares",38
"Sylvana Simons
(BIJ1)","Twitter",2021-02-19,"Number of Shares",97
"Sylvana Simons
(BIJ1)","Twitter",2021-02-20,"Number of Shares",70
"Sylvana Simons
(BIJ1)","Twitter",2021-02-21,"Number of Shares",31
"Sylvana Simons
(BIJ1)","Twitter",2021-02-22,"Number of Shares",105
"Sylvana Simons
(BIJ1)","Twitter",2021-02-23,"Number of Shares",396
"Sylvana Simons
(BIJ1)","Twitter",2021-02-24,"Number of Shares",19
"Sylvana Simons
(BIJ1)","Twitter",2021-02-25,"Number of Shares",44
"Sylvana Simons
(BIJ1)","Twitter",2021-02-26,"Number of Shares",46
"Sylvana Simons
(BIJ1)","Twitter",2021-02-27,"Number of Shares",4
"Sylvana Simons
(BIJ1)","Twitter",2021-02-28,"Number of Shares",105
"Sylvana Simons
(BIJ1)","Twitter",2021-03-01,"Number of Shares",191
"Sylvana Simons
(BIJ1)","Twitter",2021-03-02,"Number of Shares",95
"Sylvana Simons
(BIJ1)","Twitter",2021-03-03,"Number of Shares",76
"Sylvana Simons
(BIJ1)","Twitter",2021-03-04,"Number of Shares",194
"Sylvana Simons
(BIJ1)","Twitter",2021-03-05,"Number of Shares",91
"Sylvana Simons
(BIJ1)","Twitter",2021-03-06,"Number of Shares",55
"Sylvana Simons
(BIJ1)","Twitter",2021-03-07,"Number of Shares",153
"Sylvana Simons
(BIJ1)","Twitter",2021-03-08,"Number of Shares",112
"Sylvana Simons
(BIJ1)","Twitter",2021-03-09,"Number of Shares",33
"Sylvana Simons
(BIJ1)","Twitter",2021-03-10,"Number of Shares",84
"Sylvana Simons
(BIJ1)","Twitter",2021-03-11,"Number of Shares",72
"Sylvana Simons
(BIJ1)","Twitter",2021-03-12,"Number of Shares",558
"Sylvana Simons
(BIJ1)","Twitter",2021-03-13,"Number of Shares",62
"Sylvana Simons
(BIJ1)","Twitter",2021-03-14,"Number of Shares",138
"Sylvana Simons
(BIJ1)","Twitter",2021-03-15,"Number of Shares",81
"Sylvana Simons
(BIJ1)","Twitter",2021-03-16,"Number of Shares",75
"Sylvana Simons
(BIJ1)","Twitter",2021-03-17,"Number of Shares",189
"Sylvana Simons
(BIJ1)","Twitter",2021-03-18,"Number of Shares",484
"Thierry Baudet
(FvD)","Facebook",2021-01-01,"Number of Shares",120
"Thierry Baudet
(FvD)","Facebook",2021-01-02,"Number of Shares",44
"Thierry Baudet
(FvD)","Facebook",2021-01-03,"Number of Shares",1213
"Thierry Baudet
(FvD)","Facebook",2021-01-04,"Number of Shares",124
"Thierry Baudet
(FvD)","Facebook",2021-01-05,"Number of Shares",35
"Thierry Baudet
(FvD)","Facebook",2021-01-06,"Number of Shares",301
"Thierry Baudet
(FvD)","Facebook",2021-01-09,"Number of Shares",73
"Thierry Baudet
(FvD)","Facebook",2021-01-12,"Number of Shares",2591
"Thierry Baudet
(FvD)","Facebook",2021-01-13,"Number of Shares",69
"Thierry Baudet
(FvD)","Facebook",2021-01-14,"Number of Shares",296
"Thierry Baudet
(FvD)","Facebook",2021-01-15,"Number of Shares",460
"Thierry Baudet
(FvD)","Facebook",2021-01-16,"Number of Shares",231
"Thierry Baudet
(FvD)","Facebook",2021-01-17,"Number of Shares",496
"Thierry Baudet
(FvD)","Facebook",2021-01-18,"Number of Shares",127
"Thierry Baudet
(FvD)","Facebook",2021-01-19,"Number of Shares",2759
"Thierry Baudet
(FvD)","Facebook",2021-01-20,"Number of Shares",581
"Thierry Baudet
(FvD)","Facebook",2021-01-21,"Number of Shares",606
"Thierry Baudet
(FvD)","Facebook",2021-01-22,"Number of Shares",1280
"Thierry Baudet
(FvD)","Facebook",2021-01-23,"Number of Shares",423
"Thierry Baudet
(FvD)","Facebook",2021-01-24,"Number of Shares",74
"Thierry Baudet
(FvD)","Facebook",2021-01-26,"Number of Shares",5641
"Thierry Baudet
(FvD)","Facebook",2021-01-27,"Number of Shares",333
"Thierry Baudet
(FvD)","Facebook",2021-01-28,"Number of Shares",48
"Thierry Baudet
(FvD)","Facebook",2021-01-29,"Number of Shares",25
"Thierry Baudet
(FvD)","Facebook",2021-01-31,"Number of Shares",1017
"Thierry Baudet
(FvD)","Facebook",2021-02-02,"Number of Shares",1410
"Thierry Baudet
(FvD)","Facebook",2021-02-03,"Number of Shares",3500
"Thierry Baudet
(FvD)","Facebook",2021-02-04,"Number of Shares",985
"Thierry Baudet
(FvD)","Facebook",2021-02-06,"Number of Shares",101
"Thierry Baudet
(FvD)","Facebook",2021-02-07,"Number of Shares",1155
"Thierry Baudet
(FvD)","Facebook",2021-02-08,"Number of Shares",760
"Thierry Baudet
(FvD)","Facebook",2021-02-09,"Number of Shares",308
"Thierry Baudet
(FvD)","Facebook",2021-02-10,"Number of Shares",1663
"Thierry Baudet
(FvD)","Facebook",2021-02-11,"Number of Shares",1842
"Thierry Baudet
(FvD)","Facebook",2021-02-12,"Number of Shares",214
"Thierry Baudet
(FvD)","Facebook",2021-02-13,"Number of Shares",263
"Thierry Baudet
(FvD)","Facebook",2021-02-14,"Number of Shares",249
"Thierry Baudet
(FvD)","Facebook",2021-02-15,"Number of Shares",2409
"Thierry Baudet
(FvD)","Facebook",2021-02-17,"Number of Shares",651
"Thierry Baudet
(FvD)","Facebook",2021-02-18,"Number of Shares",1144
"Thierry Baudet
(FvD)","Facebook",2021-02-19,"Number of Shares",2580
"Thierry Baudet
(FvD)","Facebook",2021-02-20,"Number of Shares",3328
"Thierry Baudet
(FvD)","Facebook",2021-02-21,"Number of Shares",2068
"Thierry Baudet
(FvD)","Facebook",2021-02-22,"Number of Shares",759
"Thierry Baudet
(FvD)","Facebook",2021-02-23,"Number of Shares",957
"Thierry Baudet
(FvD)","Facebook",2021-02-24,"Number of Shares",2312
"Thierry Baudet
(FvD)","Facebook",2021-02-25,"Number of Shares",1157
"Thierry Baudet
(FvD)","Facebook",2021-02-26,"Number of Shares",2453
"Thierry Baudet
(FvD)","Facebook",2021-02-27,"Number of Shares",1561
"Thierry Baudet
(FvD)","Facebook",2021-02-28,"Number of Shares",2449
"Thierry Baudet
(FvD)","Facebook",2021-03-01,"Number of Shares",713
"Thierry Baudet
(FvD)","Facebook",2021-03-02,"Number of Shares",1077
"Thierry Baudet
(FvD)","Facebook",2021-03-03,"Number of Shares",1696
"Thierry Baudet
(FvD)","Facebook",2021-03-04,"Number of Shares",763
"Thierry Baudet
(FvD)","Facebook",2021-03-05,"Number of Shares",843
"Thierry Baudet
(FvD)","Facebook",2021-03-06,"Number of Shares",860
"Thierry Baudet
(FvD)","Facebook",2021-03-07,"Number of Shares",2096
"Thierry Baudet
(FvD)","Facebook",2021-03-08,"Number of Shares",1310
"Thierry Baudet
(FvD)","Facebook",2021-03-10,"Number of Shares",101
"Thierry Baudet
(FvD)","Facebook",2021-03-12,"Number of Shares",598
"Thierry Baudet
(FvD)","Facebook",2021-03-13,"Number of Shares",2124
"Thierry Baudet
(FvD)","Facebook",2021-03-14,"Number of Shares",4078
"Thierry Baudet
(FvD)","Facebook",2021-03-15,"Number of Shares",9403
"Thierry Baudet
(FvD)","Facebook",2021-03-16,"Number of Shares",1899
"Thierry Baudet
(FvD)","Facebook",2021-03-17,"Number of Shares",2472
"Thierry Baudet
(FvD)","Twitter",2021-01-01,"Number of Shares",1592
"Thierry Baudet
(FvD)","Twitter",2021-01-02,"Number of Shares",775
"Thierry Baudet
(FvD)","Twitter",2021-01-03,"Number of Shares",3575
"Thierry Baudet
(FvD)","Twitter",2021-01-04,"Number of Shares",285
"Thierry Baudet
(FvD)","Twitter",2021-01-05,"Number of Shares",386
"Thierry Baudet
(FvD)","Twitter",2021-01-06,"Number of Shares",1055
"Thierry Baudet
(FvD)","Twitter",2021-01-07,"Number of Shares",437
"Thierry Baudet
(FvD)","Twitter",2021-01-08,"Number of Shares",0
"Thierry Baudet
(FvD)","Twitter",2021-01-09,"Number of Shares",478
"Thierry Baudet
(FvD)","Twitter",2021-01-10,"Number of Shares",574
"Thierry Baudet
(FvD)","Twitter",2021-01-11,"Number of Shares",3063
"Thierry Baudet
(FvD)","Twitter",2021-01-12,"Number of Shares",1469
"Thierry Baudet
(FvD)","Twitter",2021-01-13,"Number of Shares",532
"Thierry Baudet
(FvD)","Twitter",2021-01-14,"Number of Shares",1472
"Thierry Baudet
(FvD)","Twitter",2021-01-15,"Number of Shares",1651
"Thierry Baudet
(FvD)","Twitter",2021-01-16,"Number of Shares",1901
"Thierry Baudet
(FvD)","Twitter",2021-01-17,"Number of Shares",1687
"Thierry Baudet
(FvD)","Twitter",2021-01-18,"Number of Shares",887
"Thierry Baudet
(FvD)","Twitter",2021-01-19,"Number of Shares",1349
"Thierry Baudet
(FvD)","Twitter",2021-01-20,"Number of Shares",557
"Thierry Baudet
(FvD)","Twitter",2021-01-21,"Number of Shares",1656
"Thierry Baudet
(FvD)","Twitter",2021-01-22,"Number of Shares",2560
"Thierry Baudet
(FvD)","Twitter",2021-01-23,"Number of Shares",882
"Thierry Baudet
(FvD)","Twitter",2021-01-24,"Number of Shares",99
"Thierry Baudet
(FvD)","Twitter",2021-01-25,"Number of Shares",5066
"Thierry Baudet
(FvD)","Twitter",2021-01-26,"Number of Shares",2488
"Thierry Baudet
(FvD)","Twitter",2021-01-27,"Number of Shares",1700
"Thierry Baudet
(FvD)","Twitter",2021-01-28,"Number of Shares",805
"Thierry Baudet
(FvD)","Twitter",2021-01-29,"Number of Shares",1260
"Thierry Baudet
(FvD)","Twitter",2021-01-30,"Number of Shares",615
"Thierry Baudet
(FvD)","Twitter",2021-01-31,"Number of Shares",2648
"Thierry Baudet
(FvD)","Twitter",2021-02-01,"Number of Shares",1390
"Thierry Baudet
(FvD)","Twitter",2021-02-02,"Number of Shares",3477
"Thierry Baudet
(FvD)","Twitter",2021-02-03,"Number of Shares",2894
"Thierry Baudet
(FvD)","Twitter",2021-02-04,"Number of Shares",1289
"Thierry Baudet
(FvD)","Twitter",2021-02-05,"Number of Shares",1297
"Thierry Baudet
(FvD)","Twitter",2021-02-06,"Number of Shares",2219
"Thierry Baudet
(FvD)","Twitter",2021-02-07,"Number of Shares",2654
"Thierry Baudet
(FvD)","Twitter",2021-02-08,"Number of Shares",1464
"Thierry Baudet
(FvD)","Twitter",2021-02-09,"Number of Shares",5607
"Thierry Baudet
(FvD)","Twitter",2021-02-10,"Number of Shares",3948
"Thierry Baudet
(FvD)","Twitter",2021-02-11,"Number of Shares",2880
"Thierry Baudet
(FvD)","Twitter",2021-02-12,"Number of Shares",1441
"Thierry Baudet
(FvD)","Twitter",2021-02-13,"Number of Shares",1555
