feature,frequency,rank,docfreq,group
maatregelen,1,380,1,jesseklaver
red,1,380,1,jesseklaver
be,1,380,1,jesseklaver
plicht,1,380,1,jesseklaver
opdat,1,380,1,jesseklaver
onvoldoende,1,380,1,jesseklaver
landen,1,380,1,jesseklaver
pakken,1,380,1,jesseklaver
legt,1,380,1,jesseklaver
twitter,1,380,1,jesseklaver
hartverscheurend,1,380,1,jesseklaver
gevolg,1,380,1,jesseklaver
punt,1,380,1,jesseklaver
effect,1,380,1,jesseklaver
gebaseerd,1,380,1,jesseklaver
iedere,1,380,1,jesseklaver
geweld,1,380,1,jesseklaver
probeert,1,380,1,jesseklaver
mkb,1,380,1,jesseklaver
scholieren,1,380,1,jesseklaver
beslissen,1,380,1,jesseklaver
€,1,380,1,jesseklaver
new,1,380,1,jesseklaver
oorzaak,1,380,1,jesseklaver
gesloten,1,380,1,jesseklaver
onbegrijpelijk,1,380,1,jesseklaver
erbij,1,380,1,jesseklaver
klimaatplannen,1,380,1,jesseklaver
gedoe,1,380,1,jesseklaver
tekenen,1,380,1,jesseklaver
+,1,380,1,jesseklaver
progressief,1,380,1,jesseklaver
internationale,1,380,1,jesseklaver
noordelijk,1,380,1,jesseklaver
stemwijzer,1,380,1,jesseklaver
news,1,380,1,jesseklaver
progress,1,380,1,jesseklaver
benieuwd,1,380,1,jesseklaver
uitstel,1,380,1,jesseklaver
kies,1,380,1,jesseklaver
delen,1,380,1,jesseklaver
boete,1,380,1,jesseklaver
not,1,380,1,jesseklaver
familie,1,380,1,jesseklaver
onderbouwing,1,380,1,jesseklaver
eenzaamheid,1,380,1,jesseklaver
kiezer,1,380,1,jesseklaver
eerst,1,380,1,jesseklaver
koers,1,380,1,jesseklaver
harde,1,380,1,jesseklaver
betere,1,380,1,jesseklaver
beloning,1,380,1,jesseklaver
40,1,380,1,jesseklaver
laatste,1,380,1,jesseklaver
vaccins,1,380,1,jesseklaver
trump,1,380,1,jesseklaver
petitie,1,380,1,jesseklaver
teken,1,380,1,jesseklaver
pas,1,380,1,jesseklaver
rechtse,1,380,1,jesseklaver
extreme,1,380,1,jesseklaver
2030,1,380,1,jesseklaver
vn,1,380,1,jesseklaver
onschuldige,1,380,1,jesseklaver
netwerk,1,380,1,jesseklaver
druk,1,380,1,jesseklaver
inspireren,1,380,1,jesseklaver
moesten,1,380,1,jesseklaver
visie,1,380,1,jesseklaver
minuten,1,380,1,jesseklaver
reden,1,380,1,jesseklaver
dreigt,1,380,1,jesseklaver
velen,1,380,1,jesseklaver
waarderen,1,380,1,jesseklaver
probeer,1,380,1,jesseklaver
levensgevaarlijk,1,380,1,jesseklaver
tegelijkertijd,1,380,1,jesseklaver
don't,1,380,1,jesseklaver
helden,1,380,1,jesseklaver
raad,1,380,1,jesseklaver
state,1,380,1,jesseklaver
onmogelijk,1,380,1,jesseklaver
falen,1,380,1,jesseklaver
bouw,1,380,1,jesseklaver
verklaard,1,380,1,jesseklaver
ziekte,1,380,1,jesseklaver
proberen,1,380,1,jesseklaver
speelt,1,380,1,jesseklaver
moed,1,380,1,jesseklaver
20.30,1,380,1,jesseklaver
black,1,380,1,jesseklaver
lives,1,380,1,jesseklaver
kleinere,1,380,1,jesseklaver
belastingen,1,380,1,jesseklaver
sluiting,1,380,1,jesseklaver
sluit,1,380,1,jesseklaver
brabant,1,380,1,jesseklaver
uurtje,1,380,1,jesseklaver
blik,1,380,1,jesseklaver
missen,1,380,1,jesseklaver
love,1,380,1,jesseklaver
kaart,1,380,1,jesseklaver
geef,1,380,1,jesseklaver
lessen,1,380,1,jesseklaver
juridische,1,380,1,jesseklaver
dagelijks,1,380,1,jesseklaver
sommigen,1,380,1,jesseklaver
herstellen,1,380,1,jesseklaver
álle,1,380,1,jesseklaver
tijdelijke,1,380,1,jesseklaver
mond,1,380,1,jesseklaver
netjes,1,380,1,jesseklaver
streng,1,380,1,jesseklaver
gast,1,380,1,jesseklaver
gezin,1,380,1,jesseklaver
ruimte,1,380,1,jesseklaver
duren,1,380,1,jesseklaver
#coronadebat,1,380,1,jesseklaver
lijsttrekkerschap,1,380,1,jesseklaver
ernaar,1,380,1,jesseklaver
🌹,1,380,1,jesseklaver
vws,1,380,1,jesseklaver
verdrietig,1,380,1,jesseklaver
brand,1,380,1,jesseklaver
negen,1,380,1,jesseklaver
vk,1,380,1,jesseklaver
kamerdebat,1,380,1,jesseklaver
daarin,1,380,1,jesseklaver
treedt,1,380,1,jesseklaver
herdenken,1,380,1,jesseklaver
kwart,1,380,1,jesseklaver
arbeidsvoorwaarden,1,380,1,jesseklaver
zorgmedewerkers,1,380,1,jesseklaver
🙌,1,380,1,jesseklaver
belangrijke,1,380,1,jesseklaver
salarissen,1,380,1,jesseklaver
🌍,1,380,1,jesseklaver
prima,1,380,1,jesseklaver
green,1,380,1,jesseklaver
overgrote,1,380,1,jesseklaver
klimaatverandering,1,380,1,jesseklaver
noemen,1,380,1,jesseklaver
ondemocratisch,1,380,1,jesseklaver
grijp,1,380,1,jesseklaver
eindhoven,1,380,1,jesseklaver
afscheid,1,380,1,jesseklaver
banen,1,380,1,jesseklaver
tijdperk,1,380,1,jesseklaver
@joebiden,1,380,1,jesseklaver
jaarlijkse,1,380,1,jesseklaver
sector,1,380,1,jesseklaver
volgen,1,380,1,jesseklaver
gestemd,1,380,1,jesseklaver
jesse,1,380,1,jesseklaver
online,1,380,1,jesseklaver
talloze,1,380,1,jesseklaver
lukt,1,380,1,jesseklaver
spraken,1,380,1,jesseklaver
landbouw,1,380,1,jesseklaver
lonen,1,380,1,jesseklaver
kamermeerderheid,1,380,1,jesseklaver
zorgverleners,1,380,1,jesseklaver
commissarissen,1,380,1,jesseklaver
dries,1,380,1,jesseklaver
agt,1,380,1,jesseklaver
verjaardag,1,380,1,jesseklaver
menselijk,1,380,1,jesseklaver
antisemitisme,1,380,1,jesseklaver
europese,1,380,1,jesseklaver
woning,1,380,1,jesseklaver
pandemie,1,380,1,jesseklaver
jezelf,1,380,1,jesseklaver
schaamteloos,1,380,1,jesseklaver
keuzes,1,380,1,jesseklaver
geleid,1,380,1,jesseklaver
aanpakken,1,380,1,jesseklaver
directeur,1,380,1,jesseklaver
uitbreiding,1,380,1,jesseklaver
gas,1,380,1,jesseklaver
zekerheid,1,380,1,jesseklaver
conflict,1,380,1,jesseklaver
huur,1,380,1,jesseklaver
hen,1,380,1,jesseklaver
@marijnissenl,1,380,1,jesseklaver
relatie,1,380,1,jesseklaver
bedrijfsleven,1,380,1,jesseklaver
invloed,1,380,1,jesseklaver
openheid,1,380,1,jesseklaver
gedeelde,1,380,1,jesseklaver
idealen,1,380,1,jesseklaver
her,1,380,1,jesseklaver
vermogen,1,380,1,jesseklaver
kappen,1,380,1,jesseklaver
leggen,1,380,1,jesseklaver
leerachterstanden,1,380,1,jesseklaver
investering,1,380,1,jesseklaver
structureel,1,380,1,jesseklaver
erkenning,1,380,1,jesseklaver
gevraagd,1,380,1,jesseklaver
veilige,1,380,1,jesseklaver
successen,1,380,1,jesseklaver
rt,40,1,1,keesvdstaaij
@sgpnieuws,27,2,1,keesvdstaaij
@keesvdstaaij,24,3,1,keesvdstaaij
|,14,4,1,keesvdstaaij
#studiosgp,12,5,1,keesvdstaaij
we,11,6,1,keesvdstaaij
sgp,7,7,1,keesvdstaaij
kijk,6,8,1,keesvdstaaij
live,6,8,1,keesvdstaaij
mee,6,8,1,keesvdstaaij
kabinet,6,8,1,keesvdstaaij
online,6,8,1,keesvdstaaij
hele,5,13,1,keesvdstaaij
via,5,13,1,keesvdstaaij
uur,5,13,1,keesvdstaaij
gaan,4,16,1,keesvdstaaij
gesprek,4,16,1,keesvdstaaij
vragen,4,16,1,keesvdstaaij
vandaag,4,16,1,keesvdstaaij
tijd,4,16,1,keesvdstaaij
@keesvee,4,16,1,keesvdstaaij
vanavond,4,16,1,keesvdstaaij
onze,4,16,1,keesvdstaaij
mogelijk,4,16,1,keesvdstaaij
bekijk,4,16,1,keesvdstaaij
19.30,4,16,1,keesvdstaaij
abortus,4,16,1,keesvdstaaij
praat,3,28,1,keesvdstaaij
helaas,3,28,1,keesvdstaaij
kamer,3,28,1,keesvdstaaij
stemmen,3,28,1,keesvdstaaij
eerder,3,28,1,keesvdstaaij
blijven,3,28,1,keesvdstaaij
30,3,28,1,keesvdstaaij
mooi,3,28,1,keesvdstaaij
wet,3,28,1,keesvdstaaij
terug,3,28,1,keesvdstaaij
#avondklok,3,28,1,keesvdstaaij
zegt,3,28,1,keesvdstaaij
beste,3,28,1,keesvdstaaij
hangen,3,28,1,keesvdstaaij
zetten,3,28,1,keesvdstaaij
eu,3,28,1,keesvdstaaij
euro,3,28,1,keesvdstaaij
keuze,3,28,1,keesvdstaaij
les,3,28,1,keesvdstaaij
@mennodebruyne,3,28,1,keesvdstaaij
https://t.co/cbuag76fhe,3,28,1,keesvdstaaij
samen,2,49,1,keesvdstaaij
verder,2,49,1,keesvdstaaij
ga,2,49,1,keesvdstaaij
lees,2,49,1,keesvdstaaij
graag,2,49,1,keesvdstaaij
vs,2,49,1,keesvdstaaij
manier,2,49,1,keesvdstaaij
nederland,2,49,1,keesvdstaaij
gewoon,2,49,1,keesvdstaaij
eindelijk,2,49,1,keesvdstaaij
spreken,2,49,1,keesvdstaaij
zorg,2,49,1,keesvdstaaij
leven,2,49,1,keesvdstaaij
mag,2,49,1,keesvdstaaij
politiek,2,49,1,keesvdstaaij
heel,2,49,1,keesvdstaaij
val,2,49,1,keesvdstaaij
#kabinet,2,49,1,keesvdstaaij
zeer,2,49,1,keesvdstaaij
doorgaan,2,49,1,keesvdstaaij
februari,2,49,1,keesvdstaaij
nodig,2,49,1,keesvdstaaij
land,2,49,1,keesvdstaaij
lange,2,49,1,keesvdstaaij
volgens,2,49,1,keesvdstaaij
vanaf,2,49,1,keesvdstaaij
extra,2,49,1,keesvdstaaij
week,2,49,1,keesvdstaaij
morgen,2,49,1,keesvdstaaij
@jinek_rtl,2,49,1,keesvdstaaij
zag,2,49,1,keesvdstaaij
houdt,2,49,1,keesvdstaaij
wereld,2,49,1,keesvdstaaij
minister,2,49,1,keesvdstaaij
@op1npo,2,49,1,keesvdstaaij
uitzending,2,49,1,keesvdstaaij
namens,2,49,1,keesvdstaaij
harte,2,49,1,keesvdstaaij
opnieuw,2,49,1,keesvdstaaij
waarschuwde,2,49,1,keesvdstaaij
zoveel,2,49,1,keesvdstaaij
d66,2,49,1,keesvdstaaij
vrij,2,49,1,keesvdstaaij
vrijdag,2,49,1,keesvdstaaij
duidelijk,2,49,1,keesvdstaaij
youtube,2,49,1,keesvdstaaij
druk,2,49,1,keesvdstaaij
noch,2,49,1,keesvdstaaij
beseffen,2,49,1,keesvdstaaij
bui,2,49,1,keesvdstaaij
onvermijdelijk,2,49,1,keesvdstaaij
nigeria,2,49,1,keesvdstaaij
website,2,49,1,keesvdstaaij
christenen,2,49,1,keesvdstaaij
@bisschoproelof,2,49,1,keesvdstaaij
#zorg,2,49,1,keesvdstaaij
baan,2,49,1,keesvdstaaij
19,2,49,1,keesvdstaaij
hierover,1,107,1,keesvdstaaij
alle,1,107,1,keesvdstaaij
komen,1,107,1,keesvdstaaij
jouw,1,107,1,keesvdstaaij
jou,1,107,1,keesvdstaaij
mooie,1,107,1,keesvdstaaij
tweede,1,107,1,keesvdstaaij
wel,1,107,1,keesvdstaaij
blijf,1,107,1,keesvdstaaij
hoop,1,107,1,keesvdstaaij
jongeren,1,107,1,keesvdstaaij
zie,1,107,1,keesvdstaaij
cda,1,107,1,keesvdstaaij
keer,1,107,1,keesvdstaaij
alleen,1,107,1,keesvdstaaij
jullie,1,107,1,keesvdstaaij
vast,1,107,1,keesvdstaaij
debat,1,107,1,keesvdstaaij
3,1,107,1,keesvdstaaij
toe,1,107,1,keesvdstaaij
d,1,107,1,keesvdstaaij
partij,1,107,1,keesvdstaaij
o,1,107,1,keesvdstaaij
nou,1,107,1,keesvdstaaij
artikel,1,107,1,keesvdstaaij
1,1,107,1,keesvdstaaij
echt,1,107,1,keesvdstaaij
ander,1,107,1,keesvdstaaij
vindt,1,107,1,keesvdstaaij
wijze,1,107,1,keesvdstaaij
overheid,1,107,1,keesvdstaaij
2,1,107,1,keesvdstaaij
ingediend,1,107,1,keesvdstaaij
iedereen,1,107,1,keesvdstaaij
17,1,107,1,keesvdstaaij
burger,1,107,1,keesvdstaaij
maart,1,107,1,keesvdstaaij
misstanden,1,107,1,keesvdstaaij
moeten,1,107,1,keesvdstaaij
s,1,107,1,keesvdstaaij
kind,1,107,1,keesvdstaaij
stem,1,107,1,keesvdstaaij
situatie,1,107,1,keesvdstaaij
10,1,107,1,keesvdstaaij
jaar,1,107,1,keesvdstaaij
gezond,1,107,1,keesvdstaaij
nooit,1,107,1,keesvdstaaij
wij,1,107,1,keesvdstaaij
zullen,1,107,1,keesvdstaaij
gaat,1,107,1,keesvdstaaij
leider,1,107,1,keesvdstaaij
vraag,1,107,1,keesvdstaaij
vrouw,1,107,1,keesvdstaaij
grootste,1,107,1,keesvdstaaij
handen,1,107,1,keesvdstaaij
rapport,1,107,1,keesvdstaaij
weer,1,107,1,keesvdstaaij
blijft,1,107,1,keesvdstaaij
jaren,1,107,1,keesvdstaaij
parlement,1,107,1,keesvdstaaij
kun,1,107,1,keesvdstaaij
maken,1,107,1,keesvdstaaij
zojuist,1,107,1,keesvdstaaij
regels,1,107,1,keesvdstaaij
ter,1,107,1,keesvdstaaij
nare,1,107,1,keesvdstaaij
zitten,1,107,1,keesvdstaaij
onschuldig,1,107,1,keesvdstaaij
zaak,1,107,1,keesvdstaaij
hart,1,107,1,keesvdstaaij
vanochtend,1,107,1,keesvdstaaij
gegaan,1,107,1,keesvdstaaij
gesproken,1,107,1,keesvdstaaij
recht,1,107,1,keesvdstaaij
vertrouwen,1,107,1,keesvdstaaij
h,1,107,1,keesvdstaaij
bent,1,107,1,keesvdstaaij
gekeken,1,107,1,keesvdstaaij
basis,1,107,1,keesvdstaaij
signalen,1,107,1,keesvdstaaij
kamerlid,1,107,1,keesvdstaaij
welke,1,107,1,keesvdstaaij
gebruik,1,107,1,keesvdstaaij
aldus,1,107,1,keesvdstaaij
zeggen,1,107,1,keesvdstaaij
z'n,1,107,1,keesvdstaaij
staat,1,107,1,keesvdstaaij
werk,1,107,1,keesvdstaaij
moeilijke,1,107,1,keesvdstaaij
mens,1,107,1,keesvdstaaij
oproep,1,107,1,keesvdstaaij
maak,1,107,1,keesvdstaaij
vrijheid,1,107,1,keesvdstaaij
ligt,1,107,1,keesvdstaaij
onrecht,1,107,1,keesvdstaaij
mis,1,107,1,keesvdstaaij
vreselijk,1,107,1,keesvdstaaij
verantwoordelijk,1,107,1,keesvdstaaij
5,1,107,1,keesvdstaaij
vorige,1,107,1,keesvdstaaij
o.a,1,107,1,keesvdstaaij
hoopvol,1,107,1,keesvdstaaij
reactie,1,107,1,keesvdstaaij
bijdrage,1,107,1,keesvdstaaij
politici,1,107,1,keesvdstaaij
antwoord,1,107,1,keesvdstaaij
steun,1,107,1,keesvdstaaij
😳,1,107,1,keesvdstaaij
vol,1,107,1,keesvdstaaij
trouw,1,107,1,keesvdstaaij
programma,1,107,1,keesvdstaaij
m,1,107,1,keesvdstaaij
nl,1,107,1,keesvdstaaij
slachtoffers,1,107,1,keesvdstaaij
zei,1,107,1,keesvdstaaij
zeker,1,107,1,keesvdstaaij
tijden,1,107,1,keesvdstaaij
mening,1,107,1,keesvdstaaij
waarin,1,107,1,keesvdstaaij
voorkomen,1,107,1,keesvdstaaij
bijzonder,1,107,1,keesvdstaaij
avondklok,1,107,1,keesvdstaaij
europees,1,107,1,keesvdstaaij
lang,1,107,1,keesvdstaaij
laten,1,107,1,keesvdstaaij
on,1,107,1,keesvdstaaij
maatregel,1,107,1,keesvdstaaij
krijgen,1,107,1,keesvdstaaij
gezinnen,1,107,1,keesvdstaaij
rond,1,107,1,keesvdstaaij
fragment,1,107,1,keesvdstaaij
elkaar,1,107,1,keesvdstaaij
bescherming,1,107,1,keesvdstaaij
zodat,1,107,1,keesvdstaaij
woord,1,107,1,keesvdstaaij
oude,1,107,1,keesvdstaaij
plaatsen,1,107,1,keesvdstaaij
n,1,107,1,keesvdstaaij
verandert,1,107,1,keesvdstaaij
juist,1,107,1,keesvdstaaij
orde,1,107,1,keesvdstaaij
half,1,107,1,keesvdstaaij
kunt,1,107,1,keesvdstaaij
media,1,107,1,keesvdstaaij
uitspraak,1,107,1,keesvdstaaij
democratie,1,107,1,keesvdstaaij
volstrekt,1,107,1,keesvdstaaij
weken,1,107,1,keesvdstaaij
januari,1,107,1,keesvdstaaij
later,1,107,1,keesvdstaaij
geldt,1,107,1,keesvdstaaij
00,1,107,1,keesvdstaaij
social,1,107,1,keesvdstaaij
winnen,1,107,1,keesvdstaaij
voelt,1,107,1,keesvdstaaij
makkelijk,1,107,1,keesvdstaaij
https://t.co,1,107,1,keesvdstaaij
ene,1,107,1,keesvdstaaij
rij,1,107,1,keesvdstaaij
ongekend,1,107,1,keesvdstaaij
plicht,1,107,1,keesvdstaaij
avond,1,107,1,keesvdstaaij
progressieve,1,107,1,keesvdstaaij
onvoldoende,1,107,1,keesvdstaaij
pakken,1,107,1,keesvdstaaij
@gertjansegers,1,107,1,keesvdstaaij
grapperhaus,1,107,1,keesvdstaaij
normaal,1,107,1,keesvdstaaij
24,1,107,1,keesvdstaaij
29,1,107,1,keesvdstaaij
europa,1,107,1,keesvdstaaij
agenda,1,107,1,keesvdstaaij
grenzen,1,107,1,keesvdstaaij
fundamenteel,1,107,1,keesvdstaaij
internationale,1,107,1,keesvdstaaij
uitkomst,1,107,1,keesvdstaaij
onderwijs,1,107,1,keesvdstaaij
donderdag,1,107,1,keesvdstaaij
verenigde,1,107,1,keesvdstaaij
staten,1,107,1,keesvdstaaij
boete,1,107,1,keesvdstaaij
bepalen,1,107,1,keesvdstaaij
kamervragen,1,107,1,keesvdstaaij
gezet,1,107,1,keesvdstaaij
petitie,1,107,1,keesvdstaaij
teken,1,107,1,keesvdstaaij
komende,1,107,1,keesvdstaaij
beetje,1,107,1,keesvdstaaij
onschuldige,1,107,1,keesvdstaaij
beschamend,1,107,1,keesvdstaaij
minuten,1,107,1,keesvdstaaij
daag,1,107,1,keesvdstaaij
vroeg,1,107,1,keesvdstaaij
verklaard,1,107,1,keesvdstaaij
min,1,107,1,keesvdstaaij
groet,1,107,1,keesvdstaaij
start,1,107,1,keesvdstaaij
triest,1,107,1,keesvdstaaij
uurtje,1,107,1,keesvdstaaij
geef,1,107,1,keesvdstaaij
juridische,1,107,1,keesvdstaaij
tijdelijke,1,107,1,keesvdstaaij
gast,1,107,1,keesvdstaaij
china,1,107,1,keesvdstaaij
dorp,1,107,1,keesvdstaaij
ruimte,1,107,1,keesvdstaaij
#coronadebat,1,107,1,keesvdstaaij
herdenken,1,107,1,keesvdstaaij
holocaust,1,107,1,keesvdstaaij
zorgmedewerkers,1,107,1,keesvdstaaij
volgen,1,107,1,keesvdstaaij
menselijk,1,107,1,keesvdstaaij
antisemitisme,1,107,1,keesvdstaaij
hen,1,107,1,keesvdstaaij
leggen,1,107,1,keesvdstaaij
jarenlang,1,107,1,keesvdstaaij
rechten,1,107,1,keesvdstaaij
👉,1,107,1,keesvdstaaij
cu,1,107,1,keesvdstaaij
@denieuwsbv,1,107,1,keesvdstaaij
gebeurd,1,107,1,keesvdstaaij
kabinet-rutte,1,107,1,keesvdstaaij
wereldwijd,1,107,1,keesvdstaaij
bezorgd,1,107,1,keesvdstaaij
#holocaustremembranceday,1,107,1,keesvdstaaij
woensdagavond,1,107,1,keesvdstaaij
buitenlandse,1,107,1,keesvdstaaij
binnenkort,1,107,1,keesvdstaaij
aantreden,1,107,1,keesvdstaaij
keert,1,107,1,keesvdstaaij
18,1,107,1,keesvdstaaij
terechte,1,107,1,keesvdstaaij
shafqat,1,107,1,keesvdstaaij
shagufta,1,107,1,keesvdstaaij
geniet,1,107,1,keesvdstaaij
wetsvoorstel,1,107,1,keesvdstaaij
#rellen,1,107,1,keesvdstaaij
zware,1,107,1,keesvdstaaij
feliciteer,1,107,1,keesvdstaaij
gevaccineerd,1,107,1,keesvdstaaij
vervolgd,1,107,1,keesvdstaaij
vermoord,1,107,1,keesvdstaaij
samen,8,1,1,markrutte
we,7,2,1,markrutte
eindstreep,6,3,1,markrutte
gaan,6,3,1,markrutte
verder,6,3,1,markrutte
rt,4,6,1,markrutte
ideeën,4,6,1,markrutte
coronacrisis,4,6,1,markrutte
halen,4,6,1,markrutte
sterker,4,6,1,markrutte
brief,4,6,1,markrutte
alle,3,12,1,markrutte
nederlanders,3,12,1,markrutte
lees,3,12,1,markrutte
@markrutte,2,15,1,markrutte
hierover,2,15,1,markrutte
ga,2,15,1,markrutte
@vvd,2,15,1,markrutte
mark,2,15,1,markrutte
rutte,2,15,1,markrutte
hieronder,2,15,1,markrutte
mee,2,15,1,markrutte
gesprek,2,15,1,markrutte
graag,2,15,1,markrutte
schreef,1,25,1,markrutte
https,1,25,1,markrutte
kijk,1,25,1,markrutte
live,1,25,1,markrutte
crisis,1,25,1,markrutte
komen,1,25,1,markrutte
hoor,1,25,1,markrutte
jouw,1,25,1,markrutte
jou,1,25,1,markrutte
praat,1,25,1,markrutte
rt,732,1,1,thierrybaudet
#fvd,223,2,1,thierrybaudet
@thierrybaudet,178,3,1,thierrybaudet
@fvdemocratie,139,4,1,thierrybaudet
we,137,5,1,thierrybaudet
@wybrenvanhaga,90,6,1,thierrybaudet
weer,72,7,1,thierrybaudet
fvd,69,8,1,thierrybaudet
maart,68,9,1,thierrybaudet
17,65,10,1,thierrybaudet
onze,65,10,1,thierrybaudet
via,62,12,1,thierrybaudet
nederland,60,13,1,thierrybaudet
vrijheid,58,14,1,thierrybaudet
gaat,54,15,1,thierrybaudet
baudet,54,15,1,thierrybaudet
lockdown,52,17,1,thierrybaudet
stem,50,18,1,thierrybaudet
the,49,19,1,thierrybaudet
gaan,48,20,1,thierrybaudet
rutte,48,20,1,thierrybaudet
mensen,47,22,1,thierrybaudet
jaar,45,23,1,thierrybaudet
campagne,44,24,1,thierrybaudet
thierry,43,25,1,thierrybaudet
corona,40,26,1,thierrybaudet
@youtube,39,27,1,thierrybaudet
heel,36,28,1,thierrybaudet
#avondklok,36,28,1,thierrybaudet
partij,35,30,1,thierrybaudet
vandaag,34,31,1,thierrybaudet
wij,33,32,1,thierrybaudet
uur,33,32,1,thierrybaudet
land,33,32,1,thierrybaudet
#vrijheidskaravaan,33,32,1,thierrybaudet
steun,32,36,1,thierrybaudet
forum,32,36,1,thierrybaudet
@michaelvdgalien,32,36,1,thierrybaudet
democratie,30,39,1,thierrybaudet
terug,29,40,1,thierrybaudet
steeds,29,40,1,thierrybaudet
@arjandekok1,29,40,1,thierrybaudet
avondklok,28,43,1,thierrybaudet
enige,28,43,1,thierrybaudet
goed,26,45,1,thierrybaudet
i,26,45,1,thierrybaudet
lockdowns,26,45,1,thierrybaudet
wel,25,48,1,thierrybaudet
nooit,25,48,1,thierrybaudet
@joostniemoller,25,48,1,thierrybaudet
@thiddema,25,48,1,thierrybaudet
@ralfdkkr,24,52,1,thierrybaudet
echt,23,53,1,thierrybaudet
kabinet,23,53,1,thierrybaudet
dag,23,53,1,thierrybaudet
morgen,23,53,1,thierrybaudet
to,23,53,1,thierrybaudet
vrij,23,53,1,thierrybaudet
alle,22,59,1,thierrybaudet
afgelopen,22,59,1,thierrybaudet
gewoon,21,61,1,thierrybaudet
mag,21,61,1,thierrybaudet
build,21,61,1,thierrybaudet
komen,20,64,1,thierrybaudet
moeten,20,64,1,thierrybaudet
zien,20,64,1,thierrybaudet
maken,20,64,1,thierrybaudet
@ddstandaard,20,64,1,thierrybaudet
back,20,64,1,thierrybaudet
better,20,64,1,thierrybaudet
and,19,71,1,thierrybaudet
mooie,18,72,1,thierrybaudet
laten,18,72,1,thierrybaudet
@samuelstwiets,18,72,1,thierrybaudet
https://t.co/lescqqv6tz,18,72,1,thierrybaudet
2,17,76,1,thierrybaudet
verkiezingen,17,76,1,thierrybaudet
a,17,76,1,thierrybaudet
even,17,76,1,thierrybaudet
haga,17,76,1,thierrybaudet
@bos_m,17,76,1,thierrybaudet
@realrossu,17,76,1,thierrybaudet
samen,16,83,1,thierrybaudet
d,16,83,1,thierrybaudet
open,16,83,1,thierrybaudet
4,16,83,1,thierrybaudet
vvd,16,83,1,thierrybaudet
ga,15,88,1,thierrybaudet
willen,15,88,1,thierrybaudet
alleen,15,88,1,thierrybaudet
hele,15,88,1,thierrybaudet
1,15,88,1,thierrybaudet
waar,15,88,1,thierrybaudet
waarom,15,88,1,thierrybaudet
grootste,15,88,1,thierrybaudet
blijft,15,88,1,thierrybaudet
macht,15,88,1,thierrybaudet
media,15,88,1,thierrybaudet
npo,15,88,1,thierrybaudet
vlissingen,15,88,1,thierrybaudet
kamer,14,101,1,thierrybaudet
bijna,14,101,1,thierrybaudet
tijd,14,101,1,thierrybaudet
mooi,14,101,1,thierrybaudet
staat,14,101,1,thierrybaudet
zegt,14,101,1,thierrybaudet
doneer,14,101,1,thierrybaudet
bedankt,14,101,1,thierrybaudet
maatregelen,14,101,1,thierrybaudet
aalsmeer,14,101,1,thierrybaudet
roosendaal,14,101,1,thierrybaudet
maakt,13,112,1,thierrybaudet
10,13,112,1,thierrybaudet
doorgaan,13,112,1,thierrybaudet
zojuist,13,112,1,thierrybaudet
jonge,13,112,1,thierrybaudet
tweet,13,112,1,thierrybaudet
één,13,112,1,thierrybaudet
help,13,112,1,thierrybaudet
@burgercomiteeu,13,112,1,thierrybaudet
@superjantwee,13,112,1,thierrybaudet
https,12,122,1,thierrybaudet
cda,12,122,1,thierrybaudet
jullie,12,122,1,thierrybaudet
amp,12,122,1,thierrybaudet
komt,12,122,1,thierrybaudet
zit,12,122,1,thierrybaudet
apeldoorn,12,122,1,thierrybaudet
interview,12,122,1,thierrybaudet
@ossewed,12,122,1,thierrybaudet
kartel,12,122,1,thierrybaudet
normaal,12,122,1,thierrybaudet
doetinchem,12,122,1,thierrybaudet
opkomst,12,122,1,thierrybaudet
keer,11,135,1,thierrybaudet
debat,11,135,1,thierrybaudet
toe,11,135,1,thierrybaudet
mogen,11,135,1,thierrybaudet
verhaal,11,135,1,thierrybaudet
weet,11,135,1,thierrybaudet
nieuwe,11,135,1,thierrybaudet
meeste,11,135,1,thierrybaudet
weg,11,135,1,thierrybaudet
wybren,11,135,1,thierrybaudet
@omroepon,11,135,1,thierrybaudet
absurde,11,135,1,thierrybaudet
word,11,135,1,thierrybaudet
lid,11,135,1,thierrybaudet
🤡,11,135,1,thierrybaudet
haha,11,135,1,thierrybaudet
@adootjuh,11,135,1,thierrybaudet
#stemnederlandterug,11,135,1,thierrybaudet
laatste,11,135,1,thierrybaudet
mee,10,154,1,thierrybaudet
hard,10,154,1,thierrybaudet
3,10,154,1,thierrybaudet
zorg,10,154,1,thierrybaudet
terwijl,10,154,1,thierrybaudet
v,10,154,1,thierrybaudet
jaren,10,154,1,thierrybaudet
anders,10,154,1,thierrybaudet
grote,10,154,1,thierrybaudet
ondernemers,10,154,1,thierrybaudet
stoppen,10,154,1,thierrybaudet
nieuws,10,154,1,thierrybaudet
5,10,154,1,thierrybaudet
fantastische,10,154,1,thierrybaudet
eerste,10,154,1,thierrybaudet
ophef,10,154,1,thierrybaudet
elfstedentocht,10,154,1,thierrybaudet
on,10,154,1,thierrybaudet
zouden,10,154,1,thierrybaudet
euro,10,154,1,thierrybaudet
weken,10,154,1,thierrybaudet
ravage,10,154,1,thierrybaudet
for,10,154,1,thierrybaudet
this,10,154,1,thierrybaudet
@andreasbakir,10,154,1,thierrybaudet
creëren,10,154,1,thierrybaudet
