feature,frequency,rank,docfreq,group
bestaat,1,303,1,MarijnissenL
@op1npo,1,303,1,MarijnissenL
kom,1,303,1,MarijnissenL
hiervoor,1,303,1,MarijnissenL
avondklok,1,303,1,MarijnissenL
bereid,1,303,1,MarijnissenL
rechtsbijstand,1,303,1,MarijnissenL
hoeveel,1,303,1,MarijnissenL
teveel,1,303,1,MarijnissenL
lijsttrekkers,1,303,1,MarijnissenL
natuurlijk,1,303,1,MarijnissenL
uitzending,1,303,1,MarijnissenL
dinsdag,1,303,1,MarijnissenL
zouden,1,303,1,MarijnissenL
@ploumenlilianne,1,303,1,MarijnissenL
doet,1,303,1,MarijnissenL
armoede,1,303,1,MarijnissenL
eind,1,303,1,MarijnissenL
konden,1,303,1,MarijnissenL
elkaar,1,303,1,MarijnissenL
studio,1,303,1,MarijnissenL
én,1,303,1,MarijnissenL
inclusief,1,303,1,MarijnissenL
harte,1,303,1,MarijnissenL
belang,1,303,1,MarijnissenL
ging,1,303,1,MarijnissenL
mocht,1,303,1,MarijnissenL
vinden,1,303,1,MarijnissenL
oude,1,303,1,MarijnissenL
ongelofelijk,1,303,1,MarijnissenL
angst,1,303,1,MarijnissenL
to,1,303,1,MarijnissenL
kwamen,1,303,1,MarijnissenL
stonden,1,303,1,MarijnissenL
initiatief,1,303,1,MarijnissenL
euro,1,303,1,MarijnissenL
pakt,1,303,1,MarijnissenL
d66,1,303,1,MarijnissenL
democratie,1,303,1,MarijnissenL
rest,1,303,1,MarijnissenL
vrij,1,303,1,MarijnissenL
accepteren,1,303,1,MarijnissenL
vóór,1,303,1,MarijnissenL
vrijdag,1,303,1,MarijnissenL
neemt,1,303,1,MarijnissenL
00,1,303,1,MarijnissenL
fantastisch,1,303,1,MarijnissenL
vormen,1,303,1,MarijnissenL
woningnood,1,303,1,MarijnissenL
hetzelfde,1,303,1,MarijnissenL
geschonden,1,303,1,MarijnissenL
voelt,1,303,1,MarijnissenL
tien,1,303,1,MarijnissenL
verhouding,1,303,1,MarijnissenL
twintig,1,303,1,MarijnissenL
moment,1,303,1,MarijnissenL
systeem,1,303,1,MarijnissenL
ie,1,303,1,MarijnissenL
maatregelen,1,303,1,MarijnissenL
overleden,1,303,1,MarijnissenL
pfizer,1,303,1,MarijnissenL
for,1,303,1,MarijnissenL
referendum,1,303,1,MarijnissenL
an,1,303,1,MarijnissenL
aftreden,1,303,1,MarijnissenL
hoger,1,303,1,MarijnissenL
minder,1,303,1,MarijnissenL
kleine,1,303,1,MarijnissenL
publiek,1,303,1,MarijnissenL
presenteert,1,303,1,MarijnissenL
failliet,1,303,1,MarijnissenL
pakken,1,303,1,MarijnissenL
buiten,1,303,1,MarijnissenL
stel,1,303,1,MarijnissenL
hand,1,303,1,MarijnissenL
beelden,1,303,1,MarijnissenL
verlengd,1,303,1,MarijnissenL
30.000,1,303,1,MarijnissenL
normaal,1,303,1,MarijnissenL
iedere,1,303,1,MarijnissenL
eeuw,1,303,1,MarijnissenL
anderen,1,303,1,MarijnissenL
protesten,1,303,1,MarijnissenL
bang,1,303,1,MarijnissenL
loopt,1,303,1,MarijnissenL
bevolking,1,303,1,MarijnissenL
oplossingen,1,303,1,MarijnissenL
groter,1,303,1,MarijnissenL
zaterdag,1,303,1,MarijnissenL
pak,1,303,1,MarijnissenL
dingen,1,303,1,MarijnissenL
zet,1,303,1,MarijnissenL
nederlander,1,303,1,MarijnissenL
trekt,1,303,1,MarijnissenL
school,1,303,1,MarijnissenL
but,1,303,1,MarijnissenL
long,1,303,1,MarijnissenL
no,1,303,1,MarijnissenL
fundamenteel,1,303,1,MarijnissenL
12,1,303,1,MarijnissenL
internationale,1,303,1,MarijnissenL
stemwijzer,1,303,1,MarijnissenL
bestelling,1,303,1,MarijnissenL
tientallen,1,303,1,MarijnissenL
onderwijs,1,303,1,MarijnissenL
sta,1,303,1,MarijnissenL
wi,1,303,1,MarijnissenL
klap,1,303,1,MarijnissenL
delen,1,303,1,MarijnissenL
not,1,303,1,MarijnissenL
familie,1,303,1,MarijnissenL
links,1,303,1,MarijnissenL
getroffen,1,303,1,MarijnissenL
maand,1,303,1,MarijnissenL
people,1,303,1,MarijnissenL
ipv,1,303,1,MarijnissenL
harde,1,303,1,MarijnissenL
hogere,1,303,1,MarijnissenL
beloning,1,303,1,MarijnissenL
coronaregels,1,303,1,MarijnissenL
boer,1,303,1,MarijnissenL
teken,1,303,1,MarijnissenL
komende,1,303,1,MarijnissenL
dagen,1,303,1,MarijnissenL
vooral,1,303,1,MarijnissenL
jammer,1,303,1,MarijnissenL
beetje,1,303,1,MarijnissenL
rechtse,1,303,1,MarijnissenL
paar,1,303,1,MarijnissenL
jagen,1,303,1,MarijnissenL
harder,1,303,1,MarijnissenL
jacht,1,303,1,MarijnissenL
fout,1,303,1,MarijnissenL
hangt,1,303,1,MarijnissenL
succes,1,303,1,MarijnissenL
doorgegaan,1,303,1,MarijnissenL
honderden,1,303,1,MarijnissenL
waarderen,1,303,1,MarijnissenL
persoonlijk,1,303,1,MarijnissenL
gevonden,1,303,1,MarijnissenL
vroeg,1,303,1,MarijnissenL
diep,1,303,1,MarijnissenL
gegeven,1,303,1,MarijnissenL
sterke,1,303,1,MarijnissenL
inhoud,1,303,1,MarijnissenL
|,1,303,1,MarijnissenL
kosten,1,303,1,MarijnissenL
#op1,1,303,1,MarijnissenL
stellen,1,303,1,MarijnissenL
bouw,1,303,1,MarijnissenL
hopelijk,1,303,1,MarijnissenL
intussen,1,303,1,MarijnissenL
lagere,1,303,1,MarijnissenL
rob,1,303,1,MarijnissenL
triest,1,303,1,MarijnissenL
haal,1,303,1,MarijnissenL
geef,1,303,1,MarijnissenL
juridische,1,303,1,MarijnissenL
álle,1,303,1,MarijnissenL
financieel,1,303,1,MarijnissenL
ha,1,303,1,MarijnissenL
gast,1,303,1,MarijnissenL
investeren,1,303,1,MarijnissenL
ruimte,1,303,1,MarijnissenL
#coronadebat,1,303,1,MarijnissenL
gratis,1,303,1,MarijnissenL
verdrietig,1,303,1,MarijnissenL
herdenken,1,303,1,MarijnissenL
holocaust,1,303,1,MarijnissenL
kwart,1,303,1,MarijnissenL
economie,1,303,1,MarijnissenL
speciale,1,303,1,MarijnissenL
ongelijkheid,1,303,1,MarijnissenL
coalitie,1,303,1,MarijnissenL
jaarlijkse,1,303,1,MarijnissenL
gestemd,1,303,1,MarijnissenL
multinationals,1,303,1,MarijnissenL
kamermeerderheid,1,303,1,MarijnissenL
antisemitisme,1,303,1,MarijnissenL
woningen,1,303,1,MarijnissenL
directeur,1,303,1,MarijnissenL
uitbreiding,1,303,1,MarijnissenL
huizen,1,303,1,MarijnissenL
huur,1,303,1,MarijnissenL
vermogen,1,303,1,MarijnissenL
leggen,1,303,1,MarijnissenL
leerachterstanden,1,303,1,MarijnissenL
investering,1,303,1,MarijnissenL
gevraagd,1,303,1,MarijnissenL
veilige,1,303,1,MarijnissenL
schone,1,303,1,MarijnissenL
📺,1,303,1,MarijnissenL
loon,1,303,1,MarijnissenL
rick,1,303,1,MarijnissenL
nieman,1,303,1,MarijnissenL
hoeft,1,303,1,MarijnissenL
geraakt,1,303,1,MarijnissenL
daders,1,303,1,MarijnissenL
politiemensen,1,303,1,MarijnissenL
genocide,1,303,1,MarijnissenL
gesprekken,1,303,1,MarijnissenL
vreselijke,1,303,1,MarijnissenL
telt,1,303,1,MarijnissenL
rechten,1,303,1,MarijnissenL
onzekere,1,303,1,MarijnissenL
golf,1,303,1,MarijnissenL
cu,1,303,1,MarijnissenL
hoogste,1,303,1,MarijnissenL
gelukt,1,303,1,MarijnissenL
stembus,1,303,1,MarijnissenL
😍,1,303,1,MarijnissenL
slecht,1,303,1,MarijnissenL
#ditism,1,303,1,MarijnissenL
gebeurd,1,303,1,MarijnissenL
vrouwelijke,1,303,1,MarijnissenL
@estherouwehand,1,303,1,MarijnissenL
heftige,1,303,1,MarijnissenL
wekelijkse,1,303,1,MarijnissenL
belooft,1,303,1,MarijnissenL
@lianedenhaan,1,303,1,MarijnissenL
@50pluspartij,1,303,1,MarijnissenL
75,1,303,1,MarijnissenL
officieel,1,303,1,MarijnissenL
drijfveren,1,303,1,MarijnissenL
invoering,1,303,1,MarijnissenL
pensioenen,1,303,1,MarijnissenL
we,48,1,1,MinPres
the,44,2,1,MinPres
and,24,3,1,MinPres
live,23,4,1,MinPres
premier,23,4,1,MinPres
rutte,22,6,1,MinPres
uur,17,7,1,MinPres
coronavirus,17,7,1,MinPres
persconferentie,17,7,1,MinPres
kijk,15,10,1,MinPres
minister,15,10,1,MinPres
mee,14,12,1,MinPres
aanpak,14,12,1,MinPres
via,13,14,1,MinPres
to,13,14,1,MinPres
vanaf,12,16,1,MinPres
on,12,16,1,MinPres
with,12,16,1,MinPres
nederland,11,19,1,MinPres
zaken,11,19,1,MinPres
@hugodejonge,11,19,1,MinPres
coronacrisis,10,22,1,MinPres
onze,10,22,1,MinPres
food,10,22,1,MinPres
#ministerraad,10,22,1,MinPres
jongeren,9,26,1,MinPres
a,9,26,1,MinPres
gaan,8,28,1,MinPres
gesprek,8,28,1,MinPres
alleen,8,28,1,MinPres
kabinet,8,28,1,MinPres
moeten,8,28,1,MinPres
nieuwe,8,28,1,MinPres
zorgen,8,28,1,MinPres
⬇,8,28,1,MinPres
laatste,8,28,1,MinPres
samen,7,37,1,MinPres
politie,7,37,1,MinPres
mensen,7,37,1,MinPres
stand,7,37,1,MinPres
avondklok,7,37,1,MinPres
rond,7,37,1,MinPres
at,7,37,1,MinPres
twitter,7,37,1,MinPres
discussed,7,37,1,MinPres
terugkijken,7,37,1,MinPres
waar,6,47,1,MinPres
vandaag,6,47,1,MinPres
werk,6,47,1,MinPres
krijgen,6,47,1,MinPres
our,6,47,1,MinPres
#coronavirus,6,47,1,MinPres
statement,6,47,1,MinPres
as,6,47,1,MinPres
@ferdgrapperhaus,6,47,1,MinPres
inleidend,6,47,1,MinPres
tweede,5,57,1,MinPres
kamer,5,57,1,MinPres
tijdens,5,57,1,MinPres
aandacht,5,57,1,MinPres
goede,5,57,1,MinPres
informatie,5,57,1,MinPres
grote,5,57,1,MinPres
zojuist,5,57,1,MinPres
respect,5,57,1,MinPres
i,5,57,1,MinPres
mogelijk,5,57,1,MinPres
that,5,57,1,MinPres
for,5,57,1,MinPres
geweld,5,57,1,MinPres
economie,5,57,1,MinPres
access,5,57,1,MinPres
⤵,5,57,1,MinPres
#alleensamen,5,57,1,MinPres
https://t.co/hao2jgnmih,5,57,1,MinPres
alle,4,76,1,MinPres
crisis,4,76,1,MinPres
wens,4,76,1,MinPres
goed,4,76,1,MinPres
daarom,4,76,1,MinPres
gehad,4,76,1,MinPres
vanavond,4,76,1,MinPres
brengen,4,76,1,MinPres
maken,4,76,1,MinPres
houden,4,76,1,MinPres
sprak,4,76,1,MinPres
land,4,76,1,MinPres
afgelopen,4,76,1,MinPres
this,4,76,1,MinPres
landen,4,76,1,MinPres
economische,4,76,1,MinPres
people,4,76,1,MinPres
are,4,76,1,MinPres
toegang,4,76,1,MinPres
innovation,4,76,1,MinPres
states,4,76,1,MinPres
netherlands,4,76,1,MinPres
historic,4,76,1,MinPres
also,4,76,1,MinPres
varianten,4,76,1,MinPres
verklaring,4,76,1,MinPres
economic,4,76,1,MinPres
@wef,4,76,1,MinPres
hub,4,76,1,MinPres
#davosagenda,4,76,1,MinPres
cooperation,4,76,1,MinPres
https://t.co/xmw5tnmloo,4,76,1,MinPres
circulaire,4,76,1,MinPres
region,4,76,1,MinPres
zoals,3,110,1,MinPres
hele,3,110,1,MinPres
@nos,3,110,1,MinPres
jaar,3,110,1,MinPres
blijven,3,110,1,MinPres
heel,3,110,1,MinPres
rol,3,110,1,MinPres
misschien,3,110,1,MinPres
jaren,3,110,1,MinPres
nodig,3,110,1,MinPres
terug,3,110,1,MinPres
vanochtend,3,110,1,MinPres
rellen,3,110,1,MinPres
achter,3,110,1,MinPres
geven,3,110,1,MinPres
vanuit,3,110,1,MinPres
vrijheid,3,110,1,MinPres
nemen,3,110,1,MinPres
bedrijven,3,110,1,MinPres
namens,3,110,1,MinPres
inzet,3,110,1,MinPres
tussen,3,110,1,MinPres
doel,3,110,1,MinPres
plaats,3,110,1,MinPres
eu,3,110,1,MinPres
zoveel,3,110,1,MinPres
by,3,110,1,MinPres
winnen,3,110,1,MinPres
will,3,110,1,MinPres
controle,3,110,1,MinPres
maatregelen,3,110,1,MinPres
be,3,110,1,MinPres
global,3,110,1,MinPres
climate,3,110,1,MinPres
covid-19,3,110,1,MinPres
have,3,110,1,MinPres
peace,3,110,1,MinPres
samenwerking,3,110,1,MinPres
not,3,110,1,MinPres
@rtlnieuws,3,110,1,MinPres
about,3,110,1,MinPres
wetenschap,3,110,1,MinPres
speciale,3,110,1,MinPres
spraken,3,110,1,MinPres
conflict,3,110,1,MinPres
politiemensen,3,110,1,MinPres
wekelijkse,3,110,1,MinPres
recent,3,110,1,MinPres
just,3,110,1,MinPres
ervaringen,3,110,1,MinPres
zware,3,110,1,MinPres
countries,3,110,1,MinPres
omstandigheden,3,110,1,MinPres
#persconferentie,3,110,1,MinPres
ties,3,110,1,MinPres
like,3,110,1,MinPres
@hartvnl,3,110,1,MinPres
kring,3,110,1,MinPres
tackling,3,110,1,MinPres
treaties,3,110,1,MinPres
several,3,110,1,MinPres
arab,3,110,1,MinPres
concerned,3,110,1,MinPres
iranian,3,110,1,MinPres
nuclear,3,110,1,MinPres
programme,3,110,1,MinPres
iran's,3,110,1,MinPres
destabilising,3,110,1,MinPres
role,3,110,1,MinPres
verder,2,179,1,MinPres
hierover,2,179,1,MinPres
problemen,2,179,1,MinPres
corona,2,179,1,MinPres
keer,2,179,1,MinPres
toe,2,179,1,MinPres
vragen,2,179,1,MinPres
overheid,2,179,1,MinPres
iedereen,2,179,1,MinPres
manier,2,179,1,MinPres
rondom,2,179,1,MinPres
belangrijk,2,179,1,MinPres
s,2,179,1,MinPres
nooit,2,179,1,MinPres
staan,2,179,1,MinPres
strijden,2,179,1,MinPres
tijd,2,179,1,MinPres
only,2,179,1,MinPres
herdenking,2,179,1,MinPres
rapport,2,179,1,MinPres
weer,2,179,1,MinPres
staatssecretaris,2,179,1,MinPres
anders,2,179,1,MinPres
helpen,2,179,1,MinPres
amsterdam,2,179,1,MinPres
gesproken,2,179,1,MinPres
staat,2,179,1,MinPres
extra,2,179,1,MinPres
auschwitz,2,179,1,MinPres
week,2,179,1,MinPres
steun,2,179,1,MinPres
snel,2,179,1,MinPres
praten,2,179,1,MinPres
overheden,2,179,1,MinPres
gevolgen,2,179,1,MinPres
zeker,2,179,1,MinPres
leiden,2,179,1,MinPres
waarin,2,179,1,MinPres
volledig,2,179,1,MinPres
vond,2,179,1,MinPres
natuurlijk,2,179,1,MinPres
kennis,2,179,1,MinPres
harte,2,179,1,MinPres
actie,2,179,1,MinPres
virus,2,179,1,MinPres
toekomst,2,179,1,MinPres
2022,2,179,1,MinPres
geldt,2,179,1,MinPres
can,2,179,1,MinPres
@potus,2,179,1,MinPres
from,2,179,1,MinPres
government,2,179,1,MinPres
ontslag,2,179,1,MinPres
klimaat,2,179,1,MinPres
verlengd,2,179,1,MinPres
vele,2,179,1,MinPres
agenda,2,179,1,MinPres
so,2,179,1,MinPres
part,2,179,1,MinPres
enough,2,179,1,MinPres
problems,2,179,1,MinPres
besmettingen,2,179,1,MinPres
enorm,2,179,1,MinPres
bezoek,2,179,1,MinPres
honderden,2,179,1,MinPres
each,2,179,1,MinPres
kleinere,2,179,1,MinPres
banden,2,179,1,MinPres
regio,2,179,1,MinPres
onderwerp,2,179,1,MinPres
#kinderpersconferentie,2,179,1,MinPres
deal,2,179,1,MinPres
green,2,179,1,MinPres
klimaatverandering,2,179,1,MinPres
eindhoven,2,179,1,MinPres
afscheid,2,179,1,MinPres
banen,2,179,1,MinPres
@joebiden,2,179,1,MinPres
online,2,179,1,MinPres
europese,2,179,1,MinPres
hen,2,179,1,MinPres
bedrijfsleven,2,179,1,MinPres
golf,2,179,1,MinPres
heftige,2,179,1,MinPres
ministers,2,179,1,MinPres
algemene,2,179,1,MinPres
waardering,2,179,1,MinPres
@paulblokhuis,2,179,1,MinPres
feliciteer,2,179,1,MinPres
president,2,179,1,MinPres
together,2,179,1,MinPres
work,2,179,1,MinPres
systems,2,179,1,MinPres
close,2,179,1,MinPres
possible,2,179,1,MinPres
steunpakket,2,179,1,MinPres
#nationaleholocaustherdenking,2,179,1,MinPres
ga,1,276,1,MinPres
nederlanders,1,276,1,MinPres
lees,1,276,1,MinPres
graag,1,276,1,MinPres
politieke,1,276,1,MinPres
mooie,1,276,1,MinPres
collega's,1,276,1,MinPres
soms,1,276,1,MinPres
sterkte,1,276,1,MinPres
hoop,1,276,1,MinPres
zie,1,276,1,MinPres
hard,1,276,1,MinPres
jullie,1,276,1,MinPres
3,1,276,1,MinPres
groot,1,276,1,MinPres
@avhuffelen,1,276,1,MinPres
maanden,1,276,1,MinPres
krijgt,1,276,1,MinPres
echt,1,276,1,MinPres
ander,1,276,1,MinPres
waarop,1,276,1,MinPres
mei,1,276,1,MinPres
maart,1,276,1,MinPres
uitspreken,1,276,1,MinPres
verschillende,1,276,1,MinPres
hans,1,276,1,MinPres
nabestaanden,1,276,1,MinPres
situatie,1,276,1,MinPres
t,1,276,1,MinPres
meest,1,276,1,MinPres
amp,1,276,1,MinPres
spreken,1,276,1,MinPres
hulp,1,276,1,MinPres
zullen,1,276,1,MinPres
vanwege,1,276,1,MinPres
genoeg,1,276,1,MinPres
joodse,1,276,1,MinPres
grootste,1,276,1,MinPres
mooi,1,276,1,MinPres
way,1,276,1,MinPres
up,1,276,1,MinPres
miljoenen,1,276,1,MinPres
handen,1,276,1,MinPres
burgemeester,1,276,1,MinPres
roma,1,276,1,MinPres
aangeboden,1,276,1,MinPres
vriend,1,276,1,MinPres
blijft,1,276,1,MinPres
dag,1,276,1,MinPres
19.00,1,276,1,MinPres
impact,1,276,1,MinPres
dichterbij,1,276,1,MinPres
strijd,1,276,1,MinPres
februari,1,276,1,MinPres
rotterdam,1,276,1,MinPres
opruimen,1,276,1,MinPres
zitten,1,276,1,MinPres
direct,1,276,1,MinPres
net,1,276,1,MinPres
miljoen,1,276,1,MinPres
journalisten,1,276,1,MinPres
laat,1,276,1,MinPres
aangepakt,1,276,1,MinPres
basis,1,276,1,MinPres
kwetsbare,1,276,1,MinPres
twee,1,276,1,MinPres
stoppen,1,276,1,MinPres
nederlandse,1,276,1,MinPres
stad,1,276,1,MinPres
z'n,1,276,1,MinPres
moeilijke,1,276,1,MinPres
mens,1,276,1,MinPres
oproep,1,276,1,MinPres
starten,1,276,1,MinPres
rug,1,276,1,MinPres
behandelen,1,276,1,MinPres
kinderen,1,276,1,MinPres
oplossen,1,276,1,MinPres
trekken,1,276,1,MinPres
herinnering,1,276,1,MinPres
levend,1,276,1,MinPres
verhalen,1,276,1,MinPres
reactie,1,276,1,MinPres
kader,1,276,1,MinPres
levens,1,276,1,MinPres
14.00,1,276,1,MinPres
afstand,1,276,1,MinPres
snappen,1,276,1,MinPres
geleden,1,276,1,MinPres
@wbhoekstra,1,276,1,MinPres
verdienen,1,276,1,MinPres
vraagt,1,276,1,MinPres
geeft,1,276,1,MinPres
gezondheid,1,276,1,MinPres
vol,1,276,1,MinPres
programma,1,276,1,MinPres
m,1,276,1,MinPres
ervoor,1,276,1,MinPres
continue,1,276,1,MinPres
lockdown,1,276,1,MinPres
straten,1,276,1,MinPres
gezamenlijk,1,276,1,MinPres
ernstige,1,276,1,MinPres
aanpassen,1,276,1,MinPres
steeds,1,276,1,MinPres
houdt,1,276,1,MinPres
voorkomen,1,276,1,MinPres
uiteraard,1,276,1,MinPres
wereld,1,276,1,MinPres
bijzonder,1,276,1,MinPres
hiervoor,1,276,1,MinPres
verlenging,1,276,1,MinPres
sociale,1,276,1,MinPres
lang,1,276,1,MinPres
it,1,276,1,MinPres
zetten,1,276,1,MinPres
weekend,1,276,1,MinPres
neer,1,276,1,MinPres
maatregel,1,276,1,MinPres
georganiseerd,1,276,1,MinPres
veilig,1,276,1,MinPres
kans,1,276,1,MinPres
armoede,1,276,1,MinPres
konden,1,276,1,MinPres
elkaar,1,276,1,MinPres
zodat,1,276,1,MinPres
heftig,1,276,1,MinPres
zwaar,1,276,1,MinPres
verantwoordelijkheid,1,276,1,MinPres
belang,1,276,1,MinPres
ontwikkeling,1,276,1,MinPres
deed,1,276,1,MinPres
kreeg,1,276,1,MinPres
ondernemen,1,276,1,MinPres
vinden,1,276,1,MinPres
leuke,1,276,1,MinPres
voelen,1,276,1,MinPres
angst,1,276,1,MinPres
denken,1,276,1,MinPres
juist,1,276,1,MinPres
business,1,276,1,MinPres
economisch,1,276,1,MinPres
ruim,1,276,1,MinPres
voorzitter,1,276,1,MinPres
bereiken,1,276,1,MinPres
weken,1,276,1,MinPres
januari,1,276,1,MinPres
herstel,1,276,1,MinPres
neemt,1,276,1,MinPres
social,1,276,1,MinPres
essentieel,1,276,1,MinPres
fantastisch,1,276,1,MinPres
help,1,276,1,MinPres
coronamaatregelen,1,276,1,MinPres
reguliere,1,276,1,MinPres
recente,1,276,1,MinPres
optreden,1,276,1,MinPres
geweldig,1,276,1,MinPres
systeem,1,276,1,MinPres
thuis,1,276,1,MinPres
duidelijk,1,276,1,MinPres
stappen,1,276,1,MinPres
political,1,276,1,MinPres
23,1,276,1,MinPres
overleden,1,276,1,MinPres
has,1,276,1,MinPres
him,1,276,1,MinPres
an,1,276,1,MinPres
aftreden,1,276,1,MinPres
minder,1,276,1,MinPres
kleine,1,276,1,MinPres
great,1,276,1,MinPres
my,1,276,1,MinPres
pakken,1,276,1,MinPres
huidige,1,276,1,MinPres
legt,1,276,1,MinPres
energie,1,276,1,MinPres
9,1,276,1,MinPres
kansen,1,276,1,MinPres
klimaatcrisis,1,276,1,MinPres
bouwen,1,276,1,MinPres
normaal,1,276,1,MinPres
21.00,1,276,1,MinPres
vaccineren,1,276,1,MinPres
lezen,1,276,1,MinPres
generatie,1,276,1,MinPres
99,1,276,1,MinPres
ziek,1,276,1,MinPres
100.000,1,276,1,MinPres
oplossingen,1,276,1,MinPres
duidelijker,1,276,1,MinPres
dingen,1,276,1,MinPres
elk,1,276,1,MinPres
other,1,276,1,MinPres
deel,1,276,1,MinPres
pandemic,1,276,1,MinPres
school,1,276,1,MinPres
been,1,276,1,MinPres
long,1,276,1,MinPres
many,1,276,1,MinPres
internationale,1,276,1,MinPres
slaan,1,276,1,MinPres
ineen,1,276,1,MinPres
britse,1,276,1,MinPres
variant,1,276,1,MinPres
hopen,1,276,1,MinPres
ondanks,1,276,1,MinPres
onderwijs,1,276,1,MinPres
all,1,276,1,MinPres
verenigde,1,276,1,MinPres
staten,1,276,1,MinPres
kregen,1,276,1,MinPres
most,1,276,1,MinPres
would,1,276,1,MinPres
app,1,276,1,MinPres
getroffen,1,276,1,MinPres
maand,1,276,1,MinPres
must,1,276,1,MinPres
eerst,1,276,1,MinPres
koers,1,276,1,MinPres
gezet,1,276,1,MinPres
need,1,276,1,MinPres
vaccins,1,276,1,MinPres
boer,1,276,1,MinPres
dagen,1,276,1,MinPres
verspreiding,1,276,1,MinPres
extreme,1,276,1,MinPres
nationale,1,276,1,MinPres
moesten,1,276,1,MinPres
mede,1,276,1,MinPres
succes,1,276,1,MinPres
steunen,1,276,1,MinPres
ochtends,1,276,1,MinPres
kop,1,276,1,MinPres
conclusie,1,276,1,MinPres
his,1,276,1,MinPres
which,1,276,1,MinPres
raad,1,276,1,MinPres
min,1,276,1,MinPres
proberen,1,276,1,MinPres
supermarkt,1,276,1,MinPres
eronder,1,276,1,MinPres
15.00,1,276,1,MinPres
11.00,1,276,1,MinPres
spread,1,276,1,MinPres
missen,1,276,1,MinPres
slag,1,276,1,MinPres
pal,1,276,1,MinPres
volledige,1,276,1,MinPres
soon,1,276,1,MinPres
ruimte,1,276,1,MinPres
opening,1,276,1,MinPres
ernaar,1,276,1,MinPres
daarin,1,276,1,MinPres
voorop,1,276,1,MinPres
herdenken,1,276,1,MinPres
holocaust,1,276,1,MinPres
medewerkers,1,276,1,MinPres
zorgmedewerkers,1,276,1,MinPres
vaccinatiestrategie,1,276,1,MinPres
jaarlijkse,1,276,1,MinPres
sector,1,276,1,MinPres
duurzame,1,276,1,MinPres
dries,1,276,1,MinPres
agt,1,276,1,MinPres
verjaardag,1,276,1,MinPres
antisemitisme,1,276,1,MinPres
woning,1,276,1,MinPres
geleid,1,276,1,MinPres
aanpakken,1,276,1,MinPres
tests,1,276,1,MinPres
uitbreiding,1,276,1,MinPres
relatie,1,276,1,MinPres
gedeelde,1,276,1,MinPres
stevig,1,276,1,MinPres
geraakt,1,276,1,MinPres
onzekere,1,276,1,MinPres
wereldwijd,1,276,1,MinPres
bezorgd,1,276,1,MinPres
daarnaast,1,276,1,MinPres
vlak,1,276,1,MinPres
initiatieven,1,276,1,MinPres
vermoord,1,276,1,MinPres
forward,1,276,1,MinPres
excellent,1,276,1,MinPres
look,1,276,1,MinPres
dankbaar,1,276,1,MinPres
international,1,276,1,MinPres
their,1,276,1,MinPres
humanitarian,1,276,1,MinPres
dutch,1,276,1,MinPres
ambassadeurs,1,276,1,MinPres
voldoende,1,276,1,MinPres
bloemetje,1,276,1,MinPres
indruk,1,276,1,MinPres
aboutaleb,1,276,1,MinPres
16.00,1,276,1,MinPres
gelijke,1,276,1,MinPres
torentje,1,276,1,MinPres
burgemeesters,1,276,1,MinPres
felicitaties,1,276,1,MinPres
👇,15,1,1,PloumenLilianne
we,12,2,1,PloumenLilianne
👉,11,3,1,PloumenLilianne
rt,10,4,1,PloumenLilianne
mee,9,5,1,PloumenLilianne
#eerlijketoekomst,7,6,1,PloumenLilianne
onze,6,7,1,PloumenLilianne
samen,5,8,1,PloumenLilianne
ouders,5,8,1,PloumenLilianne
uur,5,8,1,PloumenLilianne
werk,5,8,1,PloumenLilianne
minimumloon,5,8,1,PloumenLilianne
kabinet,4,13,1,PloumenLilianne
moeten,4,13,1,PloumenLilianne
mensen,4,13,1,PloumenLilianne
vandaag,4,13,1,PloumenLilianne
tijd,4,13,1,PloumenLilianne
maken,4,13,1,PloumenLilianne
net,4,13,1,PloumenLilianne
werken,4,13,1,PloumenLilianne
➡,4,13,1,PloumenLilianne
plan,4,13,1,PloumenLilianne
leraren,4,13,1,PloumenLilianne
gaan,3,24,1,PloumenLilianne
kijk,3,24,1,PloumenLilianne
gesprek,3,24,1,PloumenLilianne
pvda,3,24,1,PloumenLilianne
daarom,3,24,1,PloumenLilianne
belangrijk,3,24,1,PloumenLilianne
gewoon,3,24,1,PloumenLilianne
jaar,3,24,1,PloumenLilianne
mag,3,24,1,PloumenLilianne
compensatie,3,24,1,PloumenLilianne
anders,3,24,1,PloumenLilianne
nodig,3,24,1,PloumenLilianne
agenten,3,24,1,PloumenLilianne
af,3,24,1,PloumenLilianne
doe,3,24,1,PloumenLilianne
kinderen,3,24,1,PloumenLilianne
week,3,24,1,PloumenLilianne
steun,3,24,1,PloumenLilianne
eerste,3,24,1,PloumenLilianne
kans,3,24,1,PloumenLilianne
harde,3,24,1,PloumenLilianne
vrouwen,3,24,1,PloumenLilianne
daarover,3,24,1,PloumenLilianne
#eerlijkloon,3,24,1,PloumenLilianne
alle,2,48,1,PloumenLilianne
bestrijden,2,48,1,PloumenLilianne
kamer,2,48,1,PloumenLilianne
jij,2,48,1,PloumenLilianne
wel,2,48,1,PloumenLilianne
tijdens,2,48,1,PloumenLilianne
groot,2,48,1,PloumenLilianne
artikel,2,48,1,PloumenLilianne
goed,2,48,1,PloumenLilianne
motie,2,48,1,PloumenLilianne
nederland,2,48,1,PloumenLilianne
amp,2,48,1,PloumenLilianne
