naam,show,date,correct,corona,gender,migratie,vakgebied,wetenschap,partij,polfunctie,Datum,GEM
barbara baarsma,Op1,2020-10-13,NA,1,v,0,Wetenschapper,Economie & Bedrijfskunde,NA,NA,10/13/2020,1094000
barbara baarsma,DWDD,2020-03-16,NA,1,v,0,Wetenschapper,Economie & Bedrijfskunde,NA,NA,03/16/2020,3894000
barbara baarsma,M,2020-11-04,NA,1,v,0,Wetenschapper,Economie & Bedrijfskunde,NA,NA,11/04/2020,1198000
barbara baarsma,M,2020-06-08,NA,1,v,0,Wetenschapper,Economie & Bedrijfskunde,NA,NA,06/08/2020,835000
barbara baarsma,M,2020-05-15,NA,1,v,0,Wetenschapper,Economie & Bedrijfskunde,NA,NA,05/15/2020,943000
barbara baarsma,Beau,2020-12-07,NA,1,v,0,Wetenschapper,Economie & Bedrijfskunde,NA,NA,12/07/2020,1081000
barbara baarsma,Jinek,2020-09-10,NA,1,v,0,Wetenschapper,Economie & Bedrijfskunde,NA,NA,09/10/2020,607000
barbara baarsma,Jinek,2021-02-01,NA,1,v,0,Wetenschapper,Economie & Bedrijfskunde,NA,NA,02/01/2021,1080000
barbara baarsma,Humberto,2021-02-21,NA,1,v,0,Wetenschapper,Economie & Bedrijfskunde,NA,NA,02/21/2021,662000
barbara baarsma,Jinek,2020-03-13,NA,1,v,0,Wetenschapper,Economie & Bedrijfskunde,NA,NA,03/13/2020,1075000
barbara baarsma,Jinek,2020-03-19,NA,1,v,0,Wetenschapper,Economie & Bedrijfskunde,NA,NA,03/19/2020,793000
barbara baarsma,Jinek,2020-04-06,NA,1,v,0,Wetenschapper,Economie & Bedrijfskunde,NA,NA,04/06/2020,888000
barbara barend,Op1,2020-08-17,NA,0,v,0,Journalist,NA,NA,NA,08/17/2020,944000
barbara barend,Op1,2020-08-04,NA,0,v,0,Journalist,NA,NA,NA,08/04/2020,1020000
barbara barend,M,2020-06-26,NA,0,v,0,Journalist,NA,NA,NA,06/26/2020,635000
barbara rijlaarsdam,Op1,2020-05-07,NA,1,v,0,Journalist,NA,NA,NA,05/07/2020,1112000
barbara rijlaarsdam,Op1,2020-04-09,NA,1,v,0,Journalist,NA,NA,NA,04/09/2020,1317000
barbara rijlaarsdam,Op1,2020-03-26,NA,1,v,0,Journalist,NA,NA,NA,03/26/2020,1161000
barbara takacs,Op1,2020-04-02,NA,1,v,0,Medisch personeel,NA,NA,NA,04/02/2020,1076000
barrie stevens,Op1,2020-05-01,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,05/01/2020,1062000
barry atsma,Op1,2020-09-22,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,09/22/2020,940000
barry hay,DWDD,2020-03-24,NA,0,m,0,Muzikant,NA,NA,NA,03/24/2020,1973000
bart berden,Jinek,2020-03-16,NA,0,m,0,Medisch personeel,NA,NA,NA,03/16/2020,1006000
bart berden,Jinek,2020-03-24,NA,0,m,0,Medisch personeel,NA,NA,NA,03/24/2020,775000
bart chabot,M,2020-06-22,NA,0,m,0,Schrijver/Kunstenaar,NA,NA,NA,06/22/2020,710000
bart chabot,Vooravond,2021-03-05,NA,0,m,0,Schrijver/Kunstenaar,NA,NA,NA,03/05/2021,787000
bart chabot,Vooravond,2021-02-15,NA,0,m,0,Schrijver/Kunstenaar,NA,NA,NA,02/15/2021,1252000
bart chabot,Vooravond,2021-03-15,NA,0,m,0,Schrijver/Kunstenaar,NA,NA,NA,03/15/2021,1174000
bart kemp,Op1,2020-05-26,NA,0,m,0,Burger,NA,NA,NA,05/26/2020,1034000
bart moeyaert,Vooravond,2020-10-06,NA,0,m,0,Schrijver/Kunstenaar,NA,NA,NA,10/06/2020,976000
bart rijnders,Op1,2020-04-14,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,04/14/2020,1288000
bart siemerink,Op1,2020-04-10,NA,0,m,0,Bedrijfsleven,NA,NA,NA,04/10/2020,1355000
bart swier,Vooravond,2020-09-17,NA,0,m,0,Jurist,NA,NA,NA,09/17/2020,837000
bart vriends,Op1,2020-07-09,NA,0,m,0,Sporter,NA,NA,NA,07/09/2020,926000
bart vriends,Vooravond,2020-10-01,NA,0,m,0,Sporter,NA,NA,NA,10/01/2020,789000
bart vriends,Op1,2021-02-17,NA,0,m,0,Sporter,NA,NA,NA,02/17/2021,902000
bas bloem,Op1,2020-03-11,NA,0,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,03/11/2020,820000
bas heijne,Op1,2020-11-01,NA,0,m,0,Schrijver/Kunstenaar,NA,NA,NA,11/01/2020,1105000
bas heijne,M,2021-02-12,NA,0,m,0,Schrijver/Kunstenaar,NA,NA,NA,02/12/2021,885000
bas heijne,M,2021-02-05,NA,0,m,0,Schrijver/Kunstenaar,NA,NA,NA,02/05/2021,929000
bas heijne,M,2021-01-26,NA,0,m,0,Schrijver/Kunstenaar,NA,NA,NA,01/26/2021,1355000
bas heijne,M,2020-11-26,NA,0,m,0,Schrijver/Kunstenaar,NA,NA,NA,11/26/2020,782000
bas heijne,M,2020-11-20,NA,0,m,0,Schrijver/Kunstenaar,NA,NA,NA,11/20/2020,1002000
bas heijne,M,2020-11-09,NA,0,m,0,Schrijver/Kunstenaar,NA,NA,NA,11/09/2020,999000
bas heijne,M,2020-10-29,NA,0,m,0,Schrijver/Kunstenaar,NA,NA,NA,10/29/2020,845000
bas heijne,M,2020-03-30,NA,0,m,0,Schrijver/Kunstenaar,NA,NA,NA,03/30/2020,1242000
bas heijne,Vooravond,2020-10-14,NA,0,m,0,Schrijver/Kunstenaar,NA,NA,NA,10/14/2020,1040000
bas hoebink,Op1,2020-12-03,NA,0,m,0,Bedrijfsleven,NA,NA,NA,12/03/2020,889000
bas louissen,Vooravond,2020-10-12,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,10/12/2020,1165000
bas nijhuis,Op1,2020-04-14,NA,0,m,0,Sporter,NA,NA,NA,04/14/2020,1288000
bas nijhuis,Beau,2020-05-26,NA,0,m,0,Sporter,NA,NA,NA,05/26/2020,795000
bas smit,Op1,2020-09-29,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,09/29/2020,1055000
bas steman,Vooravond,2020-09-08,NA,0,m,0,Schrijver/Kunstenaar,NA,NA,NA,09/08/2020,903000
bas timmer,Jinek,2020-10-22,NA,0,m,0,Bedrijfsleven,NA,NA,NA,10/22/2020,817000
bas van den putte,Op1,2020-11-30,NA,0,m,0,Wetenschapper,Communicatiewetenschappen,NA,NA,11/30/2020,951000
basir meijer zu slochtern,Op1,2020-05-30,basir meijer zu slochtern,0,m,0,Burger,NA,NA,NA,05/30/2020,1236000
baukje coenen,Op1,2020-11-18,NA,0,v,0,Niet-wetenschappelijk expert,NA,NA,NA,11/18/2020,787000
beatrice de graaf,Op1,2020-11-03,NA,0,v,0,Wetenschapper,Geschiedenis,NA,NA,11/03/2020,881000
beatrice de graaf,Op1,2020-10-16,NA,0,v,0,Wetenschapper,Geschiedenis,NA,NA,10/16/2020,1029000
beatrice de graaf,Op1,2020-08-24,NA,0,v,0,Wetenschapper,Geschiedenis,NA,NA,08/24/2020,1004000
beatrice de graaf,DWDD,2020-03-20,NA,0,v,0,Wetenschapper,Geschiedenis,NA,NA,03/20/2020,3438000
beatrice de graaf,M,2021-01-07,NA,0,v,0,Wetenschapper,Geschiedenis,NA,NA,01/07/2021,1244000
beatrice de graaf,M,2020-04-13,NA,0,v,0,Wetenschapper,Geschiedenis,NA,NA,04/13/2020,1012000
beatrice de graaf,Jinek,2021-01-25,NA,0,v,0,Wetenschapper,Geschiedenis,NA,NA,01/25/2021,1316000
beau van erven dorens,DWDD,2020-03-19,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,03/19/2020,2212000
beau van erven dorens,Beau,2020-06-05,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,06/05/2020,1433000
beau van erven dorens,Beau,2020-06-10,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,06/10/2020,574000
beau van erven dorens,Beau,2020-06-12,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,06/12/2020,666000
beau van erven dorens,Beau,2020-06-17,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,06/17/2020,637000
beau van erven dorens,Beau,2020-11-10,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,11/10/2020,814000
beau van erven dorens,Jinek,2021-03-01,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,03/01/2021,798000
beau van erven dorens,Jinek,2020-03-31,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,03/31/2020,814000
beert boomsma,M,2020-11-12,NA,0,m,0,Sporter,NA,NA,NA,11/12/2020,902000
ben feringa,Vooravond,2020-10-01,NA,0,m,0,Wetenschapper,Natuurwetenschappen,NA,NA,10/01/2020,789000
ben saddik,Beau,2020-11-24,NA,0,m,1,Sporter,NA,NA,NA,11/24/2020,913000
ben sombogaart,M,2020-12-01,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,12/01/2020,872000
benedicte ficq,M,2020-05-11,NA,0,v,0,Jurist,NA,NA,NA,05/11/2020,1013000
benjamin herman,M,2020-07-02,NA,0,m,0,Muzikant,NA,NA,NA,07/02/2020,759000
benjamin herman,M,2020-05-07,NA,0,m,0,Muzikant,NA,NA,NA,05/07/2020,791000
benjamin herman,M,2020-05-06,NA,0,m,0,Muzikant,NA,NA,NA,05/06/2020,2471000
benno baksteen,Op1,2020-05-30,NA,0,m,0,Niet-wetenschappelijk expert,NA,NA,NA,05/30/2020,1236000
benno baksteen,Op1,2020-03-15,NA,0,m,0,Niet-wetenschappelijk expert,NA,NA,NA,03/15/2020,1296000
benno baksteen,Op1,2020-03-12,NA,0,m,0,Niet-wetenschappelijk expert,NA,NA,NA,03/12/2020,998000
benno baksteen,Op1,2020-09-14,NA,0,m,0,Niet-wetenschappelijk expert,NA,NA,NA,09/14/2020,691000
benny adegbuyi,Jinek,2020-10-06,NA,0,m,1,Sporter,NA,NA,NA,10/06/2020,764000
benny sings,M,2020-05-19,NA,0,m,0,Muzikant,NA,NA,NA,05/19/2020,1985000
bente becker,Op1,2020-03-05,NA,0,v,0,Politiek,NA,VVD,Tweede Kamerlid,03/05/2020,769000
bente becker,Op1,2020-12-01,NA,0,v,0,Politiek,NA,VVD,Tweede Kamerlid,12/01/2020,702000
beorn nijenhuis,Op1,2020-08-14,NA,0,v,0,Sporter,NA,NA,NA,08/14/2020,808000
bernard leenstra,Beau,2020-11-19,NA,0,m,0,Medisch personeel,NA,NA,NA,11/19/2020,925000
bernard leenstra,Beau,2020-11-30,NA,0,m,0,Medisch personeel,NA,NA,NA,11/30/2020,833000
bernard leenstra,Beau,2020-12-17,NA,0,m,0,Medisch personeel,NA,NA,NA,12/17/2020,776000
bernhard jens,Op1,2020-09-02,NA,0,m,0,Politie,NA,NA,NA,09/02/2020,891000
bert blocken,Op1,2020-06-08,NA,0,m,0,Wetenschapper,Natuurwetenschappen,NA,NA,06/08/2020,1113000
bert blocken,Op1,2020-05-26,NA,0,m,0,Wetenschapper,Natuurwetenschappen,NA,NA,05/26/2020,1034000
bert koenders,Op1,2020-09-29,NA,0,m,0,Politiek,NA,PvdA,Ex-politicus,09/29/2020,1055000
bert koenders,M,2020-12-07,NA,0,m,0,Politiek,NA,PvdA,Ex-politicus,12/07/2020,944000
bert koenders,M,2020-11-17,NA,0,m,0,Politiek,NA,PvdA,Ex-politicus,11/17/2020,1935000
bert koenders,Jinek,2021-01-20,NA,0,m,0,Politiek,NA,PvdA,Ex-politicus,01/20/2021,911000
bert slagter,Op1,2020-05-21,NA,1,m,0,Niet-wetenschappelijk expert,NA,NA,NA,05/21/2020,1038000
bert slagter,Op1,2020-05-06,NA,1,m,0,Niet-wetenschappelijk expert,NA,NA,NA,05/06/2020,1170000
bert slagter,Op1,2020-05-01,NA,1,m,0,Niet-wetenschappelijk expert,NA,NA,NA,05/01/2020,1062000
bert slagter,Op1,2020-09-25,NA,1,m,0,Niet-wetenschappelijk expert,NA,NA,NA,09/25/2020,803000
bert slagter,Op1,2020-09-09,NA,1,m,0,Niet-wetenschappelijk expert,NA,NA,NA,09/09/2020,893000
bert slagter,Op1,2020-07-04,NA,1,m,0,Niet-wetenschappelijk expert,NA,NA,NA,07/04/2020,992000
bert van leeuwen,Op1,2020-12-08,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,12/08/2020,781000
bert van leeuwen,Op1,2020-07-04,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,07/04/2020,992000
bert van leeuwen,Jinek,2020-09-11,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,09/11/2020,716000
bert visscher,Op1,2020-03-02,NA,0,m,0,Cabaretier,NA,NA,NA,03/02/2020,902000
bert wijbenga,Op1,2020-04-13,NA,0,m,0,Politiek,NA,VVD,Lokaal,04/13/2020,1419000
bertie steur,Beau,2020-07-07,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,07/07/2020,714000
bertine van der zee,Op1,2020-11-20,NA,0,v,0,Burger,NA,NA,NA,11/20/2020,1026000
betty glas,M,2021-01-25,NA,0,v,0,Journalist,NA,NA,NA,01/25/2021,1260000
bianca de jong muhren,M,2020-11-19,NA,0,v,0,Sporter,NA,NA,NA,11/19/2020,1045000
bianca krijgsman,Op1,2020-11-27,NA,0,v,0,Cabaretier,NA,NA,NA,11/27/2020,974000
bibi breijman,Beau,2020-12-22,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,12/22/2020,993000
bibian mentel,Jinek,2020-10-15,NA,0,v,0,Sporter,NA,NA,NA,10/15/2020,867000
bibian mentel,Humberto,2021-02-28,NA,0,v,0,Sporter,NA,NA,NA,02/28/2021,751000
bilal wahib,M,2021-01-28,NA,0,m,1,Mediapersoonlijkheid,NA,NA,NA,01/28/2021,1023000
bilal wahib,Jinek,2020-09-03,NA,0,m,1,Mediapersoonlijkheid,NA,NA,NA,09/03/2020,594000
bizzey,M,2020-06-05,NA,0,m,1,Muzikant,NA,NA,NA,06/05/2020,981000
bjorn kuipers,Op1,2020-04-14,NA,0,m,0,Sporter,NA,NA,NA,04/14/2020,1288000
blof,Beau,2020-06-11,NA,0,m,0,Muzikant,NA,NA,NA,06/11/2020,587000
bob eilers,Op1,2020-04-12,NA,0,m,0,Medisch personeel,NA,NA,NA,04/12/2020,1433000
bob sikkes,Beau,2020-12-03,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,12/03/2020,877000
bob sikkes,Jinek,2020-11-02,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,11/02/2020,1037000
bob van der houven,Op1,2021-01-12,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,01/12/2021,1020000
boris blom,Beau,2020-05-14,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,05/14/2020,792000
boris dittrich,M,2021-02-09,NA,0,m,0,Politiek,NA,D66,Eerste Kamerlid,02/09/2021,1035000
boris van der vorst,Op1,2020-03-20,NA,0,m,0,Sporter,NA,NA,NA,03/20/2020,1374000
boudewijn van stuijvenberg,DWDD,2020-03-12,NA,1,m,0,Onderwijs,NA,NA,NA,03/12/2020,1769000
boudewijn van stuijvenberg,Jinek,2020-04-21,NA,1,m,0,Onderwijs,NA,NA,NA,04/21/2020,889000
bouke van de vrugt,Op1,2020-11-16,NA,0,m,0,Muzikant,NA,NA,NA,11/16/2020,994000
bracha van doesburg,Beau,2020-12-07,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,12/07/2020,1081000
brahim azamouri,Op1,2020-11-24,NA,0,m,1,Mediapersoonlijkheid,NA,NA,NA,11/24/2020,910000
brahim lakhal,Op1,2020-06-05,NA,0,m,1,Mediapersoonlijkheid,NA,NA,NA,06/05/2020,863000
brahim lakhal,Op1,2020-03-25,NA,0,m,1,Mediapersoonlijkheid,NA,NA,NA,03/25/2020,1391000
brahman menor,Jinek,2020-09-09,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,09/09/2020,710000
bram van ojik,Op1,2020-03-05,NA,0,m,0,Politiek,NA,GroenLinks,Tweede Kamerlid,03/05/2020,769000
bram vermeulen,Op1,2020-12-22,NA,0,m,0,Journalist,NA,NA,NA,12/22/2020,861000
bram vermeulen,DWDD,2020-03-03,NA,0,m,0,Journalist,NA,NA,NA,03/03/2020,1437000
branko,DWDD,2020-03-05,NA,0,m,0,Burger,NA,NA,NA,03/05/2020,1374000
brenda verhees lensen,Op1,2020-09-15,NA,0,v,0,Burger,NA,NA,NA,09/15/2020,739000
brenno de winter,Op1,2020-04-20,NA,0,m,0,Journalist,NA,NA,NA,04/20/2020,1241000
brian de hond,Op1,2020-06-17,NA,0,m,0,Burger,NA,NA,NA,06/17/2020,852000
brian tevreden,Op1,2020-02-28,NA,0,m,1,Sporter,NA,NA,NA,02/28/2020,630000
brigitte kaandorp,Op1,2021-01-15,NA,0,v,0,Cabaretier,NA,NA,NA,01/15/2021,1208000
brigitte kaandorp,Beau,2020-11-25,NA,0,v,0,Cabaretier,NA,NA,NA,11/25/2020,914000
britt dekker,Op1,2020-04-05,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,04/05/2020,1572000
britt dekker,Op1,2020-11-03,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,11/03/2020,881000
britt dekker,DWDD,2020-03-24,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,03/24/2020,1973000
britt dekker,DWDD,2020-03-23,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,03/23/2020,4573000
britt dekker,Vooravond,2020-09-04,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,09/04/2020,821000
britt dekker,Op1,2021-03-05,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,03/05/2021,833000
britt dekker,Jinek,2020-09-25,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,09/25/2020,1258000
britt dekker,Jinek,2020-10-09,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,10/09/2020,1317000
britt dekker,Jinek,2020-03-13,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,03/13/2020,1075000
liesbeth beukeboom,Op1,2020-07-03,liesbeth beukeboom,0,v,0,Politie,NA,NA,NA,07/03/2020,820000
bruno bruins,Op1,2020-03-02,NA,0,m,0,Politiek,NA,VVD,Minister,03/02/2020,902000
bruno bruins,Jinek,2020-02-28,NA,0,m,0,Politiek,NA,VVD,Minister,02/28/2020,1100000
bryan parmo,Op1,2020-08-26,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,08/26/2020,926000
buddy vedder,Beau,2020-11-13,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,11/13/2020,1933000
buddy vedder,Jinek,2020-10-16,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,10/16/2020,1536000
buddy vedder,Jinek,2021-03-04,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,03/04/2021,889000
buffi duberman,Jinek,2020-11-03,NA,0,v,0,Muzikant,NA,NA,NA,11/03/2020,887000
femke halsema,Beau,2020-06-04,femke halsema,0,v,0,Politiek,NA,GroenLinks,Lokaal,06/04/2020,668000
camilla dreef,M,2020-06-23,NA,0,v,0,Niet-wetenschappelijk expert,NA,NA,NA,06/23/2020,603000
camilla dreef,M,2020-04-08,NA,0,v,0,Niet-wetenschappelijk expert,NA,NA,NA,04/08/2020,1042000
candy dulfer,M,2020-12-10,NA,0,v,0,Muzikant,NA,NA,NA,12/10/2020,790000
candy dulfer,M,2020-04-06,NA,0,v,0,Muzikant,NA,NA,NA,04/06/2020,1041000
candy dulfer,Jinek,2020-09-23,NA,0,v,0,Muzikant,NA,NA,NA,09/23/2020,808000
carel kraayenhof,Op1,2020-07-06,NA,0,m,0,Muzikant,NA,NA,NA,07/06/2020,925000
carin littooij,Op1,2020-03-22,NA,0,v,0,Medisch personeel,NA,NA,NA,03/22/2020,1914000
carine lacor,Vooravond,2020-10-19,NA,0,v,0,Journalist,NA,NA,NA,10/19/2020,1059000
carlijn kingma,Vooravond,2020-09-22,NA,0,v,0,Niet-wetenschappelijk expert,NA,NA,NA,09/22/2020,787000
carlo boszhard,DWDD,2020-03-04,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,03/04/2020,1359000
carlo boszhard,Beau,2020-07-09,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,07/09/2020,643000
carlo boszhard,Jinek,2020-09-24,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,09/24/2020,877000
carlo boszhard,Jinek,2020-10-28,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,10/28/2020,753000
carlo boszhard,Jinek,2021-01-06,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,01/06/2021,892000
carlo boszhard,Jinek,2021-02-23,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,02/23/2021,1055000
carlo boszhard,Jinek,2020-03-06,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,03/06/2020,817000
carlos de bourbon de parme,Op1,2020-07-14,NA,1,m,0,Burger,NA,NA,NA,07/14/2020,1063000
carol verdonk,Op1,2021-01-06,NA,1,v,0,Medisch personeel,NA,NA,NA,01/06/2021,1639000
carola schouten,Op1,2020-05-25,NA,0,v,0,Politiek,NA,NA,NA,05/25/2020,1135000
carola schouten,Op1,2020-04-24,NA,0,v,0,Politiek,NA,NA,NA,04/24/2020,1123000
carola schouten,Op1,2020-04-15,NA,0,v,0,Politiek,NA,NA,NA,04/15/2020,1144000
carola schouten,Op1,2020-03-21,NA,0,v,0,Politiek,NA,NA,NA,03/21/2020,1430000
carola schouten,Op1,2020-07-09,NA,0,v,0,Politiek,NA,NA,NA,07/09/2020,926000
carola schouten,M,2021-01-15,NA,0,v,0,Politiek,NA,NA,NA,01/15/2021,1169000
carolien borgers,Op1,2021-01-17,NA,0,v,0,Cabaretier,NA,NA,NA,01/17/2021,1407000
carolien borgers,Beau,2020-12-04,NA,0,v,0,Cabaretier,NA,NA,NA,12/04/2020,1247000
carolien borgers,Jinek,2021-02-10,NA,0,v,0,Cabaretier,NA,NA,NA,02/10/2021,774000
caroline de bruijn,Jinek,2020-09-30,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,09/30/2020,829000
caroline oomens,Op1,2020-08-06,NA,1,v,0,Onderwijs,NA,NA,NA,08/06/2020,929000
cas jansen,Jinek,2020-09-30,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,09/30/2020,829000
casper van eijck,Op1,2020-09-11,NA,0,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,09/11/2020,801000
cathelijne broers,M,2020-06-16,NA,0,v,0,Schrijver/Kunstenaar,NA,NA,NA,06/16/2020,814000
cathelijne broers,M,2020-04-30,NA,0,v,0,Schrijver/Kunstenaar,NA,NA,NA,04/30/2020,980000
cathelijne broers,M,2020-04-02,NA,0,v,0,Schrijver/Kunstenaar,NA,NA,NA,04/02/2020,1182000
catherine keyl,Op1,2020-04-30,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,04/30/2020,1121000
catherine keyl,Op1,2021-02-23,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,02/23/2021,857000
cecile narinx,M,2020-11-27,NA,0,v,0,Journalist,NA,NA,NA,11/27/2020,876000
cecile van wijnsberge,Op1,2020-06-19,NA,0,v,0,Journalist,NA,NA,NA,06/19/2020,771000
cees grimbergen,Op1,2020-07-01,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,07/01/2020,788000
celine huijsmans,Op1,2021-03-07,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,03/07/2021,983000
celine huijsmans,Jinek,2020-04-23,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,04/23/2020,830000
cem araci,Jinek,2020-10-05,NA,1,m,1,Muzikant,NA,NA,NA,10/05/2020,1026000
chantal janzen,DWDD,2020-03-18,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,03/18/2020,1767000
chantal janzen,M,2021-02-11,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,02/11/2021,897000
chantal janzen,M,2020-05-14,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,05/14/2020,981000
chantal janzen,Vooravond,2020-09-03,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,09/03/2020,909000
chantal janzen,Beau,2020-05-18,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,05/18/2020,881000
chantal janzen,Beau,2020-12-18,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,12/18/2020,1013000
chantal janzen,Jinek,2020-11-06,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,11/06/2020,1589000
chantal janzen,Jinek,2021-03-02,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,03/02/2021,903000
charles groenhuijsen,Op1,2020-11-01,NA,0,m,0,Journalist,NA,NA,NA,11/01/2020,1105000
charles groenhuijsen,Op1,2020-09-22,NA,0,m,0,Journalist,NA,NA,NA,09/22/2020,940000
charlotte nijs,M,2020-05-08,NA,0,v,0,Journalist,NA,NA,NA,05/08/2020,815000
charlotte nijs,Vooravond,2021-02-22,NA,0,v,0,Journalist,NA,NA,NA,02/22/2021,1017000
charlotte nijs,Vooravond,2021-02-15,NA,0,v,0,Journalist,NA,NA,NA,02/15/2021,1252000
charlotte nijs,Beau,2020-07-01,NA,0,v,0,Journalist,NA,NA,NA,07/01/2020,598000
charmaine charlemagne,Vooravond,2020-10-14,NA,0,v,1,Muzikant,NA,NA,NA,10/14/2020,1040000
chatilla van grinsven,M,2020-04-28,NA,0,v,0,Sporter,NA,NA,NA,04/28/2020,1290000
chazia mourali,M,2020-12-11,NA,0,v,1,Mediapersoonlijkheid,NA,NA,NA,12/11/2020,1033000
chazia mourali,Op1,2021-03-01,NA,0,v,1,Mediapersoonlijkheid,NA,NA,NA,03/01/2021,829000
chris aalberts,Op1,2020-11-24,NA,0,m,0,Journalist,NA,NA,NA,11/24/2020,910000
chris aalberts,M,2020-11-23,NA,0,m,0,Journalist,NA,NA,NA,11/23/2020,996000
chris bergstrom,Vooravond,2020-10-12,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,10/12/2020,1165000
chris lint,Op1,2020-07-05,NA,0,m,0,Burger,NA,NA,NA,07/05/2020,1075000
chris smit,Jinek,2020-09-15,NA,0,m,0,Niet-wetenschappelijk expert,NA,NA,NA,09/15/2020,718000
chris stoffer,Op1,2020-07-22,NA,0,m,0,Politiek,NA,SGP,Tweede Kamerlid,07/22/2020,1032000
chris van dam,Op1,2021-02-02,NA,0,m,0,Politiek,NA,CDA,Tweede Kamerlid,02/02/2021,1113000
chris van dam,M,2021-01-28,NA,0,m,0,Politiek,NA,CDA,Tweede Kamerlid,01/28/2021,1023000
chris zegers,M,2020-05-21,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,05/21/2020,647000
christel schilders,Beau,2020-12-22,NA,1,v,0,Medisch personeel,NA,NA,NA,12/22/2020,993000
christiaan triebert,Op1,2020-05-07,NA,0,m,0,Journalist,NA,NA,NA,05/07/2020,1112000
christiaan triebert,M,2020-06-01,NA,0,m,0,Journalist,NA,NA,NA,06/01/2020,690000
christian flokstra,Vooravond,2020-08-31,NA,0,m,0,Jurist,NA,NA,NA,08/31/2020,1047000
christianne de bruijn,M,2021-01-11,NA,0,v,0,Muzikant,NA,NA,NA,01/11/2021,1231000
christine de boer,Op1,2020-05-12,NA,0,v,0,Muzikant,NA,NA,NA,05/12/2020,1204000
cindy gommans,Op1,2020-05-31,NA,1,v,0,Medisch personeel,NA,NA,NA,05/31/2020,1229000
cindy gommans,Op1,2020-04-03,NA,1,v,0,Medisch personeel,NA,NA,NA,04/03/2020,1251000
