naam,show,date,correct,corona,gender,migratie,vakgebied,wetenschap,partij,polfunctie,Datum,GEM
ernst kuipers,Op1,2021-02-02,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,02/02/2021,1113000
ernst kuipers,Op1,2021-01-19,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,01/19/2021,1015000
ernst kuipers,Op1,2021-01-06,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,01/06/2021,1639000
ernst kuipers,Op1,2020-12-18,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,12/18/2020,984000
ernst kuipers,Op1,2020-12-14,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,12/14/2020,1029000
ernst kuipers,Op1,2020-12-08,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,12/08/2020,781000
ernst kuipers,Op1,2020-11-26,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,11/26/2020,905000
ernst kuipers,Op1,2020-11-11,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,11/11/2020,849000
ernst kuipers,Op1,2020-10-23,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,10/23/2020,823000
ernst kuipers,Op1,2020-10-21,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,10/21/2020,969000
ernst kuipers,Op1,2020-09-29,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,09/29/2020,1055000
ernst kuipers,Op1,2020-09-15,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,09/15/2020,739000
ernst kuipers,Op1,2020-08-17,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,08/17/2020,944000
ernst kuipers,Op1,2020-06-17,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,06/17/2020,852000
ernst kuipers,M,2021-01-12,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,01/12/2021,2496000
ernst kuipers,Vooravond,2020-10-12,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,10/12/2020,1165000
ernst kuipers,Op1,2021-02-23,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,02/23/2021,857000
ernst kuipers,Beau,2020-05-19,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,05/19/2020,802000
ernst kuipers,Beau,2020-06-02,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,06/02/2020,911000
ernst kuipers,Beau,2020-06-30,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,06/30/2020,678000
ernst kuipers,Beau,2020-11-17,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,11/17/2020,933000
ernst kuipers,Beau,2020-12-01,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,12/01/2020,770000
ernst kuipers,Beau,2020-12-22,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,12/22/2020,993000
ernst kuipers,Jinek,2020-09-24,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,09/24/2020,877000
ernst kuipers,Jinek,2020-10-05,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,10/05/2020,1026000
ernst kuipers,Jinek,2020-10-29,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,10/29/2020,738000
ernst kuipers,Jinek,2020-11-03,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,11/03/2020,887000
ernst kuipers,Jinek,2021-01-04,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,01/04/2021,965000
ernst kuipers,Jinek,2021-01-21,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,01/21/2021,958000
ernst kuipers,Jinek,2021-01-28,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,01/28/2021,1040000
ernst kuipers,Jinek,2021-02-16,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,02/16/2021,1203000
ernst kuipers,Jinek,2021-03-08,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,03/08/2021,833000
ernst kuipers,Jinek,2021-03-15,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,03/15/2021,906000
ernst kuipers,Jinek,2020-03-23,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,03/23/2020,858000
ernst kuipers,Jinek,2020-03-30,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,03/30/2020,955000
ernst kuipers,Jinek,2020-04-14,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,04/14/2020,830000
ernst kuipers,Jinek,2020-04-23,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,04/23/2020,830000
erwin kompanje,Op1,2020-05-03,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,05/03/2020,1373000
erwin kompanje,Op1,2021-01-08,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,01/08/2021,972000
erwin nyhoff,M,2020-11-17,NA,0,m,0,Muzikant,NA,NA,NA,11/17/2020,1935000
esmaa essanoussi,M,2020-11-10,NA,0,v,0,Sporter,NA,NA,NA,11/10/2020,989000
esmee van kampen,M,2020-11-16,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,11/16/2020,1144000
esmee van kampen,Vooravond,2020-10-23,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,10/23/2020,976000
esmee van kampen,Vooravond,2020-09-11,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,09/11/2020,704000
esmee van kampen,Vooravond,2020-09-03,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,09/03/2020,909000
esmee van kampen,Vooravond,2021-02-18,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,02/18/2021,854000
ester gould,M,2020-11-30,NA,0,v,0,Journalist,NA,NA,NA,11/30/2020,940000
esther de lange,Op1,2020-03-12,NA,0,v,0,Politiek,NA,CDA,EU-politicus,03/12/2020,998000
esther ouwehand,Op1,2020-11-16,NA,0,v,0,Politiek,NA,PvdD,Tweede Kamerlid,11/16/2020,994000
esther ouwehand,M,2021-02-10,NA,0,v,0,Politiek,NA,PvdD,Tweede Kamerlid,02/10/2021,1104000
esther ouwehand,Vooravond,2021-03-02,NA,0,v,0,Politiek,NA,PvdD,Tweede Kamerlid,03/02/2021,876000
esther ouwehand,Op1,2021-03-15,NA,0,v,0,Politiek,NA,PvdD,Tweede Kamerlid,03/15/2021,1015000
esther ouwehand,Op1,2021-02-14,NA,0,v,0,Politiek,NA,PvdD,Tweede Kamerlid,02/14/2021,1460000
esther ouwehand,Op1,2021-02-03,NA,0,v,0,Politiek,NA,PvdD,Tweede Kamerlid,02/03/2021,1118000
esther van etten,Beau,2020-06-01,NA,0,v,0,Niet-wetenschappelijk expert,NA,NA,NA,06/01/2020,640000
esther van etten,Beau,2020-06-22,NA,0,v,0,Niet-wetenschappelijk expert,NA,NA,NA,06/22/2020,620000
esther van fenema,Op1,2020-09-22,NA,1,v,0,Wetenschapper,Andere medische wetenschappen,NA,NA,09/22/2020,940000
esther vergeer,Op1,2020-08-24,NA,0,v,0,Sporter,NA,NA,NA,08/24/2020,1004000
eus van someren,Jinek,2020-10-19,NA,0,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,10/19/2020,847000
eva cleven,Op1,2020-03-03,NA,0,v,1,Mediapersoonlijkheid,NA,NA,NA,03/03/2020,740000
eva crutzen,Op1,2020-03-13,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,03/13/2020,1027000
eva de goede,Op1,2020-08-06,NA,0,v,0,Sporter,NA,NA,NA,08/06/2020,929000
eva de goede,Jinek,2020-04-21,NA,0,v,0,Sporter,NA,NA,NA,04/21/2020,889000
eva koreman,Op1,2020-04-22,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,04/22/2020,1209000
eva koreman,Op1,2021-01-28,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,01/28/2021,903000
eva koreman,M,2020-11-12,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,11/12/2020,902000
eva koreman,Vooravond,2021-02-25,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,02/25/2021,710000
eva naaijkens,Op1,2020-04-18,NA,1,v,0,Onderwijs,NA,NA,NA,04/18/2020,1235000
eva ulmer,Beau,2020-11-19,NA,1,v,0,Medisch personeel,NA,NA,NA,11/19/2020,925000
eveline rethmeier,Op1,2020-10-06,NA,1,v,0,Journalist,NA,NA,NA,10/06/2020,883000
eveline rethmeier,Op1,2020-07-06,NA,1,v,0,Journalist,NA,NA,NA,07/06/2020,925000
eveline rethmeier,Jinek,2020-03-11,NA,1,v,0,Journalist,NA,NA,NA,03/11/2020,618000
eveline van aendekerk,Op1,2020-03-05,NA,0,v,0,Schrijver/Kunstenaar,NA,NA,NA,03/05/2020,769000
evelyn van de kamp,M,2020-11-10,NA,0,v,0,Burger,NA,NA,NA,11/10/2020,989000
everhard hofstra,M,2020-11-27,NA,0,m,0,Medisch personeel,NA,NA,NA,11/27/2020,876000
evgeniy levchenko,Op1,2020-08-17,NA,0,m,0,Sporter,NA,NA,NA,08/17/2020,944000
evgeniy levchenko,Jinek,2021-02-11,NA,0,m,0,Sporter,NA,NA,NA,02/11/2021,686000
evi hanssen,Jinek,2020-09-23,NA,0,v,0,Muzikant,NA,NA,NA,09/23/2020,808000
evi hanssen,Jinek,2020-10-20,NA,0,v,0,Muzikant,NA,NA,NA,10/20/2020,835000
evi hanssen,Jinek,2021-03-04,NA,0,v,0,Muzikant,NA,NA,NA,03/04/2021,889000
aaf brandt corstius,M,2020-11-25,NA,0,v,0,Schrijver/Kunstenaar,NA,NA,NA,11/25/2020,1022000
aaf brandt corstius,M,2020-11-06,NA,0,v,0,Schrijver/Kunstenaar,NA,NA,NA,11/06/2020,1194000
aaf brandt corstius,Jinek,2021-01-14,NA,0,v,0,Schrijver/Kunstenaar,NA,NA,NA,01/14/2021,858000
aaf brandt corstius,Jinek,2021-01-27,NA,0,v,0,Schrijver/Kunstenaar,NA,NA,NA,01/27/2021,762000
aaf brandt corstius,Jinek,2021-03-09,NA,0,v,0,Schrijver/Kunstenaar,NA,NA,NA,03/09/2021,665000
aaf brandt corstius,Jinek,2020-03-05,NA,0,v,0,Schrijver/Kunstenaar,NA,NA,NA,03/05/2020,651000
ab osterhaus,Op1,2020-06-03,NA,1,m,0,Wetenschapper,Virologie,NA,NA,06/03/2020,1200000
ab osterhaus,Op1,2020-05-26,NA,1,m,0,Wetenschapper,Virologie,NA,NA,05/26/2020,1034000
ab osterhaus,Op1,2020-05-17,NA,1,m,0,Wetenschapper,Virologie,NA,NA,05/17/2020,1500000
ab osterhaus,Op1,2020-05-12,NA,1,m,0,Wetenschapper,Virologie,NA,NA,05/12/2020,1204000
ab osterhaus,Op1,2020-04-30,NA,1,m,0,Wetenschapper,Virologie,NA,NA,04/30/2020,1121000
ab osterhaus,Op1,2020-04-20,NA,1,m,0,Wetenschapper,Virologie,NA,NA,04/20/2020,1241000
ab osterhaus,Op1,2020-04-18,NA,1,m,0,Wetenschapper,Virologie,NA,NA,04/18/2020,1235000
ab osterhaus,Op1,2020-04-13,NA,1,m,0,Wetenschapper,Virologie,NA,NA,04/13/2020,1419000
ab osterhaus,Op1,2020-04-06,NA,1,m,0,Wetenschapper,Virologie,NA,NA,04/06/2020,1457000
ab osterhaus,Op1,2020-04-04,NA,1,m,0,Wetenschapper,Virologie,NA,NA,04/04/2020,1140000
ab osterhaus,Op1,2020-03-31,NA,1,m,0,Wetenschapper,Virologie,NA,NA,03/31/2020,1276000
ab osterhaus,Op1,2020-03-27,NA,1,m,0,Wetenschapper,Virologie,NA,NA,03/27/2020,1263000
ab osterhaus,Op1,2020-03-22,NA,1,m,0,Wetenschapper,Virologie,NA,NA,03/22/2020,1914000
ab osterhaus,Op1,2020-03-18,NA,1,m,0,Wetenschapper,Virologie,NA,NA,03/18/2020,1344000
ab osterhaus,Op1,2020-03-16,NA,1,m,0,Wetenschapper,Virologie,NA,NA,03/16/2020,1114000
ab osterhaus,Op1,2020-03-15,NA,1,m,0,Wetenschapper,Virologie,NA,NA,03/15/2020,1296000
ab osterhaus,Op1,2020-03-13,NA,1,m,0,Wetenschapper,Virologie,NA,NA,03/13/2020,1027000
ab osterhaus,Op1,2020-03-12,NA,1,m,0,Wetenschapper,Virologie,NA,NA,03/12/2020,998000
ab osterhaus,Op1,2020-03-06,NA,1,m,0,Wetenschapper,Virologie,NA,NA,03/06/2020,619000
ab osterhaus,Op1,2020-02-28,NA,1,m,0,Wetenschapper,Virologie,NA,NA,02/28/2020,630000
ab osterhaus,Op1,2020-02-27,NA,1,m,0,Wetenschapper,Virologie,NA,NA,02/27/2020,736000
ab osterhaus,Op1,2021-01-28,NA,1,m,0,Wetenschapper,Virologie,NA,NA,01/28/2021,903000
ab osterhaus,Op1,2021-01-22,NA,1,m,0,Wetenschapper,Virologie,NA,NA,01/22/2021,1140000
ab osterhaus,Op1,2021-01-13,NA,1,m,0,Wetenschapper,Virologie,NA,NA,01/13/2021,954000
ab osterhaus,Op1,2020-12-22,NA,1,m,0,Wetenschapper,Virologie,NA,NA,12/22/2020,861000
ab osterhaus,Op1,2020-12-03,NA,1,m,0,Wetenschapper,Virologie,NA,NA,12/03/2020,889000
ab osterhaus,Op1,2020-10-26,NA,1,m,0,Wetenschapper,Virologie,NA,NA,10/26/2020,928000
ab osterhaus,Op1,2020-10-20,NA,1,m,0,Wetenschapper,Virologie,NA,NA,10/20/2020,1029000
ab osterhaus,Op1,2020-10-06,NA,1,m,0,Wetenschapper,Virologie,NA,NA,10/06/2020,883000
ab osterhaus,Op1,2020-08-25,NA,1,m,0,Wetenschapper,Virologie,NA,NA,08/25/2020,795000
ab osterhaus,Op1,2020-08-04,NA,1,m,0,Wetenschapper,Virologie,NA,NA,08/04/2020,1020000
ab osterhaus,Op1,2020-07-31,NA,1,m,0,Wetenschapper,Virologie,NA,NA,07/31/2020,872000
ab osterhaus,Op1,2020-07-22,NA,1,m,0,Wetenschapper,Virologie,NA,NA,07/22/2020,1032000
ab osterhaus,Op1,2020-07-15,NA,1,m,0,Wetenschapper,Virologie,NA,NA,07/15/2020,938000
ab osterhaus,Op1,2020-06-22,NA,1,m,0,Wetenschapper,Virologie,NA,NA,06/22/2020,1125000
ab osterhaus,Op1,2021-02-16,NA,1,m,0,Wetenschapper,Virologie,NA,NA,02/16/2021,1030000
ab osterhaus,Op1,2021-03-05,NA,1,m,0,Wetenschapper,Virologie,NA,NA,03/05/2021,833000
ab osterhaus,Op1,2021-02-03,NA,1,m,0,Wetenschapper,Virologie,NA,NA,02/03/2021,1118000
ab van aldijk,Op1,2020-05-04,NA,0,m,0,Burger,NA,NA,NA,05/04/2020,1179000
abbey hoes,Jinek,2020-10-12,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,10/12/2020,826000
abdelkader benali,Op1,2020-05-08,NA,0,m,1,Schrijver/Kunstenaar,NA,NA,NA,05/08/2020,1066000
abdelkader benali,M,2021-01-19,NA,0,m,1,Schrijver/Kunstenaar,NA,NA,NA,01/19/2021,989000
abdelkader benali,Vooravond,2020-10-09,NA,0,m,1,Schrijver/Kunstenaar,NA,NA,NA,10/09/2020,974000
abdelkarim el fassi,Beau,2020-07-07,NA,0,m,1,Mediapersoonlijkheid,NA,NA,NA,07/07/2020,714000
abram de swaan,M,2020-07-02,NA,1,m,0,Wetenschapper,Gedragswetenschappen,NA,NA,07/02/2020,759000
achmed akkabi,Beau,2020-05-29,NA,0,m,1,Mediapersoonlijkheid,NA,NA,NA,05/29/2020,808000
achmed akkabi,Humberto,2021-02-21,NA,0,m,1,Mediapersoonlijkheid,NA,NA,NA,02/21/2021,662000
ad visser,Op1,2020-08-03,NA,0,m,0,Muzikant,NA,NA,NA,08/03/2020,1222000
ad visser,M,2020-11-27,NA,0,m,0,Muzikant,NA,NA,NA,11/27/2020,876000
adelheid roosen,Op1,2020-02-28,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,02/28/2020,630000
adelheid roosen,Vooravond,2020-09-02,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,09/02/2020,913000
adriaan van dis,Op1,2020-12-16,NA,0,m,0,Schrijver/Kunstenaar,NA,NA,NA,12/16/2020,1024000
adriaan van dis,Op1,2020-09-30,NA,0,m,0,Schrijver/Kunstenaar,NA,NA,NA,09/30/2020,949000
adriaan van dis,M,2021-01-14,NA,0,m,0,Schrijver/Kunstenaar,NA,NA,NA,01/14/2021,1095000
adriaan van dis,Vooravond,2021-03-05,NA,0,m,0,Schrijver/Kunstenaar,NA,NA,NA,03/05/2021,787000
adriaan van dis,Vooravond,2021-02-18,NA,0,m,0,Schrijver/Kunstenaar,NA,NA,NA,02/18/2021,854000
adriaan visser,Op1,2020-06-24,NA,0,m,0,Sporter,NA,NA,NA,06/24/2020,920000
vasco groeneveld,Op1,2021-01-16,NA,0,m,0,Jurist,NA,NA,NA,01/16/2021,994000
vasco groeneveld,Jinek,2021-01-12,NA,0,m,0,Jurist,NA,NA,NA,01/12/2021,987000
afshin ellian,Op1,2021-01-14,NA,0,m,0,Wetenschapper,Rechtsgeleerdheid,NA,NA,01/14/2021,818000
afshin ellian,Op1,2020-10-29,NA,0,m,0,Wetenschapper,Rechtsgeleerdheid,NA,NA,10/29/2020,943000
agnes kant,Op1,2020-12-02,NA,1,v,0,Medisch personeel,NA,NA,NA,12/02/2020,982000
ahmed aboutaleb,Op1,2020-04-22,NA,1,m,1,Politiek,NA,PvdA,Lokaal,04/22/2020,1209000
ahmed aboutaleb,Op1,2020-07-30,NA,1,m,1,Politiek,NA,PvdA,Lokaal,07/30/2020,901000
ahmed aboutaleb,Op1,2020-07-03,NA,1,m,1,Politiek,NA,PvdA,Lokaal,07/03/2020,820000
ahmed aboutaleb,Beau,2020-05-29,NA,1,m,1,Politiek,NA,PvdA,Lokaal,05/29/2020,808000
ahmed aboutaleb,Beau,2020-06-16,NA,1,m,1,Politiek,NA,PvdA,Lokaal,06/16/2020,759000
ahmed aboutaleb,Jinek,2020-09-22,NA,1,m,1,Politiek,NA,PvdA,Lokaal,09/22/2020,1099000
ahmed aboutaleb,Jinek,2020-10-05,NA,1,m,1,Politiek,NA,PvdA,Lokaal,10/05/2020,1026000
ahmed aboutaleb,Jinek,2021-01-21,NA,1,m,1,Politiek,NA,PvdA,Lokaal,01/21/2021,958000
ahmed aboutaleb,Jinek,2021-02-05,NA,1,m,1,Politiek,NA,PvdA,Lokaal,02/05/2021,1363000
ahmed aboutaleb,Jinek,2020-04-03,NA,1,m,1,Politiek,NA,PvdA,Lokaal,04/03/2020,1276000
ahmed bouchallikht,Op1,2020-07-08,NA,0,m,1,Burger,NA,NA,NA,07/08/2020,917000
ahmed marcouch,Op1,2020-03-20,NA,1,m,1,Politiek,NA,PvdA,Lokaal,03/20/2020,1374000
ahmed marcouch,Op1,2020-11-03,NA,1,m,1,Politiek,NA,PvdA,Lokaal,11/03/2020,881000
ahmed marcouch,M,2020-07-03,NA,1,m,1,Politiek,NA,PvdA,Lokaal,07/03/2020,635000
ahmed marcouch,Jinek,2020-04-09,NA,1,m,1,Politiek,NA,PvdA,Lokaal,04/09/2020,706000
aiko beemsterboer,M,2020-12-01,NA,0,v,0,Mediapersoonlijkheid,NA,NA,NA,12/01/2020,872000
ajouad el miloudi,M,2020-12-03,NA,0,m,1,Mediapersoonlijkheid,NA,NA,NA,12/03/2020,808000
ajouad el miloudi,M,2020-05-01,NA,0,m,1,Mediapersoonlijkheid,NA,NA,NA,05/01/2020,957000
sosha duysker,M,2020-06-01,NA,0,v,1,Mediapersoonlijkheid,NA,NA,NA,06/01/2020,690000
sosha duysker,Beau,2020-06-24,NA,0,v,1,Mediapersoonlijkheid,NA,NA,NA,06/24/2020,588000
akwasi,M,2020-06-05,NA,0,m,1,Muzikant,NA,NA,NA,06/05/2020,981000
akwasi,M,2020-06-01,NA,0,m,1,Muzikant,NA,NA,NA,06/01/2020,690000
akwasi,M,2020-05-05,NA,0,m,1,Muzikant,NA,NA,NA,05/05/2020,914000
akwasi,M,2020-04-03,NA,0,m,1,Muzikant,NA,NA,NA,04/03/2020,1006000
akwasi,Jinek,2020-10-29,NA,0,m,1,Muzikant,NA,NA,NA,10/29/2020,738000
alain caron,Beau,2020-05-29,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,05/29/2020,808000
alain caron,Beau,2020-12-14,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,12/14/2020,1095000
alain caron,Jinek,2020-04-15,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,04/15/2020,903000
alain clark,M,2020-12-10,NA,0,m,0,Muzikant,NA,NA,NA,12/10/2020,790000
alain clark,Jinek,2020-03-17,NA,0,m,0,Muzikant,NA,NA,NA,03/17/2020,769000
alain de levita,Beau,2020-05-04,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,05/04/2020,855000
alain de levita,Beau,2020-12-15,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,12/15/2020,977000
albert verlinde,Op1,2020-03-12,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,03/12/2020,998000
albert verlinde,Op1,2021-02-04,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,02/04/2021,984000
albert verlinde,Beau,2020-05-15,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,05/15/2020,980000
albert verlinde,Beau,2020-06-22,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,06/22/2020,620000
albert verlinde,Beau,2020-11-09,NA,0,m,0,Mediapersoonlijkheid,NA,NA,NA,11/09/2020,1058000
albertine roffelsen savelkouls,Op1,2020-03-27,NA,0,v,0,Burger,NA,NA,NA,03/27/2020,1263000
alejandro verga,Beau,2020-11-26,NA,0,m,0,Sporter,NA,NA,NA,11/26/2020,785000
alex boogers,Op1,2020-07-30,NA,0,m,0,Schrijver/Kunstenaar,NA,NA,NA,07/30/2020,901000
alex boogers,M,2020-12-09,NA,0,m,0,Schrijver/Kunstenaar,NA,NA,NA,12/09/2020,675000
alex boogers,M,2020-11-26,NA,0,m,0,Schrijver/Kunstenaar,NA,NA,NA,11/26/2020,782000
alex boogers,Vooravond,2020-09-23,NA,0,m,0,Schrijver/Kunstenaar,NA,NA,NA,09/23/2020,974000
alex tess rutten,Op1,2020-04-30,NA,0,m,0,Onderwijs,NA,NA,NA,04/30/2020,1121000
alex tess rutten,M,2020-06-09,NA,0,m,0,Onderwijs,NA,NA,NA,06/09/2020,846000
alex tess rutten,M,2020-05-20,NA,0,m,0,Onderwijs,NA,NA,NA,05/20/2020,764000
alexander brousard,Beau,2020-12-04,NA,0,m,0,Muzikant,NA,NA,NA,12/04/2020,1247000
alexander hoischen,Op1,2020-07-24,NA,1,m,0,Wetenschapper,Andere medische wetenschappen,NA,NA,07/24/2020,842000
alexander klopping,Op1,2020-10-19,NA,0,m,0,Niet-wetenschappelijk expert,NA,NA,NA,10/19/2020,840000
alexander noordijk,M,2020-06-11,NA,0,m,0,Burger,NA,NA,NA,06/11/2020,896000
alexander pechtold,Op1,2020-03-09,NA,0,m,0,Politiek,NA,D66,Ex-politicus,03/09/2020,745000
alexander pechtold,Op1,2020-11-18,NA,0,m,0,Politiek,NA,D66,Ex-politicus,11/18/2020,787000
alexander tolmeijer,Jinek,2020-04-21,NA,1,m,0,Niet-wetenschappelijk expert,NA,NA,NA,04/21/2020,889000
alexandra van huffelen,Op1,2020-05-12,NA,0,v,0,Politiek,NA,D66,Staatssecretaris,05/12/2020,1204000
ali b,Op1,2020-04-24,NA,0,m,1,Muzikant,NA,NA,NA,04/24/2020,1123000
ali b,Op1,2020-11-04,NA,0,m,1,Muzikant,NA,NA,NA,11/04/2020,1016000
ali b,Op1,2020-08-14,NA,0,m,1,Muzikant,NA,NA,NA,08/14/2020,808000
ali b,DWDD,2020-03-26,NA,0,m,1,Muzikant,NA,NA,NA,03/26/2020,1808000
ali b,DWDD,2020-03-12,NA,0,m,1,Muzikant,NA,NA,NA,03/12/2020,1769000
ali b,Beau,2020-11-19,NA,0,m,1,Muzikant,NA,NA,NA,11/19/2020,925000
ali b,Jinek,2020-09-07,NA,0,m,1,Muzikant,NA,NA,NA,09/07/2020,415000
ali b,Jinek,2020-03-13,NA,0,m,1,Muzikant,NA,NA,NA,03/13/2020,1075000
ali b,Jinek,2020-04-09,NA,0,m,1,Muzikant,NA,NA,NA,04/09/2020,706000
alistair overeem,Op1,2020-05-22,NA,1,m,0,Sporter,NA,NA,NA,05/22/2020,888000
alma tostmann,M,2021-01-05,NA,1,v,0,Wetenschapper,Epidemiologie,NA,NA,01/05/2021,924000
alma tostmann,Op1,2021-02-17,NA,1,v,0,Wetenschapper,Epidemiologie,NA,NA,02/17/2021,902000
almatine leene,Op1,2020-12-08,NA,0,v,0,Wetenschapper,Filosofie & Theologie,NA,NA,12/08/2020,781000
amara onwuka,Jinek,2021-01-12,NA,0,v,0,Niet-wetenschappelijk expert,NA,NA,NA,01/12/2021,987000
amara onwuka,Jinek,2021-02-04,NA,0,v,0,Niet-wetenschappelijk expert,NA,NA,NA,02/04/2021,883000
amara onwuka,Jinek,2021-02-09,NA,0,v,0,Niet-wetenschappelijk expert,NA,NA,NA,02/09/2021,977000
amara onwuka,Jinek,2021-02-19,NA,0,v,0,Niet-wetenschappelijk expert,NA,NA,NA,02/19/2021,1392000
amara onwuka,Jinek,2021-03-09,NA,0,v,0,Niet-wetenschappelijk expert,NA,NA,NA,03/09/2021,665000
pete hoekstra,Op1,2020-05-30,NA,0,m,0,Politiek,ambassadeur,NA,Ambassadeur,05/30/2020,1236000
pete hoekstra,Op1,2021-01-07,NA,0,m,0,Politiek,ambassadeur,NA,Ambassadeur,01/07/2021,904000
pete hoekstra,Jinek,2020-09-03,NA,0,m,0,Politiek,ambassadeur,NA,Ambassadeur,09/03/2020,594000
pete hoekstra,Jinek,2021-01-13,NA,0,m,0,Politiek,ambassadeur,NA,Ambassadeur,01/13/2021,814000
pete hoekstra,Jinek,2020-03-12,NA,0,m,0,Politiek,ambassadeur,NA,Ambassadeur,03/12/2020,922000
pete hoekstra,Jinek,2020-04-07,NA,0,m,0,Politiek,ambassadeur,NA,Ambassadeur,04/07/2020,906000
amer alomari,Op1,2021-01-31,NA,1,m,1,Burger,NA,NA,NA,01/31/2021,1137000
amer alomari,Op1,2021-01-24,NA,1,m,1,Burger,NA,NA,NA,01/24/2021,1681000
laila frank,Op1,2020-06-01,NA,0,v,0,Journalist,NA,NA,NA,06/01/2020,1230000
laila frank,Op1,2020-05-25,NA,0,v,0,Journalist,NA,NA,NA,05/25/2020,1135000
laila frank,Op1,2020-04-14,NA,0,v,0,Journalist,NA,NA,NA,04/14/2020,1288000
laila frank,Op1,2020-04-06,NA,0,v,0,Journalist,NA,NA,NA,04/06/2020,1457000
laila frank,Op1,2020-03-24,NA,0,v,0,Journalist,NA,NA,NA,03/24/2020,1331000
laila frank,Op1,2020-03-11,NA,0,v,0,Journalist,NA,NA,NA,03/11/2020,820000
laila frank,Op1,2020-03-04,NA,0,v,0,Journalist,NA,NA,NA,03/04/2020,763000
laila frank,Op1,2020-03-03,NA,0,v,0,Journalist,NA,NA,NA,03/03/2020,740000
laila frank,Op1,2021-01-20,NA,0,v,0,Journalist,NA,NA,NA,01/20/2021,1057000
laila frank,Op1,2021-01-19,NA,0,v,0,Journalist,NA,NA,NA,01/19/2021,1015000
laila frank,Op1,2021-01-07,NA,0,v,0,Journalist,NA,NA,NA,01/07/2021,904000
