mtype,id,date,publisher
Newspapers,2693441,2021-01-15,NRC Handelsblad
Newspapers,3283278,2021-02-26,NRC Handelsblad
Newspapers,3283308,2021-02-27,De Telegraaf
Newspapers,2693486,2021-01-15,NRC Handelsblad
Newspapers,2693526,2021-01-16,De Telegraaf
Newspapers,2767256,2021-02-20,NRC Handelsblad
Newspapers,3283350,2021-02-27,De Telegraaf
Newspapers,2767269,2021-02-20,NRC Handelsblad
Newspapers,2767275,2021-02-20,NRC Handelsblad
Newspapers,3293179,2021-03-08,Algemeen Dagblad
Newspapers,2767359,2021-02-20,NRC Handelsblad
Newspapers,2767412,2021-02-19,De Volkskrant
Newspapers,2767547,2021-02-02,Trouw
Newspapers,2767559,2021-02-03,Trouw
Newspapers,2767563,2021-02-08,De Volkskrant
Newspapers,3283677,2021-02-27,De Volkskrant
Newspapers,2767586,2021-02-08,De Volkskrant
Newspapers,3283682,2021-02-27,De Volkskrant
Newspapers,2767629,2021-02-09,De Volkskrant
Newspapers,2767655,2021-02-09,De Volkskrant
Newspapers,3283757,2021-02-27,Trouw
Newspapers,3283759,2021-02-27,Trouw
Newspapers,2767672,2021-02-09,De Volkskrant
Newspapers,2710348,2021-01-19,NRC Handelsblad
Newspapers,3283799,2021-02-27,Trouw
Newspapers,2710367,2021-01-19,NRC Handelsblad
Newspapers,3283818,2021-02-27,Trouw
Newspapers,2710379,2021-01-19,NRC Handelsblad
Newspapers,2710439,2021-01-20,De Telegraaf
Newspapers,2710444,2021-01-20,De Telegraaf
Newspapers,2767816,2021-02-09,Trouw
Newspapers,2767817,2021-02-09,Trouw
Newspapers,2767818,2021-02-09,Trouw
Newspapers,2767850,2021-02-03,Trouw
Newspapers,2767857,2021-02-03,Trouw
Newspapers,3284004,2021-02-27,NRC Handelsblad
Newspapers,2727895,2021-01-20,Algemeen Dagblad
Newspapers,2751691,2021-01-29,NRC Handelsblad
Newspapers,2751693,2021-01-29,NRC Handelsblad
Newspapers,2751709,2021-01-29,NRC Handelsblad
Newspapers,2751794,2021-01-30,De Telegraaf
Newspapers,2751833,2021-01-30,De Telegraaf
Newspapers,2751850,2021-01-30,De Telegraaf
Newspapers,2743725,2021-01-28,De Telegraaf
Newspapers,2743763,2021-01-28,De Telegraaf
Newspapers,2743779,2021-01-28,De Telegraaf
Newspapers,2752027,2021-01-30,NRC Handelsblad
Newspapers,2752102,2021-01-30,NRC Handelsblad
Newspapers,2752109,2021-01-30,NRC Handelsblad
Newspapers,2752146,2021-02-01,De Telegraaf
Newspapers,2727638,2021-01-18,Algemeen Dagblad
Newspapers,3292909,2021-03-08,Trouw
Newspapers,3292957,2021-03-08,Trouw
Newspapers,2727711,2021-01-19,Algemeen Dagblad
Newspapers,2678619,2021-01-08,NRC Handelsblad
Newspapers,2735976,2021-01-26,De Telegraaf
Newspapers,2727787,2021-01-19,Algemeen Dagblad
Newspapers,2865020,2021-02-26,Trouw
Newspapers,2865021,2021-02-26,Trouw
Newspapers,3293060,2021-03-08,De Telegraaf
Newspapers,3293062,2021-03-08,De Telegraaf
Newspapers,2736010,2021-01-26,De Telegraaf
Newspapers,3293070,2021-03-08,De Telegraaf
Newspapers,2865067,2021-02-26,De Telegraaf
Newspapers,2678700,2021-01-09,De Telegraaf
Newspapers,2736041,2021-01-26,De Telegraaf
Newspapers,2678705,2021-01-09,De Telegraaf
Newspapers,2686897,2021-01-11,NRC Handelsblad
Newspapers,2865077,2021-02-26,De Telegraaf
Newspapers,2758592,2021-02-06,NRC Handelsblad
Newspapers,2865099,2021-02-26,De Telegraaf
Newspapers,2676697,2021-01-08,De Telegraaf
Newspapers,2734045,2021-01-26,De Volkskrant
Newspapers,2676719,2021-01-08,De Telegraaf
Newspapers,2736110,2021-01-26,De Telegraaf
Newspapers,3293080,2021-03-08,De Telegraaf
Newspapers,3286996,2021-03-04,De Telegraaf
Newspapers,3290129,2021-03-06,Het Financieele Dagblad
Newspapers,3290171,2021-03-05,Het Financieele Dagblad
Newspapers,3290174,2021-03-05,Het Financieele Dagblad
Newspapers,3290236,2021-03-04,Het Financieele Dagblad
Newspapers,3290242,2021-03-04,Het Financieele Dagblad
Newspapers,3290283,2021-03-04,Het Financieele Dagblad
Newspapers,3290099,2021-03-06,Het Financieele Dagblad
Newspapers,3290110,2021-03-06,Het Financieele Dagblad
Newspapers,3286039,2021-03-03,NRC Handelsblad
Newspapers,3290370,2021-03-03,Het Financieele Dagblad
Newspapers,3290668,2021-03-01,Het Financieele Dagblad
Newspapers,3290433,2021-03-03,Het Financieele Dagblad
Newspapers,3290441,2021-03-02,Het Financieele Dagblad
Newspapers,3290453,2021-03-02,Het Financieele Dagblad
Newspapers,3290456,2021-03-02,Het Financieele Dagblad
Newspapers,3290471,2021-03-02,Het Financieele Dagblad
Newspapers,3290522,2021-03-02,Het Financieele Dagblad
Newspapers,3290544,2021-03-02,Het Financieele Dagblad
Newspapers,3290333,2021-03-03,Het Financieele Dagblad
Newspapers,3290589,2021-03-01,Het Financieele Dagblad
Newspapers,3290345,2021-03-03,Het Financieele Dagblad
Newspapers,3290621,2021-03-01,Het Financieele Dagblad
Newspapers,3291146,2021-02-24,Het Financieele Dagblad
Newspapers,3291191,2021-02-23,Het Financieele Dagblad
Newspapers,3291215,2021-02-23,Het Financieele Dagblad
Newspapers,3293323,2021-02-01,Het Financieele Dagblad
Newspapers,3293330,2021-02-01,Het Financieele Dagblad
Newspapers,3291311,2021-02-22,Het Financieele Dagblad
Newspapers,3291388,2021-02-22,Het Financieele Dagblad
Newspapers,3291418,2021-02-21,Het Financieele Dagblad
Newspapers,3293471,2021-01-29,Het Financieele Dagblad
Newspapers,3293520,2021-01-28,Het Financieele Dagblad
Newspapers,3291475,2021-02-20,Het Financieele Dagblad
Newspapers,3293522,2021-01-28,Het Financieele Dagblad
Newspapers,3291507,2021-02-20,Het Financieele Dagblad
Newspapers,3293570,2021-01-27,Het Financieele Dagblad
Newspapers,3293643,2021-01-26,Het Financieele Dagblad
Newspapers,3293666,2021-01-26,Het Financieele Dagblad
Newspapers,3293704,2021-01-25,Het Financieele Dagblad
Newspapers,3291659,2021-02-18,Het Financieele Dagblad
Newspapers,3293720,2021-01-25,Het Financieele Dagblad
Newspapers,3291687,2021-02-18,Het Financieele Dagblad
Newspapers,3291796,2021-02-17,Het Financieele Dagblad
Newspapers,3293873,2021-01-22,Het Financieele Dagblad
Newspapers,3291829,2021-02-17,Het Financieele Dagblad
Newspapers,3293893,2021-01-21,Het Financieele Dagblad
Newspapers,3291852,2021-02-17,Het Financieele Dagblad
Newspapers,3293917,2021-01-21,Het Financieele Dagblad
Newspapers,3291920,2021-02-16,Het Financieele Dagblad
Newspapers,3294018,2021-01-19,Het Financieele Dagblad
Newspapers,3294019,2021-01-19,Het Financieele Dagblad
Newspapers,3291997,2021-02-16,Het Financieele Dagblad
Newspapers,3294088,2021-01-18,Het Financieele Dagblad
Newspapers,3294090,2021-01-18,Het Financieele Dagblad
Newspapers,3292070,2021-02-15,Het Financieele Dagblad
Newspapers,3292097,2021-02-15,Het Financieele Dagblad
Newspapers,3294194,2021-01-16,Het Financieele Dagblad
Newspapers,3292157,2021-02-13,Het Financieele Dagblad
Newspapers,3292175,2021-02-13,Het Financieele Dagblad
Newspapers,3292211,2021-02-13,Het Financieele Dagblad
Newspapers,3292234,2021-02-12,Het Financieele Dagblad
Newspapers,3294315,2021-01-14,Het Financieele Dagblad
Newspapers,3292296,2021-02-11,Het Financieele Dagblad
Newspapers,3292298,2021-02-11,Het Financieele Dagblad
Newspapers,3294408,2021-01-12,Het Financieele Dagblad
Newspapers,3294409,2021-01-12,Het Financieele Dagblad
Newspapers,3294432,2021-01-12,Het Financieele Dagblad
Newspapers,3292409,2021-02-10,Het Financieele Dagblad
Newspapers,3292414,2021-02-10,Het Financieele Dagblad
Newspapers,3294474,2021-01-11,Het Financieele Dagblad
Newspapers,3292431,2021-02-10,Het Financieele Dagblad
Newspapers,3292453,2021-02-10,Het Financieele Dagblad
Newspapers,3292522,2021-02-08,Het Financieele Dagblad
Newspapers,3292527,2021-02-08,Het Financieele Dagblad
Newspapers,3292541,2021-02-08,Het Financieele Dagblad
Newspapers,3292545,2021-02-08,Het Financieele Dagblad
Newspapers,3292611,2021-02-06,Het Financieele Dagblad
Newspapers,3292637,2021-02-06,Het Financieele Dagblad
Newspapers,3294738,2021-01-06,Het Financieele Dagblad
Newspapers,3292715,2021-02-05,Het Financieele Dagblad
Newspapers,3292718,2021-02-04,Het Financieele Dagblad
Newspapers,3292730,2021-02-04,Het Financieele Dagblad
Newspapers,3294808,2021-01-05,Het Financieele Dagblad
Newspapers,3292766,2021-02-04,Het Financieele Dagblad
Newspapers,3290738,2021-02-27,Het Financieele Dagblad
Newspapers,3290741,2021-02-27,Het Financieele Dagblad
Newspapers,3292789,2021-02-03,Het Financieele Dagblad
Newspapers,3294838,2021-01-04,Het Financieele Dagblad
Newspapers,3292794,2021-02-03,Het Financieele Dagblad
Newspapers,3294846,2021-01-04,Het Financieele Dagblad
Newspapers,3292820,2021-02-03,Het Financieele Dagblad
Newspapers,3294877,2021-01-04,Het Financieele Dagblad
Newspapers,3292860,2021-02-02,Het Financieele Dagblad
Newspapers,3290815,2021-02-26,Het Financieele Dagblad
Newspapers,3290824,2021-02-26,Het Financieele Dagblad
Newspapers,3292881,2021-02-02,Het Financieele Dagblad
Newspapers,3290851,2021-02-26,Het Financieele Dagblad
Newspapers,3290867,2021-02-26,Het Financieele Dagblad
Newspapers,3290983,2021-02-25,Het Financieele Dagblad
Newspapers,3291002,2021-02-25,Het Financieele Dagblad
Newspapers,3291017,2021-02-25,Het Financieele Dagblad
Newspapers,3291046,2021-02-25,Het Financieele Dagblad
Newspapers,3291084,2021-02-24,Het Financieele Dagblad
Newspapers,4293897,2021-03-17,Algemeen Dagblad
Newspapers,4293885,2021-03-17,Algemeen Dagblad
Newspapers,4961841,2021-03-17,NRC Handelsblad
Newspapers,4213303,2021-03-17,De Telegraaf
Newspapers,4213312,2021-03-17,De Telegraaf
Newspapers,4961856,2021-03-17,NRC Handelsblad
Newspapers,4213315,2021-03-17,De Telegraaf
Newspapers,4961878,2021-03-17,NRC Handelsblad
Newspapers,4221543,2021-03-17,De Telegraaf
Newspapers,4221554,2021-03-17,De Telegraaf
Newspapers,4191735,2021-03-17,Trouw
Newspapers,4191737,2021-03-17,Trouw
Newspapers,4191739,2021-03-17,Trouw
Newspapers,4191740,2021-03-17,Trouw
Newspapers,4301793,2021-03-17,De Volkskrant
Newspapers,4191718,2021-03-17,Trouw
Newspapers,4191733,2021-03-17,Trouw
Newspapers,4301818,2021-03-17,De Volkskrant
Newspapers,2768912,2021-02-22,De Telegraaf
Newspapers,3293220,2021-03-08,De Volkskrant
Newspapers,3297316,2021-03-13,Algemeen Dagblad
Newspapers,3293223,2021-03-08,De Volkskrant
Newspapers,3297319,2021-03-13,Algemeen Dagblad
Newspapers,3295940,2021-03-10,NRC Handelsblad
Newspapers,3293231,2021-03-08,De Volkskrant
Newspapers,3293255,2021-03-08,De Volkskrant
Newspapers,2768981,2021-02-22,De Telegraaf
Newspapers,2865249,2021-02-26,Algemeen Dagblad
Newspapers,2764920,2021-02-16,De Telegraaf
Newspapers,2766993,2021-02-20,Algemeen Dagblad
Newspapers,2865320,2021-02-26,De Volkskrant
Newspapers,2865325,2021-02-26,De Volkskrant
Newspapers,3289266,2021-03-05,NRC Handelsblad
Newspapers,3289268,2021-03-05,NRC Handelsblad
Newspapers,3295414,2021-03-09,NRC Handelsblad
Newspapers,2769092,2021-02-22,De Volkskrant
Newspapers,2769096,2021-02-22,De Volkskrant
Newspapers,3289294,2021-03-05,NRC Handelsblad
Newspapers,3289295,2021-03-05,NRC Handelsblad
Newspapers,3295453,2021-03-09,NRC Handelsblad
Newspapers,2765023,2021-02-16,Algemeen Dagblad
Newspapers,3289314,2021-03-05,NRC Handelsblad
Newspapers,2769132,2021-02-22,De Volkskrant
Newspapers,3285228,2021-03-01,De Volkskrant
Newspapers,3285233,2021-03-01,De Volkskrant
Newspapers,3283218,2021-02-26,NRC Handelsblad
Newspapers,2767130,2021-02-20,De Volkskrant
Newspapers,3285313,2021-03-02,De Volkskrant
Newspapers,2765159,2021-02-16,NRC Handelsblad
Newspapers,2767239,2021-02-20,NRC Handelsblad
Newspapers,2765193,2021-02-16,NRC Handelsblad
Newspapers,2767251,2021-02-20,NRC Handelsblad
Newspapers,3297728,2021-03-13,NRC Handelsblad
Newspapers,3297729,2021-03-13,NRC Handelsblad
Newspapers,3289538,2021-03-06,De Telegraaf
Newspapers,3295681,2021-03-10,De Telegraaf
Newspapers,2769352,2021-02-22,NRC Handelsblad
Newspapers,3285460,2021-03-03,De Volkskrant
Newspapers,3295719,2021-03-10,De Telegraaf
Newspapers,3295744,2021-03-10,De Telegraaf
Newspapers,3297808,2021-03-13,NRC Handelsblad
Newspapers,2767383,2021-02-19,De Volkskrant
Newspapers,3289667,2021-03-06,Algemeen Dagblad
Newspapers,3289725,2021-03-06,Algemeen Dagblad
Newspapers,3295652,2021-03-10,De Telegraaf
Newspapers,3295891,2021-03-10,De Volkskrant
Newspapers,3295910,2021-03-10,De Volkskrant
Newspapers,3283643,2021-02-27,De Volkskrant
Newspapers,3283646,2021-02-27,De Volkskrant
Newspapers,3285696,2021-03-02,NRC Handelsblad
Newspapers,3285699,2021-03-02,NRC Handelsblad
Newspapers,2765509,2021-02-17,Algemeen Dagblad
Newspapers,3285709,2021-03-02,NRC Handelsblad
Newspapers,3283664,2021-02-27,De Volkskrant
Newspapers,2765524,2021-02-17,Algemeen Dagblad
Newspapers,3287935,2021-03-05,Algemeen Dagblad
Newspapers,3283675,2021-02-27,De Volkskrant
Newspapers,3285758,2021-03-04,De Volkskrant
Newspapers,2769669,2021-02-23,Algemeen Dagblad
Newspapers,3287836,2021-03-05,De Telegraaf
Newspapers,2863907,2021-02-23,NRC Handelsblad
Newspapers,3289894,2021-03-06,De Volkskrant
Newspapers,3289895,2021-03-06,De Volkskrant
Newspapers,3285810,2021-03-02,NRC Handelsblad
Newspapers,3285812,2021-03-02,NRC Handelsblad
Newspapers,3289912,2021-03-06,NRC Handelsblad
Newspapers,3289915,2021-03-06,NRC Handelsblad
Newspapers,3289922,2021-03-06,NRC Handelsblad
Newspapers,3289929,2021-03-06,NRC Handelsblad
Newspapers,3298131,2021-03-15,De Volkskrant
Newspapers,2765660,2021-02-17,NRC Handelsblad
Newspapers,2769761,2021-02-23,De Volkskrant
Newspapers,3285860,2021-03-02,NRC Handelsblad
Newspapers,3285881,2021-03-03,NRC Handelsblad
Newspapers,3289981,2021-03-06,NRC Handelsblad
Newspapers,3285890,2021-03-03,NRC Handelsblad
Newspapers,3298180,2021-03-15,NRC Handelsblad
Newspapers,3285894,2021-03-03,NRC Handelsblad
Newspapers,3287949,2021-03-05,Algemeen Dagblad
Newspapers,3287957,2021-03-05,Algemeen Dagblad
Newspapers,3296149,2021-03-11,De Telegraaf
Newspapers,3283877,2021-02-27,NRC Handelsblad
Newspapers,3283887,2021-02-27,NRC Handelsblad
Newspapers,3283895,2021-02-27,NRC Handelsblad
Newspapers,3283897,2021-02-27,NRC Handelsblad
Newspapers,3296332,2021-03-11,De Volkskrant
Newspapers,3286095,2021-03-04,NRC Handelsblad
Newspapers,3296347,2021-03-11,De Volkskrant
Newspapers,2864234,2021-02-24,Algemeen Dagblad
Newspapers,2864240,2021-02-24,Algemeen Dagblad
Newspapers,3286168,2021-03-01,Algemeen Dagblad
Newspapers,3286178,2021-03-01,Algemeen Dagblad
Newspapers,3296425,2021-03-11,NRC Handelsblad
Newspapers,3286195,2021-03-01,Algemeen Dagblad
Newspapers,3296454,2021-03-11,NRC Handelsblad
Newspapers,3286252,2021-03-02,Algemeen Dagblad
Newspapers,3296593,2021-03-12,De Telegraaf
Newspapers,3286360,2021-03-03,Algemeen Dagblad
Newspapers,3296603,2021-03-12,De Telegraaf
Newspapers,3286377,2021-03-01,De Telegraaf
Newspapers,2766289,2021-02-19,De Telegraaf
Newspapers,2864606,2021-02-25,De Telegraaf
Newspapers,3286525,2021-03-04,Algemeen Dagblad
Newspapers,3296791,2021-03-12,Algemeen Dagblad
Newspapers,3296845,2021-03-12,De Volkskrant
Newspapers,2864722,2021-02-25,Algemeen Dagblad
Newspapers,3286626,2021-03-02,De Telegraaf
Newspapers,3296930,2021-03-12,NRC Handelsblad
Newspapers,3286717,2021-03-03,De Telegraaf
Newspapers,3294960,2021-03-08,NRC Handelsblad
Newspapers,2766601,2021-02-19,NRC Handelsblad
Newspapers,2864909,2021-02-25,NRC Handelsblad
Newspapers,3294989,2021-03-08,NRC Handelsblad
Newspapers,2766616,2021-02-19,NRC Handelsblad
Newspapers,3295011,2021-03-08,NRC Handelsblad
Newspapers,3295036,2021-03-09,Algemeen Dagblad
Newspapers,3295050,2021-03-09,Algemeen Dagblad
Newspapers,3295221,2021-03-09,De Telegraaf
Newspapers,3292968,2021-03-08,De Telegraaf
Newspapers,3292969,2021-03-08,De Telegraaf
Newspapers,3292989,2021-03-08,De Telegraaf
Newspapers,3293094,2021-03-08,De Telegraaf
Newspapers,3296943,2021-03-12,NRC Handelsblad
Newspapers,3297199,2021-03-13,De Telegraaf
Newspapers,3297245,2021-03-13,Algemeen Dagblad
Newspapers,3293158,2021-03-08,Algemeen Dagblad
Newspapers,3297255,2021-03-13,Algemeen Dagblad
Newspapers,3286357,2021-03-03,Algemeen Dagblad
Newspapers,3296840,2021-03-12,De Volkskrant
Newspapers,3289259,2021-03-05,NRC Handelsblad
Newspapers,3289517,2021-03-06,De Telegraaf
Newspapers,3283532,2021-02-27,Algemeen Dagblad
Newspapers,2756628,2021-02-05,Trouw
Newspapers,2736192,2021-01-26,NRC Handelsblad
Newspapers,2721856,2021-01-23,NRC Handelsblad
Newspapers,2754635,2021-01-29,Trouw
Newspapers,2732111,2021-01-25,Trouw
Newspapers,2756696,2021-02-05,De Telegraaf
Newspapers,3297368,2021-03-13,De Volkskrant
Newspapers,2721880,2021-01-23,NRC Handelsblad
Newspapers,2758749,2021-02-08,De Telegraaf
Newspapers,2762850,2021-02-11,De Telegraaf
Newspapers,2865254,2021-02-26,Algemeen Dagblad
Newspapers,2736247,2021-01-27,De Telegraaf
Newspapers,2754697,2021-01-27,Algemeen Dagblad
Newspapers,2769035,2021-02-22,Algemeen Dagblad
Newspapers,2769036,2021-02-22,Algemeen Dagblad
Newspapers,2754699,2021-01-27,Algemeen Dagblad
Newspapers,2728081,2021-01-22,Algemeen Dagblad
Newspapers,2670741,2021-01-05,Algemeen Dagblad
Newspapers,2762906,2021-02-11,Algemeen Dagblad
Newspapers,2721950,2021-01-23,NRC Handelsblad
Newspapers,2758823,2021-02-08,De Telegraaf
Newspapers,3297520,2021-03-13,Trouw
Newspapers,2715901,2021-01-12,Algemeen Dagblad
Newspapers,2713859,2021-01-15,De Volkskrant
Newspapers,2713878,2021-01-15,De Volkskrant
Newspapers,2763054,2021-02-11,NRC Handelsblad
Newspapers,3285297,2021-03-02,De Volkskrant
Newspapers,3289404,2021-03-06,Trouw
Newspapers,2763072,2021-02-11,NRC Handelsblad
Newspapers,2713935,2021-01-16,De Volkskrant
Newspapers,2756953,2021-02-05,De Volkskrant
Newspapers,3285375,2021-03-01,Trouw
Newspapers,2714004,2021-01-16,De Volkskrant
Newspapers,2755019,2021-01-30,De Volkskrant
Newspapers,2691532,2021-01-14,De Telegraaf
Newspapers,2769375,2021-02-23,Trouw
Newspapers,3297782,2021-03-13,NRC Handelsblad
Newspapers,2755083,2021-01-30,Trouw
Newspapers,3297826,2021-03-15,Trouw
Newspapers,2767404,2021-02-19,De Volkskrant
Newspapers,2755135,2021-02-01,Trouw
Newspapers,2716266,2021-01-16,Algemeen Dagblad
Newspapers,2763380,2021-02-12,Algemeen Dagblad
Newspapers,3285634,2021-03-01,NRC Handelsblad
Newspapers,3287722,2021-03-05,Trouw
Newspapers,3298146,2021-03-15,De Volkskrant
Newspapers,2741133,2021-01-27,NRC Handelsblad
Newspapers,3285934,2021-03-04,Trouw
Newspapers,3298247,2021-03-16,Trouw
Newspapers,2675726,2021-01-07,Algemeen Dagblad
Newspapers,3298359,2021-03-16,De Telegraaf
Newspapers,2757714,2021-02-06,De Telegraaf
Newspapers,2761828,2021-02-09,De Telegraaf
Newspapers,2692227,2021-01-15,De Telegraaf
Newspapers,3298469,2021-03-16,De Telegraaf
Newspapers,3298578,2021-03-16,De Volkskrant
Newspapers,3298581,2021-03-16,De Volkskrant
Newspapers,2757922,2021-02-06,De Volkskrant
Newspapers,2766141,2021-02-18,Trouw
Newspapers,2864473,2021-02-25,Trouw
Newspapers,2762120,2021-02-09,NRC Handelsblad
Newspapers,2712990,2021-01-20,NRC Handelsblad
Newspapers,2762158,2021-02-10,Trouw
Newspapers,2762165,2021-02-10,Trouw
Newspapers,2766276,2021-02-19,De Telegraaf
Newspapers,2717146,2021-01-23,Trouw
Newspapers,2762219,2021-02-10,Trouw
Newspapers,2754108,2021-02-02,De Telegraaf
Newspapers,2672251,2021-01-06,Trouw
Newspapers,2762410,2021-02-10,Algemeen Dagblad
Newspapers,2766515,2021-02-19,Trouw
Newspapers,2672321,2021-01-06,De Telegraaf
Newspapers,2672355,2021-01-06,De Telegraaf
Newspapers,2762490,2021-02-10,De Volkskrant
Newspapers,2762504,2021-02-10,De Volkskrant
Newspapers,2766614,2021-02-19,NRC Handelsblad
Newspapers,2766674,2021-02-20,Trouw
Newspapers,2713433,2021-01-09,De Volkskrant
Newspapers,2676576,2021-01-07,NRC Handelsblad
Newspapers,2864992,2021-02-26,Trouw
Newspapers,2865038,2021-02-26,Trouw
Newspapers,2733970,2021-01-26,Algemeen Dagblad
Newspapers,2754467,2021-01-28,Trouw
Newspapers,2754481,2021-01-27,De Volkskrant
Newspapers,3295157,2021-03-09,Trouw
Newspapers,2762694,2021-02-11,Trouw
Newspapers,2758600,2021-02-06,NRC Handelsblad
Newspapers,2672587,2021-01-06,De Volkskrant
Newspapers,2758633,2021-02-06,NRC Handelsblad
Newspapers,2755655,2021-01-30,Algemeen Dagblad
Newspapers,2755681,2021-01-30,Algemeen Dagblad
Newspapers,2763896,2021-02-13,Algemeen Dagblad
Newspapers,2751796,2021-01-30,De Telegraaf
Newspapers,2751813,2021-01-30,De Telegraaf
Newspapers,2715047,2021-01-19,Trouw
Newspapers,2764218,2021-02-13,NRC Handelsblad
Newspapers,2715106,2021-01-20,Trouw
Newspapers,2715181,2021-01-21,Trouw
Newspapers,2756155,2021-02-04,Trouw
Newspapers,2764354,2021-02-15,Trouw
Newspapers,2715282,2021-01-21,NRC Handelsblad
Newspapers,2767602,2021-02-08,De Volkskrant
Newspapers,3296007,2021-03-11,Trouw
Newspapers,3292958,2021-03-08,Trouw
Newspapers,2767692,2021-02-09,De Volkskrant
Newspapers,2767693,2021-02-09,De Volkskrant
Newspapers,2755414,2021-02-02,De Volkskrant
Newspapers,2714511,2021-01-11,Trouw
Newspapers,3293078,2021-03-08,De Telegraaf
Newspapers,3293077,2021-03-08,De Telegraaf
Newspapers,2710428,2021-01-20,De Telegraaf
Newspapers,3287974,2021-03-05,Algemeen Dagblad
Newspapers,2767789,2021-02-09,Trouw
Newspapers,2678702,2021-01-09,De Telegraaf
Newspapers,2714547,2021-01-12,Trouw
Newspapers,2678716,2021-01-09,De Telegraaf
Newspapers,3288032,2021-03-05,De Volkskrant
Newspapers,2670559,2021-01-05,De Telegraaf
Newspapers,3297268,2021-03-13,Algemeen Dagblad
Newspapers,2733739,2021-01-26,Trouw
Newspapers,2668210,2021-01-04,De Telegraaf
Newspapers,2733749,2021-01-26,Trouw
Newspapers,2709188,2021-01-19,De Telegraaf
Newspapers,2709200,2021-01-19,De Telegraaf
Newspapers,2709206,2021-01-19,De Telegraaf
Newspapers,2766556,2021-02-19,Trouw
Newspapers,2864867,2021-02-25,De Volkskrant
Newspapers,2766594,2021-02-19,NRC Handelsblad
Newspapers,2864908,2021-02-25,NRC Handelsblad
Newspapers,2733861,2021-01-26,De Telegraaf
Newspapers,2676536,2021-01-07,NRC Handelsblad
Newspapers,2766649,2021-02-19,NRC Handelsblad
Newspapers,2864977,2021-02-26,Trouw
Newspapers,2676564,2021-01-07,NRC Handelsblad
Newspapers,2676582,2021-01-07,NRC Handelsblad
Newspapers,2733940,2021-01-26,De Telegraaf
Newspapers,2676602,2021-01-08,Trouw
Newspapers,3293084,2021-03-08,De Telegraaf
Newspapers,2766862,2021-02-20,De Telegraaf
Newspapers,2865195,2021-02-26,De Telegraaf
Newspapers,2865225,2021-02-26,Algemeen Dagblad
Newspapers,3293100,2021-03-08,De Telegraaf
Newspapers,2758751,2021-02-08,De Telegraaf
Newspapers,2676873,2021-01-08,Algemeen Dagblad
Newspapers,2676954,2021-01-08,De Volkskrant
Newspapers,2676984,2021-01-08,De Volkskrant
Newspapers,2767121,2021-02-20,De Volkskrant
Newspapers,2693432,2021-01-15,NRC Handelsblad
Newspapers,3283340,2021-02-27,De Telegraaf
Newspapers,2693528,2021-01-16,De Telegraaf
Newspapers,2693529,2021-01-16,De Telegraaf
Newspapers,2693574,2021-01-16,De Telegraaf
Newspapers,2767333,2021-02-20,NRC Handelsblad
Newspapers,2767372,2021-02-20,NRC Handelsblad
Newspapers,3283541,2021-02-27,Algemeen Dagblad
Newspapers,2767498,2021-02-02,Trouw
Newspapers,2767499,2021-02-02,Trouw
Newspapers,2767511,2021-02-02,Trouw
Newspapers,2767551,2021-02-02,Trouw
Newspapers,2710336,2021-01-19,NRC Handelsblad
Newspapers,3283779,2021-02-27,Trouw
Newspapers,2710345,2021-01-19,NRC Handelsblad
Newspapers,2710351,2021-01-19,NRC Handelsblad
Newspapers,2710374,2021-01-19,NRC Handelsblad
Newspapers,3283826,2021-02-27,Trouw
Newspapers,3283830,2021-02-27,Trouw
Newspapers,2767778,2021-02-09,Trouw
Newspapers,2767784,2021-02-09,Trouw
Newspapers,3283900,2021-02-27,NRC Handelsblad
Newspapers,3283901,2021-02-27,NRC Handelsblad
Newspapers,2767840,2021-02-03,Trouw
Newspapers,2767844,2021-02-03,Trouw
Newspapers,2767869,2021-02-03,Trouw
Newspapers,2710576,2021-01-20,De Telegraaf
Newspapers,2710580,2021-01-20,De Telegraaf
Newspapers,2751708,2021-01-29,NRC Handelsblad
Newspapers,2751842,2021-01-30,De Telegraaf
Newspapers,2743735,2021-01-28,De Telegraaf
Newspapers,2670588,2021-01-05,De Telegraaf
Newspapers,2751992,2021-01-30,NRC Handelsblad
Newspapers,2752142,2021-02-01,De Telegraaf
Newspapers,2727637,2021-01-18,Algemeen Dagblad
Newspapers,3292913,2021-03-08,Trouw
Newspapers,2727764,2021-01-19,Algemeen Dagblad
Newspapers,2670425,2021-01-04,NRC Handelsblad
Newspapers,2676614,2021-01-08,Trouw
Newspapers,3293061,2021-03-08,De Telegraaf
Newspapers,2676620,2021-01-08,Trouw
Newspapers,2766736,2021-02-20,Trouw
Newspapers,2727820,2021-01-20,Algemeen Dagblad
Newspapers,2733972,2021-01-26,Algemeen Dagblad
Newspapers,3293063,2021-03-08,De Telegraaf
Newspapers,2670497,2021-01-05,Trouw
Newspapers,2676648,2021-01-08,Trouw
Newspapers,2686889,2021-01-11,NRC Handelsblad
Newspapers,3293066,2021-03-08,De Telegraaf
Newspapers,2734003,2021-01-26,Algemeen Dagblad
Newspapers,2678711,2021-01-09,De Telegraaf
Newspapers,2686914,2021-01-11,NRC Handelsblad
Newspapers,2758601,2021-02-06,NRC Handelsblad
Newspapers,2865105,2021-02-26,De Telegraaf
Newspapers,2670578,2021-01-05,De Telegraaf
Newspapers,2758646,2021-02-06,NRC Handelsblad
Newspapers,2768895,2021-02-22,De Telegraaf
