iisID,wave,start_date,end_date,duration_min,progress,A1,A1_not,A1_vote,A2,A2_otherparty,order_A2,A3,order_A3,A3_1,A3_2,A3_3,A3_4,A3_5,A3_6,A3_7,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,order_B2,B3_1,B3_2,B3_3,B3_4,B3_5,B3_6,B3_7,B3_8,B3_9,B3_10,B3_11,B3_12,B3_13,H1,H2,H7,H7a,H7b,H8,H9,H10,I1_1,I1_2,I1_3,I1_4,I1_5,I1_6,I1_7,I1_8,I1_9,I2_1,I2_2,I2_3,I2_4,I2_5,I2_6,I2_7,I2_8,I2_9,I2_10,I2_11,I2_12,I2_13,I2_other,I3_17,I3_1,I3_2,I3_3,I3_4,I3_5,I3_6,I3_7,I3_8,I3_9,I3_10,I3_11,I3_12,I3_13,I3_14,I3_15,I3_other,I4_1,I4_2,I4_3,I4_4,I4_5,I4_6,I4_7,I4_8,I4_15,I4_other_blogs,I4_other_sites,I5_1,I5_2,I5_3,I5_4,I5_5,I5_6,I5_7,I5_8,I5_9,I5_10,I5_11,I5_other,I6_1,I6_2,I6_3,I6_4,I6_5,I6_6,I6_other,I7_1,I7_2,I7_12,I7_3,I7_4,I7_5,I7_6,I7_7,I7_8,I7_9,I7_11,I7_other
112001325639,wave 1,2021-02-02T18:43:25Z,2021-02-02T18:52:33Z,9.13,100,1,NA,Het is een recht waar ik gebruik van maak,999,NA,2|13|6|7|11|8|1|4|10|5|9|12|3|14|15|16,3|6|7|0|0|0|0,2|4|8|11|5|1|6|9|10|13|7|12|3,3,6,7,0,0,0,0,2,2,2,2,2,2,2,1,2,2,2,2,1,1|4|6|10|3|11|12|7|9|5|8|13|2,6,5,6,2,2,6,7,999,2,3,6,6,999,3,2,1,2,4,Grondwet,Willem van oranje,Betere verdeling arm en rijk minder grote verschillen,7,7,2,1,1,1,5,2,1,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Geen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Geen,NA,NA,NA,NA,NA,1,Geen,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
112001327004,wave 1,2021-02-04T15:11:55Z,2021-02-04T15:18:03Z,6.12,100,1,NA,Het is nodig deze regering heeft alles kapot gemaakt,11,NA,7|11|9|6|3|10|12|5|4|1|13|8|2|14|15|16,3|6|8|11|0|0|0,4|1|8|13|10|6|7|11|3|2|5|9|12,3,6,8,11,0,0,0,2,1,2,1,3,1,1,1,1,999,1,3,1,2|12|10|9|3|6|5|4|11|13|8|1|7,2,999,1,999,1,999,999,999,999,999,999,1,999,2,3,1,0,5,WO II,geen idee,socialer en minder vrije markt hopelijk komen de zorg en huizenkosten dan weer op orde,3,2,0,4,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,nee,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112001328696,wave 1,2021-02-02T18:12:31Z,2021-02-02T18:18:55Z,6.4,100,1,NA,Omdat ik dat belangrijk vind,6,NA,6|12|11|4|13|3|7|8|1|9|2|5|10|14|15|16,1|2|3|6|7|0|0,10|11|8|12|5|3|6|4|13|7|1|9|2,1,2,3,6,7,0,0,3,2,2,3,3,2,2,999,2,2,2,3,999,5|2|1|4|11|12|9|13|7|3|6|8|10,2,6,5,2,0,7,7,999,0,2,4,3,999,3,3,1,1,2,De tweede wereldoorlog,Willem van Oranje  de Vader des Vaderlands,Dat we de klimaatproblemen onder controle krijgen,5,6,3,6,0,0,3,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NRC.nl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112001328805,wave 1,2021-02-02T19:35:31Z,2021-02-02T19:53:21Z,17.83,100,1,NA,instandhouding democratie,14,NA,2|3|12|5|6|11|1|8|7|13|9|4|10|14|15|16,1|6|9|12|0|0|0,8|11|2|4|10|6|5|13|12|1|9|3|7,1,6,9,12,0,0,0,2,2,3,2,1,3,3,999,3,1,3,2,1,9|2|13|6|3|10|5|4|12|1|11|7|8,9,8,5,4,999,7,8,999,3,999,6,9,999,3,4,1,0,1,Grondwet van Thorbecke,Willem van Oranje,Meer kijken naar het oosten zoals duitsland polen en rusland,7,7,5,7,4,4,2,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Geen,NA,NA,NA,NA,NA,1,Geen,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA
112001334521,wave 1,2021-02-02T19:24:53Z,2021-02-02T19:32:04Z,7.18,100,1,NA,is een groot goed en je kunt afrekenen met huidige kabinet,9,NA,5|3|7|4|6|9|10|1|13|11|2|8|12|14|15|16,9|11|0|0|0|0|0,8|9|13|4|7|6|10|12|5|2|3|11|1,9,11,0,0,0,0,0,1,1,1,1,2,1,2,999,2,1,1,3,1,11|6|10|5|9|13|4|8|2|3|12|7|1,999,999,999,999,5,999,6,999,8,999,999,3,999,3,3,4,3,6,lock down,een van de zeehelden,aow terug naar vijfenzestig jaar of eerder,7,0,0,2,0,0,3,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
112001334949,wave 1,2021-02-07T14:52:14Z,2021-02-07T16:15:16Z,83.03,100,1,NA,Belangrijk om mijn keuze kenbaar te maken,6,NA,2|6|11|8|9|7|13|5|12|10|4|1|3|14|15|16,6|7|0|0|0|0|0,11|9|3|7|2|12|6|5|1|4|10|8|13,6,7,0,0,0,0,0,999,999,1,999,1,999,999,999,2,999,999,3,999,9|2|1|5|12|6|7|13|4|11|8|3|10,999,999,999,999,999,999,999,999,0,999,999,7,999,2,2,2,0,0,Tweede Wereldoorlog,Geen idee,Stabiliteit,6,1,0,0,0,0,2,5,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112001335531,wave 1,2021-02-12T11:35:57Z,2021-02-12T11:45:52Z,9.92,100,998,NA,NA,1,NA,1|3|10|8|4|6|5|12|11|13|2|7|9|14|15|16,1|7|0|0|0|0|0,13|7|10|11|5|9|12|3|8|1|4|6|2,1,7,0,0,0,0,0,2,1,2,2,3,2,3,2,2,1,2,1,1,10|3|11|12|2|1|13|8|6|4|5|7|9,7,999,5,5,0,5,7,6,5,999,6,999,999,1,2,2,0,6,NA,drees,meer eenheid,5,5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112001336641,wave 1,2021-02-03T13:41:54Z,2021-02-03T13:56:27Z,14.55,100,1,NA,Ik vind dat ik gebruik moet maken van mijn stemrecht,7,NA,11|9|7|2|10|1|5|13|12|8|4|6|3|14|15|16,3|6|7|0|0|0|0,8|10|5|2|13|7|9|1|3|11|4|6|12,3,6,7,0,0,0,0,1,1,2,1,2,2,2,1,2,999,2,2,1,6|4|11|8|7|10|1|12|9|13|5|2|3,999,999,6,999,4,6,7,999,5,999,6,7,999,1,3,1,0,2,NA,NA,veel meer aandacht voor de klimaatverandering,5,4,2,1,1,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112001336723,wave 1,2021-02-02T21:09:33Z,2021-02-02T21:31:38Z,22.07,100,1,NA,vind het belangrijk om mijn stem uit te brengen ten einde de juiste partij in de regering te krijgen,999,NA,7|2|8|6|9|4|5|3|11|12|1|13|10|14|15|16,1|7|11|12|0|0|0,8|12|3|7|9|11|4|13|2|10|6|1|5,1,7,11,12,0,0,0,3,1,2,2,1,2,2,1,2,1,2,3,1,3|9|1|6|7|10|8|5|11|2|13|12|4,7,999,5,5,999,5,7,999,6,999,7,7,999,2,2,2,0,0,de opbouw van de Nederlandse economie,DREES,MEER RESPECT TONEN VOOR ELKAAR EN TOLERANTIE EN ZORGEN DAT HET HIER WAT PLEZIERIGER WORDT OM TE WONEN,5,6,2,5,0,0,2,0,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112001338107,wave 1,2021-02-02T18:21:56Z,2021-02-02T18:33:30Z,11.57,100,1,NA,Stemmen is een RECHT en kan je invloed uitoefenen,7,NA,2|5|12|4|8|9|10|6|7|3|11|13|1|14|15|16,1|3|6|7|11|0|0,2|5|11|3|4|7|12|9|1|6|10|8|13,1,3,6,7,11,0,0,2,1,1,1,999,1,2,1,1,1,2,1,1,1|5|13|3|4|8|6|2|7|11|9|10|12,4,999,999,999,999,999,8,999,999,999,6,999,999,3,3,1,2,2,Tweede Wereldoorlog,Drees,Meer overheid minder markt,7,7,7,2,0,0,5,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112001339326,wave 1,2021-02-02T18:47:33Z,2021-02-02T18:55:00Z,7.45,100,1,NA,Niet stemmen is een kans voor de oppositie,12,NA,6|10|7|12|5|2|11|4|3|13|9|8|1|14|15|16,1|2|7|12|0|0|0,5|7|3|10|12|4|13|1|9|8|6|11|2,1,2,7,12,0,0,0,3,1,3,999,999,3,2,999,3,999,999,3,999,3|10|11|12|5|13|4|2|9|7|6|8|1,0,999,0,999,999,0,7,999,0,999,999,10,999,3,3,1,0,0,Democratie zonder geweld,Drees,Acceptatie van elkaar,7,7,7,7,0,0,7,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112001340656,wave 1,2021-02-03T12:27:06Z,2021-02-03T12:36:20Z,9.22,100,998,NA,NA,999,NA,10|9|2|3|4|12|7|5|11|13|1|6|8|14|15|16,9|12|0|0|0|0|0,3|7|10|2|12|13|5|6|9|8|11|1|4,9,12,0,0,0,0,0,2,1,1,1,3,3,1,999,2,1,1,3,999,6|8|4|12|7|11|1|5|9|3|10|13|2,1,999,999,999,0,2,999,999,6,999,999,6,999,2,2,2,0,0,weet ik niet,willem van oranje,een fijn en gezond leven voor iedereen in nederland,6,6,6,4,6,2,6,3,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,niet van toepassing,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,niet van toepassing
112001340929,wave 1,2021-02-07T19:55:28Z,2021-02-07T20:24:30Z,29.03,100,1,NA,gebruik maken van mijn kiesrecht,1,NA,12|4|11|3|2|6|9|8|5|7|10|1|13|14|15|16,1|2|10|12|0|0|0,8|2|7|3|13|10|6|12|11|5|9|1|4,1,2,10,12,0,0,0,3,2,2,1,999,2,3,1,1,1,2,3,999,6|5|13|9|4|8|7|3|1|10|11|12|2,5,8,4,999,999,3,7,999,999,999,3,5,999,2,3,2,3,6,De bevrijding van NL door de overwinning van de geallieerden op de nazi's waardoor we nog steeds met onze geallieerden in een democratie wonen,Thorbecke,Dat de Nederlander trots is op zijnhaar land met respect voor de identiteit en geschiedenis van NL en dit te laten zien in een samenleving waar iedereen er toe doet,7,4,2,6,0,0,2,4,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,Leeuwarder Courant,1,1,1,NA,NA,1,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,geen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,Leeuwarder Courant
112001341175,wave 1,2021-02-02T18:31:41Z,2021-02-02T18:33:08Z,1.43,28,998,NA,NA,999,NA,11|2|5|13|9|6|10|8|7|1|12|3|4|14|15|16,7|13|0|0|0|0|0,11|1|10|6|5|12|4|9|7|3|13|2|8,7,13,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112001343168,wave 1,2021-02-02T17:22:57Z,2021-02-02T17:42:49Z,19.87,100,1,NA,Het is je democratische plicht Als je niet stemt verspeel je je recht om je mening te geven,12,NA,11|10|8|5|4|1|7|2|3|13|12|9|6|14|15|16,1|2|12|0|0|0|0,1|2|5|8|7|9|11|13|10|6|12|3|4,1,2,12,0,0,0,0,3,2,2,1,1,2,1,1,2,1,2,3,1,8|1|13|5|11|12|2|3|7|10|9|4|6,7,8,5,999,999,5,999,999,1,999,4,7,999,2,2,1,0,3,Tweede wereldoorlog,Thorbecke,Toleranter  en respectvoller met elkaar omgaan,7,6,0,2,0,2,4,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112001344450,wave 1,2021-02-03T13:10:03Z,2021-02-03T13:18:26Z,8.38,100,1,NA,mijnpolitieke voorkeur uitspreken,12,NA,7|11|13|8|3|10|4|1|9|2|12|5|6|14|15|16,1|12|0|0|0|0|0,12|10|5|7|11|13|2|8|3|9|4|6|1,1,12,0,0,0,0,0,2,2,2,1,2,2,1,999,2,1,1,3,1,4|8|12|10|7|13|11|1|9|3|5|6|2,4,7,3,999,3,1,1,999,5,999,999,9,999,2,2,1,1,3,opbouw en handhaving democratie,onafhankelijk willen zijn,democratie en vrijheid van meningsuiting handhaven,7,7,1,4,1,1,1,7,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA
112001344487,wave 1,2021-02-02T17:34:34Z,2021-02-02T17:46:37Z,12.05,100,1,NA,Blij dat ik mag stemmen in een democratie waar nog veel goed gaat,2,NA,12|2|6|3|4|7|8|1|10|11|5|9|13|14|15|16,1|2|6|12|0|0|0,5|9|12|6|2|11|10|4|8|1|7|3|13,1,2,6,12,0,0,0,3,3,2,2,2,2,2,1,2,2,2,2,1,4|8|13|9|11|6|10|1|12|7|3|2|5,3,9,5,1,0,6,3,999,0,2,3,7,999,3,3,1,0,2,Tweede Wereldoorlog,Willem van oranje,Land waarin we verdraagzaam maar flink de discussie aangaan,7,6,7,7,7,3,0,5,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,ND,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
112001345079,wave 1,2021-02-12T19:56:01Z,2021-02-12T20:08:04Z,12.03,100,1,NA,Stemmen is een recht,7,NA,4|9|10|3|1|8|5|6|7|11|13|2|12|14|15|16,1|6|7|11|0|0|0,7|8|6|3|12|1|9|10|11|13|4|2|5,1,6,7,11,0,0,0,3,2,2,1,3,3,3,2,2,1,2,3,2,12|6|4|13|2|11|8|9|5|1|7|10|3,7,7,5,999,0,6,8,7,6,999,7,8,3,2,2,1,0,1,Tweede  wereld oorlog,Willem van oranje,Je veilig voelen in eigen land en geen aanpassingen,7,7,2,3,0,0,4,7,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
112001345588,wave 1,2021-02-02T19:09:25Z,2021-02-02T19:16:16Z,6.83,100,1,NA,wil dat onze stem niet verloren gaat,12,NA,7|8|13|5|2|10|1|11|3|9|4|6|12|14|15|16,11|12|0|0|0|0|0,2|8|7|12|9|6|13|10|3|4|1|11|5,11,12,0,0,0,0,0,1,1,1,1,1,2,1,1,1,1,2,2,1,8|6|11|10|9|7|2|4|13|12|1|3|5,999,999,999,999,999,2,999,999,999,999,5,8,999,2,3,1,7,6,de pandomie,geen idee,gezondheid voor iedereen,3,5,3,3,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,geen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112001345933,wave 1,2021-02-02T17:31:27Z,2021-02-02T17:42:11Z,10.72,100,1,NA,Dat is de enige manier om invloed te hebben,2,NA,4|11|9|1|7|10|6|3|5|13|12|2|8|14|15|16,2|7|0|0|0|0|0,11|8|2|12|5|4|7|9|3|13|1|6|10,2,7,0,0,0,0,0,1,2,1,1,3,1,2,1,1,999,2,1,1,12|3|6|2|7|4|1|8|5|13|9|10|11,999,9,999,999,0,999,6,999,999,999,7,999,999,3,3,1,0,5,Tweede wereldoorlog,Willem van oranje,Een toekomst met mensen die allemaal genoeg verdienen om zichzelf en hun gezin te onderhouden en voor iedereen een betaalbaar dak boven het hoofd,7,6,7,2,0,0,2,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Geen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112001346361,wave 1,2021-02-03T08:01:16Z,2021-02-03T08:09:17Z,8,100,1,NA,democratische noodzaak,7,NA,12|13|5|3|1|9|7|2|11|4|8|6|10|14|15|16,1|3|6|7|12|0|0,11|4|10|6|12|8|7|5|2|13|3|1|9,1,3,6,7,12,0,0,3,3,2,2,3,3,3,1,3,2,3,3,2,5|8|12|13|2|10|3|11|6|4|7|1|9,5,6,3,2,0,7,8,999,2,4,4,5,2,2,3,1,1,7,republiek van de verenigde nederlanden zestiende eeuw,Torbecke,minder tegenstellingen en activisten,7,7,2,0,0,0,2,0,0,NA,1,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112001346561,wave 1,2021-02-03T21:40:06Z,2021-02-03T22:21:45Z,41.63,100,1,NA,Belangrijk ook al om te voorkomen dat  ander meer zetels haalt,1,NA,4|9|10|12|5|13|3|7|2|6|1|8|11|14|15|16,1|7|12|0|0|0|0,3|4|13|7|12|11|10|9|8|2|6|1|5,1,7,12,0,0,0,0,3,2,3,1,2,3,3,1,3,999,2,2,999,11|12|6|8|13|1|2|5|10|7|9|4|3,8,6,7,999,0,1,6,999,0,999,4,7,999,3,2,1,1,2,Veel maar invulling wordt niet geaccepteerd,Huigens,Max zes politieke partijen en of kiesdrempel,7,7,1,0,0,3,4,6,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,Telegraaf en AD via App,1,1,1,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Stentor. AD. Telegraaf  app s,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,De Stentor
112001346798,wave 1,2021-02-03T18:08:47Z,2021-02-03T18:19:27Z,10.65,100,1,NA,vind het een burgerplicht,12,NA,11|5|1|2|7|12|13|6|3|10|4|8|9|14|15|16,1|3|12|0|0|0|0,13|9|6|7|11|1|10|5|12|2|4|3|8,1,3,12,0,0,0,0,3,2,3,2,3,2,3,1,3,2,2,3,1,4|10|5|2|7|9|13|11|6|3|12|8|1,8,7,7,3,1,4,7,999,3,6,5,8,999,2,3,1,0,7,weet niet,Willem Drees,kennis economie bevorderen,7,7,7,3,0,3,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Brabants Dagblad,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NOS.nl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NOS.nl,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,Brabants Dagblad
112001347762,wave 1,2021-02-03T10:23:27Z,2021-02-03T10:33:50Z,10.38,100,1,NA,Recht Invloed Democratie,6,NA,7|10|4|3|8|13|5|9|1|11|12|6|2|14|15|16,2|3|6|7|11|0|0,2|9|8|6|13|5|4|10|12|3|1|11|7,2,3,6,7,11,0,0,2,1,1,1,1,1,1,1,2,1,2,3,1,6|5|12|1|7|11|8|2|3|9|13|4|10,4,999,999,999,999,999,999,999,2,999,4,4,999,3,3,1,3,4,Overstromingen,Willem van Oranje,Ruimte en aandacht voor iedereen in een vredige en schone wereld,7,6,3,6,6,1,4,6,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
112001348618,wave 1,2021-02-02T18:46:03Z,2021-02-02T18:52:49Z,6.75,100,1,NA,Belangrijk om van je recht gebruik te maken ivm democratie,999,NA,8|1|10|3|9|13|2|7|12|11|5|6|4|14|15|16,8|9|0|0|0|0|0,12|5|4|13|1|6|9|8|3|2|10|11|7,8,9,0,0,0,0,0,2,1,2,2,1,2,2,1,2,1,2,2,1,8|1|12|10|6|13|7|3|5|4|9|11|2,7,999,5,5,999,6,6,999,7,999,6,6,999,1,3,1,0,4,Oorlogen,Thorbecke,Meer verdraagzaamheid,7,7,4,7,0,0,0,0,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
