iisID,wave,start_date,end_date,duration_min,progress,A1,A1_not,A1_vote,A2,A2_otherparty,order_A2,A3,order_A3,A3_1,A3_2,A3_3,A3_4,A3_5,A3_6,A3_7,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B2_9,B2_10,B2_11,B2_12,B2_13,order_B2,B3_1,B3_2,B3_3,B3_4,B3_5,B3_6,B3_7,B3_8,B3_9,B3_10,B3_11,B3_12,B3_13,H1,H2,H7,H7a,H7b,H8,H9,H10,I1_1,I1_2,I1_3,I1_4,I1_5,I1_6,I1_7,I1_8,I1_9,I2_1,I2_2,I2_3,I2_4,I2_5,I2_6,I2_7,I2_8,I2_9,I2_10,I2_11,I2_12,I2_13,I2_other,I3_17,I3_1,I3_2,I3_3,I3_4,I3_5,I3_6,I3_7,I3_8,I3_9,I3_10,I3_11,I3_12,I3_13,I3_14,I3_15,I3_other,I4_1,I4_2,I4_3,I4_4,I4_5,I4_6,I4_7,I4_8,I4_15,I4_other_blogs,I4_other_sites,I5_1,I5_2,I5_3,I5_4,I5_5,I5_6,I5_7,I5_8,I5_9,I5_10,I5_11,I5_other,I6_1,I6_2,I6_3,I6_4,I6_5,I6_6,I6_other,I7_1,I7_2,I7_12,I7_3,I7_4,I7_5,I7_6,I7_7,I7_8,I7_9,I7_11,I7_other
112000069901,wave 1,2021-02-01T10:54:07Z,2021-02-01T11:02:15Z,8.12,100,1,NA,erg belangrijk vooral nu,9,NA,13|6|7|10|8|2|3|12|11|5|1|9|4|14|15|16,5|9|11|0|0|0|0,6|5|8|9|1|4|3|11|2|12|13|7|10,5,9,11,0,0,0,0,2,3,3,3,3,3,2,2,3,2,3,3,2,8|11|7|6|1|9|3|10|2|12|5|13|4,2,6,1,1,8,1,5,4,9,6,7,4,4,3,2,3,5,1,verschillende afkomsten kan nooit goed gaan,drees,aanpassingen,5,1,5,0,2,0,6,0,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112000081561,wave 1,2021-02-01T10:42:07Z,2021-02-01T10:48:02Z,5.9,100,1,NA,mijn plicht en inspraak,12,NA,11|3|8|9|13|6|7|10|5|12|2|1|4|14|15|16,1|3|12|0|0|0|0,3|13|8|1|10|2|11|9|7|12|5|6|4,1,3,12,0,0,0,0,2,999,2,999,999,2,3,1,2,999,1,3,999,10|8|11|12|7|1|2|3|13|6|9|4|5,3,999,6,999,999,3,7,999,1,999,999,8,999,3,2,1,1,1,corona,vrijheid,corona vrij,7,6,0,2,4,0,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
112000096495,wave 1,2021-02-01T15:13:51Z,2021-02-01T15:22:26Z,8.58,100,1,NA,kan ik tenminste klagen ook op mijzelf,7,NA,9|5|8|11|6|12|7|1|13|3|4|2|10|14|15|16,3|6|12|0|0|0|0,5|10|2|9|1|7|3|11|4|6|12|13|8,3,6,12,0,0,0,0,2,1,2,1,3,2,2,1,2,1,1,3,999,12|6|11|2|10|5|13|8|4|9|7|1|3,5,999,5,999,0,3,6,999,0,999,999,6,999,2,2,1,0,0,immigratie en emigratie,geen idee,dat we weer eens naar elkaar gaan luisteren,7,7,7,2,3,0,7,7,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,weet niet,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA
112000115382,wave 1,2021-02-01T11:24:01Z,2021-02-01T11:36:26Z,12.42,100,1,NA,Ik vind mijn stem belangrijk om mijn mening te kunnen uitdragen,11,NA,7|3|10|8|4|6|2|5|12|9|1|13|11|14|15|16,7|11|0|0|0|0|0,2|13|6|11|4|8|12|5|1|9|10|7|3,7,11,0,0,0,0,0,1,999,1,999,2,2,1,999,2,999,3,3,999,11|4|7|12|8|2|9|10|3|1|13|5|6,999,999,999,999,4,7,999,999,3,999,8,6,999,2,3,1,8,5,Weet ik niet,Drees,Vrije meningsuiting en saamhorigheid,7,6,1,1,1,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Geen een,NA,NA,NA,NA,NA,1,Geen,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112000119477,wave 1,2021-02-01T13:47:10Z,2021-02-01T13:56:52Z,9.68,100,1,NA,als ik niet stem mag ik me ook nergens mee bemoeien of klagen,7,NA,10|13|7|3|2|1|11|6|4|8|5|9|12|14|15|16,1|7|11|0|0|0|0,3|13|8|2|11|9|12|6|5|4|7|1|10,1,7,11,0,0,0,0,2,1,1,999,999,1,1,999,2,1,2,2,999,9|12|8|11|10|13|2|7|4|1|3|5|6,5,999,999,999,999,999,999,999,0,999,6,2,999,3,3,2,0,5,invoering pensioenwet,Willem Drees,rust respect en inkomensnivellering,7,1,5,0,3,3,5,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,geen,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112000122045,wave 1,2021-02-02T13:31:10Z,2021-02-02T13:38:26Z,7.27,100,1,NA,Omdat ik hoop dat mijn stem mede gaat bepalen welke partijen gaan regeren en omdat ik onderdeel wil zijn van de democratie,999,NA,11|4|1|2|13|6|10|12|7|9|5|3|8|14|15|16,1|11|0|0|0|0|0,5|4|12|6|11|10|2|13|9|3|7|1|8,1,11,0,0,0,0,0,3,1,3,1,2,3,2,1,2,1,3,3,1,8|10|11|5|12|7|1|4|13|9|3|2|6,5,999,6,999,2,4,7,999,4,999,8,3,999,2,3,1,8,0,De Tweede Wereldoorlog,Pim Fortuyn,Dat Nederland minder dicht bevolkt zou zijn en dat wij meer respect voor elkaar zouden hebben en dat Nederland veiliger wordt en minder afhankelijk van de Europese Unie zou zijn,6,0,1,1,4,0,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,nee,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112000122927,wave 1,2021-02-01T15:03:25Z,2021-02-01T15:26:23Z,22.97,100,1,NA,omdat het mijn burgerplicht is,2,NA,2|7|8|6|13|9|12|10|1|11|5|4|3|14|15|16,1|2|10|12|0|0|0,13|3|10|9|1|8|11|2|4|12|7|5|6,1,2,10,12,0,0,0,2,2,2,2,3,3,2,1,3,2,2,2,1,10|11|7|2|4|8|6|13|9|5|1|3|12,6,9,5,3,0,2,6,999,2,7,5,8,999,2,2,1,0,0,het opruien en opstandig wezen van mensen tegen allerlei onderwerpen,Nederlanders weten het over het algemeen alles veel beter,omzien naar en geduldig en nadenken voor je er wat uitgooit,5,5,0,2,3,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,nederlands dagblad,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,geen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,geen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112000127359,wave 1,2021-02-01T11:23:14Z,2021-02-01T13:03:29Z,100.25,100,1,NA,Omdat ik vind dat het moet anders niet zeuren,9,NA,8|7|13|11|10|2|5|1|4|6|9|3|12|14|15|16,1|9|12|0|0|0|0,6|13|7|4|11|8|5|12|2|9|3|10|1,1,9,12,0,0,0,0,2,1,2,2,3,1,2,2,2,1,2,2,1,7|13|6|10|2|3|5|11|4|8|12|1|9,5,999,1,1,3,999,4,5,8,999,5,5,999,1,3,2,5,5,Geen idee,Niemand,Vrij van godsdienst,7,2,2,7,7,7,2,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,geen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Voetbalinsite,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
112000129306,wave 1,2021-02-01T14:01:29Z,2021-02-01T14:08:44Z,7.23,100,1,NA,Omdat ik goed vertegenwoordigd wel zijn door een partij,11,NA,6|7|12|3|10|13|9|11|1|5|8|2|4|14|15|16,8|11|12|0|0|0|0,3|1|5|13|11|4|6|9|12|8|7|2|10,8,11,12,0,0,0,0,2,2,2,2,1,1,3,1,1,1,2,2,1,8|9|5|1|13|11|3|7|12|10|6|2|4,6,7,6,3,999,999,7,999,999,999,8,6,999,2,2,1,5,1,WO twee,Weet ik niet,Minder geweld,7,6,2,1,5,6,2,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
112000144105,wave 1,2021-02-02T14:36:02Z,2021-02-02T14:40:51Z,4.8,100,1,NA,zeggenschap hebben,12,NA,4|3|13|6|12|10|5|7|2|8|9|1|11|14|15|16,1|12|0|0|0|0|0,10|7|5|9|12|4|2|6|1|13|3|11|8,1,12,0,0,0,0,0,2,1,2,1,1,2,2,1,2,1,2,2,1,2|6|13|1|8|10|12|7|4|3|5|11|9,6,999,5,999,999,2,5,999,4,999,2,6,999,2,3,1,8,3,tweede wereldoorlog,willem van oranje,kan ik niet in een paar woorden zeggen,7,5,0,2,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112000146252,wave 1,2021-02-01T15:52:22Z,2021-02-01T17:10:46Z,78.4,17,1,NA,NA,NA,NA,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,NA,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112000175175,wave 1,2021-02-04T12:19:22Z,2021-02-04T12:25:28Z,6.08,100,1,NA,Ik vind dat mijn plicht,11,NA,1|11|3|13|6|2|10|7|9|8|5|4|12|14|15|16,1|6|11|0|0|0|0,10|2|9|8|3|4|1|7|13|6|11|5|12,1,6,11,0,0,0,0,1,1,1,2,2,2,1,1,2,1,3,2,1,9|10|12|11|7|8|6|13|4|2|3|5|1,999,999,999,5,3,6,999,999,5,999,6,2,999,1,3,1,3,4,De oorlogen,Geen idee,Meer de focus op eigen identiteit,7,0,5,6,7,2,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112000180736,wave 1,2021-02-01T17:23:02Z,2021-02-01T18:34:27Z,71.42,100,1,NA,van je stemrecht moet je gebruikmaken,999,NA,6|11|5|8|3|1|9|2|12|7|4|10|13|14|15|16,3|6|7|0|0|0|0,5|4|3|2|6|12|11|13|7|8|9|1|10,3,6,7,0,0,0,0,2,1,1,1,2,1,1,999,2,999,2,2,999,1|8|2|7|6|10|12|9|5|11|13|4|3,5,999,999,999,2,999,999,999,2,999,6,5,999,2,3,2,4,5,WO II,geen idee,een bere verdeling van de welvaart,7,6,0,1,0,0,1,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112000184494,wave 1,2021-02-04T12:19:56Z,2021-02-04T12:25:08Z,5.2,100,1,NA,Belangrijk,999,NA,2|5|13|3|7|4|12|9|6|1|11|10|8|14|15|16,8|11|0|0|0|0|0,10|4|1|8|13|2|5|12|11|7|3|6|9,8,11,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,11|4|5|3|8|9|2|12|10|1|13|6|7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,De bevrijding,Michiel de Ruyter,Virusvrij,7,3,3,4,5,0,0,7,0,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,niets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,nee
112000197262,wave 1,2021-02-01T12:44:36Z,2021-02-01T12:54:42Z,10.1,59,1,NA,Gebruik maken van mijn stemrecht,12,NA,1|2|7|13|12|8|9|10|6|11|5|4|3|14|15|16,2|3|12|0|0|0|0,6|3|5|4|1|8|12|9|13|7|10|2|11,2,3,12,0,0,0,0,1,2,3,1,1,999,2,1,1,999,1,3,999,8|9|4|6|5|11|2|12|7|13|3|1|10,999,7,8,999,999,999,4,999,999,999,999,9,999,2,3,1,9,5,vrijheid van meningsuiting,opbouw van Nederland na de oorlog,Goede samenwerking naar een welvarend en gelukkige samenleving,7,1,1,1,1,2,4,2,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,geen,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,geen,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
112000202508,wave 1,2021-02-01T15:42:40Z,2021-02-01T15:56:30Z,13.83,100,1,NA,Mijn burgerplicht en vind het belangrijk om te kennen te geven waar mijn voorkeuren naar uit gaan,999,NA,5|7|4|2|3|6|9|8|10|1|12|11|13|14|15|16,1|7|12|0|0|0|0,8|13|4|3|6|7|11|5|9|12|1|2|10,1,7,12,0,0,0,0,3,2,2,1,1,2,2,1,2,1,2,3,1,6|11|1|8|2|10|13|4|12|3|9|5|7,7,5,6,999,999,6,6,999,4,999,5,7,999,2,3,1,4,6,De avondklok instellen,Johan de Wit,Stabiliteit en welvaart en veiligheid,7,2,0,1,0,0,2,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112000208531,wave 1,2021-02-01T11:10:40Z,2021-02-01T11:12:47Z,2.1,28,1,NA,Democratisch recht,999,NA,6|4|9|1|5|7|11|12|13|10|2|8|3|14|15|16,7|11|12|13|0|0|0,7|12|8|6|10|3|2|9|4|11|13|1|5,7,11,12,13,0,0,0,2,1,1,2,2,2,2,1,2,1,2,3,1,8|6|12|9|10|5|3|2|11|4|7|1|13,6,999,999,2,3,4,7,999,7,999,8,7,999,3,3,1,1,5,geen idee,geen idee,minder partijen,4,6,6,4,0,0,0,2,2,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
112000212064,wave 1,2021-02-02T14:33:49Z,2021-02-06T19:42:39Z,6068.82,100,1,NA,Het is belangrijk om je stem te laten horen,999,NA,12|9|5|3|1|6|8|7|11|4|13|10|2|14|15|16,1|12|0|0|0|0|0,12|9|10|5|11|8|6|2|4|1|3|13|7,1,12,0,0,0,0,0,3,3,3,999,3,3,2,999,3,3,3,3,999,13|10|7|2|4|11|1|9|8|12|5|3|6,9,8,8,999,2,6,7,999,5,6,7,10,999,1,3,1,0,0,geen idee,michiel de ruyter,geen idee,6,4,6,0,3,4,4,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,nee,NA,NA,NA,NA,NA,1,nee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112000213310,wave 1,2021-02-01T11:54:09Z,2021-02-01T11:57:58Z,3.82,100,1,NA,Vind ik belangrijk,11,NA,12|6|1|2|7|10|3|11|8|9|13|4|5|14|15|16,2|11|0|0|0|0|0,8|1|5|6|7|12|3|13|11|4|10|2|9,2,11,0,0,0,0,0,1,2,1,2,2,2,1,1,2,1,2,2,1,2|3|7|4|8|1|10|13|9|12|6|11|5,999,8,999,7,8,5,999,999,6,999,9,5,999,2,2,2,6,8,Oorlog,Geen idee,Meer saamhorighrud en minder geweld,6,6,5,5,6,5,5,5,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
112000214884,wave 1,2021-02-01T13:55:44Z,2021-02-01T14:13:12Z,17.47,100,1,NA,mijn recht en mijn kans,12,NA,4|13|3|11|10|1|5|9|12|6|8|2|7|14|15|16,1|5|9|12|0|0|0,2|8|4|12|10|7|6|9|1|11|3|5|13,1,5,9,12,0,0,0,2,1,1,1,3,3,2,999,3,1,3,3,1,11|4|7|3|5|13|12|10|6|2|8|9|1,7,999,999,999,7,0,5,999,7,999,2,9,999,2,2,2,1,3,VOC,geen idee,Nederlandse identiteit behouden,7,0,5,2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,geen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,geen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112000228026,wave 1,2021-02-04T11:50:30Z,2021-02-04T12:00:07Z,9.62,100,1,NA,om ook mijn stem te laten horen,10,NA,12|10|1|2|11|3|8|6|4|7|9|5|13|14|15|16,2|10|12|0|0|0|0,12|3|7|6|8|2|11|5|10|4|9|1|13,2,10,12,0,0,0,0,2,2,1,1,1,1,3,1,3,2,2,3,1,5|6|13|9|2|10|8|3|12|11|7|1|4,7,7,999,999,999,999,7,999,5,9,6,9,999,2,3,2,0,5,tweede wereld oorlog,willem de zwijger,meer eenheid,0,6,6,2,2,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,reformatorisch dagblad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112000231721,wave 1,2021-02-01T13:13:51Z,2021-02-01T13:22:28Z,8.6,100,1,NA,Vind het zeer belangrijk om mijn stem te laten horen,6,NA,13|1|9|5|11|8|12|10|7|3|6|4|2|14|15|16,6|7|8|11|0|0|0,8|2|9|3|7|5|6|11|13|12|10|4|1,6,7,8,11,0,0,0,2,1,2,1,2,2,2,1,1,1,2,2,1,13|9|10|6|8|4|3|1|7|2|5|11|12,5,999,6,999,4,8,7,999,999,999,7,5,999,2,2,4,8,8,Tweede wereldoorlog,Willem van Oranje Nassau,Vrijheid en een beter milieu,5,7,0,7,0,0,7,0,2,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,Cafe weltsmerts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112000234460,wave 1,2021-02-01T13:51:15Z,2021-02-01T13:58:11Z,6.92,100,1,NA,Als je niet stemt mag je ook niet klagen,5,NA,12|6|8|4|10|13|3|9|1|11|2|7|5|14|15|16,1|5|9|12|0|0|0,12|9|1|6|8|4|11|2|10|3|7|5|13,1,5,9,12,0,0,0,2,1,1,1,3,2,1,999,3,1,1,3,999,13|3|6|7|2|10|12|5|8|4|11|1|9,5,999,999,999,6,2,999,999,7,999,999,6,999,3,3,1,6,7,Elk historisch moment is bepalend op zich,Willem van oranje,Culturele verschillen door allen opzij zetten en gezamenlijk een mooie toekomst voor onze kinderen opbouwen,4,5,5,2,1,0,4,4,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Geen,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
112000242988,wave 1,2021-02-03T12:04:48Z,2021-02-03T12:11:16Z,6.47,100,1,NA,elke stem is er een en geen stem is een verloren stem,12,NA,2|4|3|1|9|11|10|7|5|12|8|13|6|14|15|16,1|12|0|0|0|0|0,10|13|11|1|5|12|3|2|6|9|8|4|7,1,12,0,0,0,0,0,2,2,2,1,1,1,3,1,1,2,2,3,999,13|6|1|12|10|7|2|5|9|3|4|8|11,7,7,6,999,999,999,8,999,999,6,6,7,999,2,2,1,0,4,geen idee,geen idee,meer saamhorigheid,5,0,4,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112000248448,wave 1,2021-02-01T20:34:20Z,2021-02-01T20:39:52Z,5.52,100,1,NA,Omdat dat mijn democratisch recht is,9,NA,9|5|8|4|2|1|10|12|7|11|6|13|3|14|15|16,9|13|0|0|0|0|0,8|6|3|12|9|11|2|4|13|10|1|5|7,9,13,0,0,0,0,0,2,999,1,1,999,1,2,999,2,999,1,1,999,7|2|13|3|11|10|8|5|4|12|9|1|6,2,999,999,999,999,999,2,999,9,999,999,999,999,3,2,2,9,10,Het opstellen van de grondwet,Willem van Oranje,Een meer gelijke verdeling van de welvaard,7,0,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
