period,mtype,party,n,ntot,perc
2,Social Media (engagement),50Plus,447,NA,5.612715122688679e-4
2,Social Media (engagement),CDA,6155,NA,0.0077284701521585725
2,Social Media (engagement),CU,14418,NA,0.018103831462846838
2,Social Media (engagement),D66,517,NA,6.491663799619792e-4
2,Social Media (engagement),Denk,11204,NA,0.014068201394765986
2,Social Media (engagement),FvD,189798,NA,0.238318144263102
2,Social Media (engagement),GL,36735,NA,0.046125970924377764
2,Social Media (engagement),PvdA,12207,NA,0.015327609284711568
2,Social Media (engagement),PvdD,135,NA,1.6951153055100036e-4
2,Social Media (engagement),PVV,422413,NA,0.5303990678121461
2,Social Media (engagement),SGP,4466,NA,0.005607692558820501
2,Social Media (engagement),SP,32478,NA,0.04078070732766956
2,Social Media (engagement),VVD,65433,NA,0.08216035539661931
3,Social Media (activity),50Plus,90,NA,0.060687795010114634
3,Social Media (activity),CDA,34,NA,0.022926500337154418
3,Social Media (activity),CU,99,NA,0.0667565745111261
3,Social Media (activity),D66,0,NA,0
3,Social Media (activity),Denk,177,NA,0.11935266351989211
3,Social Media (activity),FvD,571,NA,0.38503034389750507
3,Social Media (activity),GL,77,NA,0.051921780175320294
3,Social Media (activity),PvdA,68,NA,0.045853000674308836
3,Social Media (activity),PvdD,0,NA,0
3,Social Media (activity),PVV,166,NA,0.11193526635198921
3,Social Media (activity),SGP,22,NA,0.014834794335805798
3,Social Media (activity),SP,112,NA,0.07552258934592043
3,Social Media (activity),VVD,67,NA,0.045178691840863115
3,Social Media (engagement),50Plus,601,NA,6.233612134488366e-4
3,Social Media (engagement),CDA,9042,NA,0.00937842278203724
3,Social Media (engagement),CU,15891,NA,0.016482251319326895
3,Social Media (engagement),D66,7403,NA,0.007678441036874772
3,Social Media (engagement),Denk,10502,NA,0.010892744531846394
3,Social Media (engagement),FvD,350606,NA,0.36365088452985495
3,Social Media (engagement),GL,31762,NA,0.03294375850509476
3,Social Media (engagement),PvdA,21262,NA,0.022053088386604268
3,Social Media (engagement),PvdD,1673,NA,0.0017352467722128182
3,Social Media (engagement),PVV,395103,NA,0.40980347007866175
3,Social Media (engagement),SGP,4434,NA,0.004598974410036842
3,Social Media (engagement),SP,40178,NA,0.04167288990673437
3,Social Media (engagement),VVD,75671,NA,0.07848646652726608
4,Social Media (activity),50Plus,19,NA,0.029595015576323987
4,Social Media (activity),CDA,6,NA,0.009345794392523364
4,Social Media (activity),CU,40,NA,0.06230529595015576
4,Social Media (activity),D66,0,NA,0
4,Social Media (activity),Denk,58,NA,0.09034267912772585
4,Social Media (activity),FvD,327,NA,0.5093457943925234
4,Social Media (activity),GL,36,NA,0.056074766355140186
4,Social Media (activity),PvdA,5,NA,0.00778816199376947
4,Social Media (activity),PvdD,0,NA,0
4,Social Media (activity),PVV,83,NA,0.1292834890965732
4,Social Media (activity),SGP,21,NA,0.03271028037383177
4,Social Media (activity),SP,37,NA,0.05763239875389408
4,Social Media (activity),VVD,10,NA,0.01557632398753894
4,Social Media (engagement),50Plus,143,NA,2.7169731019662907e-4
4,Social Media (engagement),CDA,5593,NA,0.010626594796711512
4,Social Media (engagement),CU,4101,NA,0.007791822860953677
4,Social Media (engagement),D66,6052,NA,0.011498686163006986
4,Social Media (engagement),Denk,3654,NA,0.006942531268940438
4,Social Media (engagement),FvD,174073,NA,0.3307354257192854
4,Social Media (engagement),GL,21186,NA,0.0402530014952852
4,Social Media (engagement),PvdA,5896,NA,0.011202289097337937
4,Social Media (engagement),PvdD,2220,NA,0.004217958242213402
4,Social Media (engagement),PVV,261083,NA,0.49605278907738815
4,Social Media (engagement),SGP,2550,NA,0.004844952034974853
4,Social Media (engagement),SP,13496,NA,0.025642146142753185
4,Social Media (engagement),VVD,26274,NA,0.04992010579095267
