wave,variable,varlabel,name,value,fillcolor
w3,B2,Noticed,FvD,1.944947209653092,7.444947209653092
w3,B2,Noticed,GL,1.605580693815988,7.105580693815988
w3,B2,Noticed,PvdA,1.0196078431372548,6.519607843137255
w3,B2,Noticed,PvdD,1.0512820512820513,6.551282051282051
w3,B2,Noticed,PVV,1.8227752639517345,7.322775263951734
w3,B2,Noticed,SGP,1.0603318250377074,6.560331825037707
w3,B2,Noticed,SP,1.506787330316742,7.006787330316742
w3,B2,Noticed,VVD,2.1138763197586727,7.613876319758672
w3,B3,Positive / Negatibve,50Plus,5.387351778656127,5.387351778656127
w3,B3,Positive / Negatibve,CDA,5.157158234660926,5.157158234660926
w3,B3,Positive / Negatibve,CU,6.288888888888889,6.288888888888889
w3,B3,Positive / Negatibve,D66,5.5558546433378195,5.5558546433378195
w3,B3,Positive / Negatibve,Denk,4.074850299401198,4.074850299401198
w3,B3,Positive / Negatibve,FvD,2.7037037037037037,2.7037037037037037
w3,B3,Positive / Negatibve,GL,5.227912932138285,5.227912932138285
w3,B3,Positive / Negatibve,PvdA,5.54178674351585,5.54178674351585
w3,B3,Positive / Negatibve,PvdD,6.049180327868853,6.049180327868853
w3,B3,Positive / Negatibve,PVV,4.778761061946903,4.778761061946903
w3,B3,Positive / Negatibve,SGP,5.290229885057471,5.290229885057471
w3,B3,Positive / Negatibve,SP,6.2881597717546365,6.2881597717546365
w3,B3,Positive / Negatibve,VVD,5.5238532110091745,5.5238532110091745
