"day_only","platform","cum_messages","person","type"
2021-02-12,"Facebook",64376,"Jesse Klaver (GL)","Number of Likes"
2021-02-13,"Facebook",64844,"Jesse Klaver (GL)","Number of Likes"
2021-02-14,"Facebook",65146,"Jesse Klaver (GL)","Number of Likes"
2021-02-15,"Facebook",65867,"Jesse Klaver (GL)","Number of Likes"
2021-02-16,"Facebook",67449,"Jesse Klaver (GL)","Number of Likes"
2021-02-17,"Facebook",67920,"Jesse Klaver (GL)","Number of Likes"
2021-02-18,"Facebook",68983,"Jesse Klaver (GL)","Number of Likes"
2021-02-19,"Facebook",69357,"Jesse Klaver (GL)","Number of Likes"
2021-02-20,"Facebook",70661,"Jesse Klaver (GL)","Number of Likes"
2021-02-21,"Facebook",71302,"Jesse Klaver (GL)","Number of Likes"
2021-02-22,"Facebook",71302,"Jesse Klaver (GL)","Number of Likes"
2020-08-14,"Instagram",0,"Jesse Klaver (GL)","Number of Likes"
2020-08-15,"Instagram",2098,"Jesse Klaver (GL)","Number of Likes"
2020-08-17,"Instagram",7463,"Jesse Klaver (GL)","Number of Likes"
2020-08-19,"Instagram",10347,"Jesse Klaver (GL)","Number of Likes"
2020-08-20,"Instagram",12982,"Jesse Klaver (GL)","Number of Likes"
2020-08-24,"Instagram",12982,"Jesse Klaver (GL)","Number of Likes"
2020-08-25,"Instagram",14329,"Jesse Klaver (GL)","Number of Likes"
2020-08-26,"Instagram",16176,"Jesse Klaver (GL)","Number of Likes"
2020-08-27,"Instagram",16176,"Jesse Klaver (GL)","Number of Likes"
2020-08-28,"Instagram",17392,"Jesse Klaver (GL)","Number of Likes"
2020-08-30,"Instagram",21672,"Jesse Klaver (GL)","Number of Likes"
2020-08-31,"Instagram",21672,"Jesse Klaver (GL)","Number of Likes"
2020-09-01,"Instagram",24495,"Jesse Klaver (GL)","Number of Likes"
2020-09-02,"Instagram",27936,"Jesse Klaver (GL)","Number of Likes"
2020-09-03,"Instagram",27936,"Jesse Klaver (GL)","Number of Likes"
2020-09-04,"Instagram",27936,"Jesse Klaver (GL)","Number of Likes"
2020-09-05,"Instagram",34868,"Jesse Klaver (GL)","Number of Likes"
2020-09-06,"Instagram",40150,"Jesse Klaver (GL)","Number of Likes"
2020-09-07,"Instagram",40150,"Jesse Klaver (GL)","Number of Likes"
2020-09-08,"Instagram",44880,"Jesse Klaver (GL)","Number of Likes"
2020-09-09,"Instagram",48630,"Jesse Klaver (GL)","Number of Likes"
2020-09-10,"Instagram",53279,"Jesse Klaver (GL)","Number of Likes"
2020-09-11,"Instagram",56775,"Jesse Klaver (GL)","Number of Likes"
2020-09-12,"Instagram",63775,"Jesse Klaver (GL)","Number of Likes"
2020-09-13,"Instagram",63775,"Jesse Klaver (GL)","Number of Likes"
2020-09-14,"Instagram",65145,"Jesse Klaver (GL)","Number of Likes"
2020-09-15,"Instagram",72980,"Jesse Klaver (GL)","Number of Likes"
2020-09-16,"Instagram",82966,"Jesse Klaver (GL)","Number of Likes"
2020-09-17,"Instagram",82966,"Jesse Klaver (GL)","Number of Likes"
2020-09-18,"Instagram",82966,"Jesse Klaver (GL)","Number of Likes"
2020-09-21,"Instagram",82966,"Jesse Klaver (GL)","Number of Likes"
2020-09-23,"Instagram",82966,"Jesse Klaver (GL)","Number of Likes"
2020-09-24,"Instagram",84149,"Jesse Klaver (GL)","Number of Likes"
2020-09-25,"Instagram",84149,"Jesse Klaver (GL)","Number of Likes"
2020-09-26,"Instagram",84149,"Jesse Klaver (GL)","Number of Likes"
2020-09-28,"Instagram",84149,"Jesse Klaver (GL)","Number of Likes"
2020-09-29,"Instagram",84149,"Jesse Klaver (GL)","Number of Likes"
2020-09-30,"Instagram",84149,"Jesse Klaver (GL)","Number of Likes"
2020-10-01,"Instagram",84149,"Jesse Klaver (GL)","Number of Likes"
2020-10-02,"Instagram",84149,"Jesse Klaver (GL)","Number of Likes"
2020-10-05,"Instagram",84149,"Jesse Klaver (GL)","Number of Likes"
2020-10-06,"Instagram",84149,"Jesse Klaver (GL)","Number of Likes"
2020-10-07,"Instagram",84149,"Jesse Klaver (GL)","Number of Likes"
2020-10-08,"Instagram",89941,"Jesse Klaver (GL)","Number of Likes"
2020-10-09,"Instagram",92742,"Jesse Klaver (GL)","Number of Likes"
2020-10-10,"Instagram",94366,"Jesse Klaver (GL)","Number of Likes"
2020-10-11,"Instagram",94366,"Jesse Klaver (GL)","Number of Likes"
2020-10-13,"Instagram",95571,"Jesse Klaver (GL)","Number of Likes"
2020-10-14,"Instagram",113632,"Jesse Klaver (GL)","Number of Likes"
2020-10-15,"Instagram",113632,"Jesse Klaver (GL)","Number of Likes"
2020-10-16,"Instagram",113632,"Jesse Klaver (GL)","Number of Likes"
2020-10-17,"Instagram",113632,"Jesse Klaver (GL)","Number of Likes"
2020-10-20,"Instagram",113632,"Jesse Klaver (GL)","Number of Likes"
2020-10-21,"Instagram",115332,"Jesse Klaver (GL)","Number of Likes"
2020-10-22,"Instagram",115332,"Jesse Klaver (GL)","Number of Likes"
2020-10-23,"Instagram",117888,"Jesse Klaver (GL)","Number of Likes"
2020-10-26,"Instagram",117888,"Jesse Klaver (GL)","Number of Likes"
2020-10-27,"Instagram",117888,"Jesse Klaver (GL)","Number of Likes"
2020-10-28,"Instagram",117888,"Jesse Klaver (GL)","Number of Likes"
2020-10-29,"Instagram",120492,"Jesse Klaver (GL)","Number of Likes"
2020-10-30,"Instagram",122593,"Jesse Klaver (GL)","Number of Likes"
2020-11-02,"Instagram",128179,"Jesse Klaver (GL)","Number of Likes"
2020-11-03,"Instagram",128179,"Jesse Klaver (GL)","Number of Likes"
2020-11-04,"Instagram",134311,"Jesse Klaver (GL)","Number of Likes"
2020-11-05,"Instagram",134311,"Jesse Klaver (GL)","Number of Likes"
2020-11-06,"Instagram",136861,"Jesse Klaver (GL)","Number of Likes"
2020-11-07,"Instagram",153031,"Jesse Klaver (GL)","Number of Likes"
2020-11-08,"Instagram",153031,"Jesse Klaver (GL)","Number of Likes"
2020-11-09,"Instagram",162227,"Jesse Klaver (GL)","Number of Likes"
2020-11-10,"Instagram",168224,"Jesse Klaver (GL)","Number of Likes"
2020-11-11,"Instagram",175497,"Jesse Klaver (GL)","Number of Likes"
2020-11-12,"Instagram",181253,"Jesse Klaver (GL)","Number of Likes"
2020-11-13,"Instagram",183966,"Jesse Klaver (GL)","Number of Likes"
2020-11-14,"Instagram",187977,"Jesse Klaver (GL)","Number of Likes"
2020-11-16,"Instagram",189953,"Jesse Klaver (GL)","Number of Likes"
2020-11-17,"Instagram",189953,"Jesse Klaver (GL)","Number of Likes"
2020-11-18,"Instagram",199372,"Jesse Klaver (GL)","Number of Likes"
2020-11-19,"Instagram",202378,"Jesse Klaver (GL)","Number of Likes"
2020-11-22,"Instagram",205344,"Jesse Klaver (GL)","Number of Likes"
2020-11-23,"Instagram",210160,"Jesse Klaver (GL)","Number of Likes"
2020-11-24,"Instagram",210160,"Jesse Klaver (GL)","Number of Likes"
2020-11-25,"Instagram",212355,"Jesse Klaver (GL)","Number of Likes"
2020-11-26,"Instagram",215938,"Jesse Klaver (GL)","Number of Likes"
2020-11-27,"Instagram",216870,"Jesse Klaver (GL)","Number of Likes"
2020-11-28,"Instagram",216870,"Jesse Klaver (GL)","Number of Likes"
2020-11-30,"Instagram",216870,"Jesse Klaver (GL)","Number of Likes"
2020-12-01,"Instagram",220910,"Jesse Klaver (GL)","Number of Likes"
2020-12-02,"Instagram",220910,"Jesse Klaver (GL)","Number of Likes"
2020-12-03,"Instagram",226606,"Jesse Klaver (GL)","Number of Likes"
2020-12-04,"Instagram",232135,"Jesse Klaver (GL)","Number of Likes"
2020-12-05,"Instagram",235317,"Jesse Klaver (GL)","Number of Likes"
2020-12-07,"Instagram",238123,"Jesse Klaver (GL)","Number of Likes"
2020-12-08,"Instagram",241038,"Jesse Klaver (GL)","Number of Likes"
2020-12-09,"Instagram",241038,"Jesse Klaver (GL)","Number of Likes"
2020-12-10,"Instagram",242126,"Jesse Klaver (GL)","Number of Likes"
2020-12-11,"Instagram",245183,"Jesse Klaver (GL)","Number of Likes"
2020-12-12,"Instagram",248994,"Jesse Klaver (GL)","Number of Likes"
2020-12-13,"Instagram",248994,"Jesse Klaver (GL)","Number of Likes"
2020-12-14,"Instagram",250927,"Jesse Klaver (GL)","Number of Likes"
2020-12-15,"Instagram",255542,"Jesse Klaver (GL)","Number of Likes"
2020-12-16,"Instagram",259215,"Jesse Klaver (GL)","Number of Likes"
2020-12-17,"Instagram",259215,"Jesse Klaver (GL)","Number of Likes"
2020-12-18,"Instagram",259215,"Jesse Klaver (GL)","Number of Likes"
2020-12-24,"Instagram",259921,"Jesse Klaver (GL)","Number of Likes"
2020-12-25,"Instagram",266329,"Jesse Klaver (GL)","Number of Likes"
2020-12-30,"Instagram",267741,"Jesse Klaver (GL)","Number of Likes"
2020-12-31,"Instagram",267741,"Jesse Klaver (GL)","Number of Likes"
2021-01-01,"Instagram",272310,"Jesse Klaver (GL)","Number of Likes"
2021-01-02,"Instagram",277224,"Jesse Klaver (GL)","Number of Likes"
2021-01-04,"Instagram",280582,"Jesse Klaver (GL)","Number of Likes"
2021-01-05,"Instagram",280582,"Jesse Klaver (GL)","Number of Likes"
2021-01-06,"Instagram",290475,"Jesse Klaver (GL)","Number of Likes"
2021-01-07,"Instagram",291785,"Jesse Klaver (GL)","Number of Likes"
2021-01-08,"Instagram",294125,"Jesse Klaver (GL)","Number of Likes"
2021-01-09,"Instagram",297272,"Jesse Klaver (GL)","Number of Likes"
2021-01-10,"Instagram",299929,"Jesse Klaver (GL)","Number of Likes"
2021-01-11,"Instagram",299929,"Jesse Klaver (GL)","Number of Likes"
2021-01-12,"Instagram",301619,"Jesse Klaver (GL)","Number of Likes"
2021-01-13,"Instagram",301619,"Jesse Klaver (GL)","Number of Likes"
2021-01-14,"Instagram",301619,"Jesse Klaver (GL)","Number of Likes"
2021-01-15,"Instagram",307532,"Jesse Klaver (GL)","Number of Likes"
2021-01-18,"Instagram",310428,"Jesse Klaver (GL)","Number of Likes"
2021-01-19,"Instagram",316246,"Jesse Klaver (GL)","Number of Likes"
2021-01-20,"Instagram",321890,"Jesse Klaver (GL)","Number of Likes"
2021-01-21,"Instagram",353655,"Jesse Klaver (GL)","Number of Likes"
2021-01-22,"Instagram",356895,"Jesse Klaver (GL)","Number of Likes"
2021-01-23,"Instagram",361231,"Jesse Klaver (GL)","Number of Likes"
2021-01-24,"Instagram",367887,"Jesse Klaver (GL)","Number of Likes"
2021-01-25,"Instagram",367887,"Jesse Klaver (GL)","Number of Likes"
2021-01-26,"Instagram",372118,"Jesse Klaver (GL)","Number of Likes"
2021-01-27,"Instagram",376050,"Jesse Klaver (GL)","Number of Likes"
2021-01-28,"Instagram",376631,"Jesse Klaver (GL)","Number of Likes"
2021-01-29,"Instagram",380083,"Jesse Klaver (GL)","Number of Likes"
2021-01-30,"Instagram",385164,"Jesse Klaver (GL)","Number of Likes"
2021-01-31,"Instagram",385164,"Jesse Klaver (GL)","Number of Likes"
2021-02-01,"Instagram",385164,"Jesse Klaver (GL)","Number of Likes"
2021-02-02,"Instagram",385164,"Jesse Klaver (GL)","Number of Likes"
2021-02-03,"Instagram",385164,"Jesse Klaver (GL)","Number of Likes"
2021-02-04,"Instagram",396830,"Jesse Klaver (GL)","Number of Likes"
2021-02-05,"Instagram",399511,"Jesse Klaver (GL)","Number of Likes"
2021-02-06,"Instagram",401404,"Jesse Klaver (GL)","Number of Likes"
2021-02-07,"Instagram",407553,"Jesse Klaver (GL)","Number of Likes"
2021-02-08,"Instagram",410367,"Jesse Klaver (GL)","Number of Likes"
2021-02-09,"Instagram",414019,"Jesse Klaver (GL)","Number of Likes"
2021-02-10,"Instagram",417791,"Jesse Klaver (GL)","Number of Likes"
2021-02-11,"Instagram",419446,"Jesse Klaver (GL)","Number of Likes"
2021-02-12,"Instagram",423330,"Jesse Klaver (GL)","Number of Likes"
2021-02-13,"Instagram",426634,"Jesse Klaver (GL)","Number of Likes"
2021-02-14,"Instagram",436415,"Jesse Klaver (GL)","Number of Likes"
2021-02-15,"Instagram",440215,"Jesse Klaver (GL)","Number of Likes"
2021-02-16,"Instagram",443870,"Jesse Klaver (GL)","Number of Likes"
2021-02-17,"Instagram",449706,"Jesse Klaver (GL)","Number of Likes"
2021-02-18,"Instagram",460497,"Jesse Klaver (GL)","Number of Likes"
2021-02-19,"Instagram",460497,"Jesse Klaver (GL)","Number of Likes"
2021-02-20,"Instagram",463757,"Jesse Klaver (GL)","Number of Likes"
2021-02-21,"Instagram",469675,"Jesse Klaver (GL)","Number of Likes"
2021-02-22,"Instagram",470652,"Jesse Klaver (GL)","Number of Likes"
2020-08-14,"Twitter",160,"Jesse Klaver (GL)","Number of Likes"
2020-08-15,"Twitter",357,"Jesse Klaver (GL)","Number of Likes"
2020-08-17,"Twitter",689,"Jesse Klaver (GL)","Number of Likes"
2020-08-19,"Twitter",1099,"Jesse Klaver (GL)","Number of Likes"
2020-08-20,"Twitter",1099,"Jesse Klaver (GL)","Number of Likes"
2020-08-24,"Twitter",1302,"Jesse Klaver (GL)","Number of Likes"
2020-08-25,"Twitter",1302,"Jesse Klaver (GL)","Number of Likes"
2020-08-26,"Twitter",2058,"Jesse Klaver (GL)","Number of Likes"
2020-08-27,"Twitter",2341,"Jesse Klaver (GL)","Number of Likes"
2020-08-28,"Twitter",2737,"Jesse Klaver (GL)","Number of Likes"
2020-08-30,"Twitter",2737,"Jesse Klaver (GL)","Number of Likes"
2020-08-31,"Twitter",3263,"Jesse Klaver (GL)","Number of Likes"
2020-09-01,"Twitter",3796,"Jesse Klaver (GL)","Number of Likes"
2020-09-02,"Twitter",3796,"Jesse Klaver (GL)","Number of Likes"
2020-09-03,"Twitter",3903,"Jesse Klaver (GL)","Number of Likes"
2020-09-04,"Twitter",4015,"Jesse Klaver (GL)","Number of Likes"
2020-09-05,"Twitter",5895,"Jesse Klaver (GL)","Number of Likes"
2020-09-06,"Twitter",7017,"Jesse Klaver (GL)","Number of Likes"
2020-09-07,"Twitter",8334,"Jesse Klaver (GL)","Number of Likes"
2020-09-08,"Twitter",8777,"Jesse Klaver (GL)","Number of Likes"
