"name_label","date","platform","dif","final_label"
"Gert-Jan Segers (CU)",2021-01-12,"facebook",0.51,"Gert-Jan Segers (CU):  35,627 to  36,215 (+2%)"
"Gert-Jan Segers (CU)",2021-01-13,"facebook",0.58,"Gert-Jan Segers (CU):  35,627 to  36,215 (+2%)"
"Gert-Jan Segers (CU)",2021-01-14,"facebook",0.66,"Gert-Jan Segers (CU):  35,627 to  36,215 (+2%)"
"Gert-Jan Segers (CU)",2021-01-15,"facebook",0.74,"Gert-Jan Segers (CU):  35,627 to  36,215 (+2%)"
"Gert-Jan Segers (CU)",2021-01-16,"facebook",0.85,"Gert-Jan Segers (CU):  35,627 to  36,215 (+2%)"
"Gert-Jan Segers (CU)",2021-01-17,"facebook",0.95,"Gert-Jan Segers (CU):  35,627 to  36,215 (+2%)"
"Gert-Jan Segers (CU)",2021-01-18,"facebook",1.06,"Gert-Jan Segers (CU):  35,627 to  36,215 (+2%)"
"Gert-Jan Segers (CU)",2021-01-19,"facebook",1.08,"Gert-Jan Segers (CU):  35,627 to  36,215 (+2%)"
"Gert-Jan Segers (CU)",2021-01-20,"facebook",1.1,"Gert-Jan Segers (CU):  35,627 to  36,215 (+2%)"
"Gert-Jan Segers (CU)",2021-01-22,"facebook",1.14,"Gert-Jan Segers (CU):  35,627 to  36,215 (+2%)"
"Gert-Jan Segers (CU)",2021-01-23,"facebook",1.16,"Gert-Jan Segers (CU):  35,627 to  36,215 (+2%)"
"Gert-Jan Segers (CU)",2021-01-24,"facebook",1.17,"Gert-Jan Segers (CU):  35,627 to  36,215 (+2%)"
"Gert-Jan Segers (CU)",2021-01-25,"facebook",1.18,"Gert-Jan Segers (CU):  35,627 to  36,215 (+2%)"
"Gert-Jan Segers (CU)",2021-01-26,"facebook",1.22,"Gert-Jan Segers (CU):  35,627 to  36,215 (+2%)"
"Gert-Jan Segers (CU)",2021-01-27,"facebook",1.26,"Gert-Jan Segers (CU):  35,627 to  36,215 (+2%)"
"Gert-Jan Segers (CU)",2021-01-29,"facebook",1.29,"Gert-Jan Segers (CU):  35,627 to  36,215 (+2%)"
"Gert-Jan Segers (CU)",2021-01-30,"facebook",1.31,"Gert-Jan Segers (CU):  35,627 to  36,215 (+2%)"
"Gert-Jan Segers (CU)",2021-01-31,"facebook",1.33,"Gert-Jan Segers (CU):  35,627 to  36,215 (+2%)"
"Gert-Jan Segers (CU)",2021-02-02,"facebook",1.44,"Gert-Jan Segers (CU):  35,627 to  36,215 (+2%)"
"Gert-Jan Segers (CU)",2021-02-03,"facebook",1.53,"Gert-Jan Segers (CU):  35,627 to  36,215 (+2%)"
"Gert-Jan Segers (CU)",2021-02-04,"facebook",1.48,"Gert-Jan Segers (CU):  35,627 to  36,215 (+2%)"
"Gert-Jan Segers (CU)",2021-02-05,"facebook",1.5,"Gert-Jan Segers (CU):  35,627 to  36,215 (+2%)"
"Gert-Jan Segers (CU)",2021-02-06,"facebook",1.53,"Gert-Jan Segers (CU):  35,627 to  36,215 (+2%)"
"Gert-Jan Segers (CU)",2021-02-07,"facebook",1.55,"Gert-Jan Segers (CU):  35,627 to  36,215 (+2%)"
"Gert-Jan Segers (CU)",2021-02-09,"facebook",1.6,"Gert-Jan Segers (CU):  35,627 to  36,215 (+2%)"
"Gert-Jan Segers (CU)",2021-02-11,"facebook",1.65,"Gert-Jan Segers (CU):  35,627 to  36,215 (+2%)"
"Gert-Jan Segers (CU)",2021-02-12,"facebook",1.65,"Gert-Jan Segers (CU):  35,627 to  36,215 (+2%)"
"Gert-Jan Segers (CU)",2021-02-13,"facebook",1.64,"Gert-Jan Segers (CU):  35,627 to  36,215 (+2%)"
"Gert-Jan Segers (CU)",2021-02-14,"facebook",1.65,"Gert-Jan Segers (CU):  35,627 to  36,215 (+2%)"
"Gert-Jan Segers (CU)",2021-02-15,"facebook",1.65,"Gert-Jan Segers (CU):  35,627 to  36,215 (+2%)"
"Kees van der Staaij (SGP)",2021-01-01,"facebook",0,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-01-02,"facebook",0.01,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-01-03,"facebook",0.02,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-01-04,"facebook",0.02,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-01-05,"facebook",0.03,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-01-06,"facebook",0.03,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-01-07,"facebook",0.03,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-01-08,"facebook",0.06,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-01-09,"facebook",0.09,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-01-10,"facebook",0.12,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-01-11,"facebook",0.15,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-01-12,"facebook",0.18,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-01-13,"facebook",0.19,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-01-14,"facebook",0.19,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-01-15,"facebook",0.2,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-01-16,"facebook",0.21,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-01-17,"facebook",0.21,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-01-18,"facebook",0.21,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-01-19,"facebook",0.21,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-01-20,"facebook",0.21,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-01-22,"facebook",0.22,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-01-23,"facebook",0.23,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-01-24,"facebook",0.25,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-01-25,"facebook",0.26,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-01-26,"facebook",0.26,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-01-27,"facebook",0.27,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-01-29,"facebook",0.27,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-01-30,"facebook",0.26,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-01-31,"facebook",0.25,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-02-02,"facebook",0.32,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-02-03,"facebook",0.37,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-02-04,"facebook",0.38,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-02-05,"facebook",0.4,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-02-06,"facebook",0.42,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-02-07,"facebook",0.43,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-02-09,"facebook",0.46,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-02-11,"facebook",0.45,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-02-12,"facebook",0.46,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-02-13,"facebook",0.47,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-02-14,"facebook",0.48,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Kees van der Staaij (SGP)",2021-02-15,"facebook",0.49,"Kees van der Staaij (SGP):  21,904 to  22,011 (+0%)"
"Wopke Hoekstra (CDA)",2021-01-01,"facebook",0,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-01-02,"facebook",2.56,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-01-03,"facebook",5.12,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-01-04,"facebook",7.68,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-01-05,"facebook",10.24,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-01-06,"facebook",12.81,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-01-07,"facebook",15.37,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-01-08,"facebook",17.93,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-01-09,"facebook",20.49,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-01-10,"facebook",23.05,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-01-11,"facebook",24.81,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-01-12,"facebook",26.57,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-01-13,"facebook",28.33,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-01-14,"facebook",30.08,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-01-15,"facebook",31.84,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-01-16,"facebook",33.6,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-01-17,"facebook",34.37,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-01-18,"facebook",35.14,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-01-19,"facebook",35.92,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-01-20,"facebook",36.69,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-01-22,"facebook",38.17,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-01-23,"facebook",39.29,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-01-24,"facebook",40.55,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-01-25,"facebook",41.47,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-01-26,"facebook",42.38,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-01-27,"facebook",42.98,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-01-29,"facebook",43.89,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-01-30,"facebook",44.57,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-01-31,"facebook",45.11,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-02-02,"facebook",45.69,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-02-03,"facebook",46.01,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-02-04,"facebook",46.33,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-02-05,"facebook",46.69,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-02-06,"facebook",46.93,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-02-07,"facebook",47.17,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-02-09,"facebook",47.75,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-02-11,"facebook",49.26,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-02-12,"facebook",49.68,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-02-13,"facebook",50.68,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-02-14,"facebook",51.16,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Wopke Hoekstra (CDA)",2021-02-15,"facebook",51.7,"Wopke Hoekstra (CDA):   3,110 to   4,718 (+52%)"
"Lilianne Ploumen (PvdA)",2021-01-01,"facebook",0,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-01-02,"facebook",0,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-01-03,"facebook",0.01,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-01-04,"facebook",0.01,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-01-05,"facebook",0.01,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-01-06,"facebook",0.01,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-01-07,"facebook",0.03,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-01-08,"facebook",0.04,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-01-09,"facebook",0.04,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-01-10,"facebook",0.04,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-01-11,"facebook",0.05,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-01-12,"facebook",0.05,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-01-13,"facebook",0.04,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-01-14,"facebook",0.12,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-01-15,"facebook",0.19,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-01-16,"facebook",0.27,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-01-17,"facebook",0.34,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-01-18,"facebook",0.42,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-01-19,"facebook",1.36,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-01-20,"facebook",2.3,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-01-22,"facebook",3.45,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-01-23,"facebook",3.66,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-01-24,"facebook",4.09,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-01-25,"facebook",4.31,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-01-26,"facebook",4.46,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-01-27,"facebook",4.61,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-01-29,"facebook",7.04,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-01-30,"facebook",7.75,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-01-31,"facebook",8.46,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-02-02,"facebook",10.23,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-02-03,"facebook",11.06,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-02-04,"facebook",11.78,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-02-05,"facebook",12.32,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-02-06,"facebook",12.73,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-02-07,"facebook",13.19,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-02-09,"facebook",14,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-02-11,"facebook",14.71,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-02-12,"facebook",14.77,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-02-13,"facebook",14.85,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-02-14,"facebook",14.93,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Lilianne Ploumen (PvdA)",2021-02-15,"facebook",15.12,"Lilianne Ploumen (PvdA):  19,292 to  22,209 (+15%)"
"Geert Wilders (PVV)",2021-01-01,"facebook",0,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-01-02,"facebook",0.03,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-01-03,"facebook",0.05,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-01-04,"facebook",0.06,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-01-05,"facebook",0.08,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-01-06,"facebook",0.24,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-01-07,"facebook",0.33,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-01-08,"facebook",0.37,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-01-09,"facebook",0.4,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-01-10,"facebook",0.44,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-01-11,"facebook",0.48,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-01-12,"facebook",0.51,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-01-13,"facebook",0.53,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-01-14,"facebook",0.55,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-01-15,"facebook",0.57,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-01-16,"facebook",0.62,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-01-17,"facebook",0.68,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-01-18,"facebook",0.71,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-01-19,"facebook",0.72,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-01-20,"facebook",0.96,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-01-22,"facebook",1.36,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-01-23,"facebook",1.44,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-01-24,"facebook",1.48,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-01-25,"facebook",1.58,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-01-26,"facebook",1.89,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-01-27,"facebook",2.29,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-01-29,"facebook",2.48,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-01-30,"facebook",2.5,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-01-31,"facebook",2.52,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-02-02,"facebook",2.53,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-02-03,"facebook",2.54,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-02-04,"facebook",2.57,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-02-05,"facebook",2.6,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-02-06,"facebook",2.62,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-02-07,"facebook",2.63,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-02-09,"facebook",2.64,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-02-11,"facebook",2.64,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-02-12,"facebook",2.64,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-02-13,"facebook",2.64,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-02-14,"facebook",2.64,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
"Geert Wilders (PVV)",2021-02-15,"facebook",2.64,"Geert Wilders (PVV): 417,225 to 428,259 (+3%)"
