"date","instagram","diff","name_label","final_label"
2021-01-20,"estherouwehandpvdd",3.81,"Esther Ouwehand (PvdD)","Esther Ouwehand (PvdD):   5,803 to   6,834 (+18%)"
2021-01-21,"estherouwehandpvdd",4.07,"Esther Ouwehand (PvdD)","Esther Ouwehand (PvdD):   5,803 to   6,834 (+18%)"
2021-01-22,"estherouwehandpvdd",4.61,"Esther Ouwehand (PvdD)","Esther Ouwehand (PvdD):   5,803 to   6,834 (+18%)"
2021-01-23,"estherouwehandpvdd",5.15,"Esther Ouwehand (PvdD)","Esther Ouwehand (PvdD):   5,803 to   6,834 (+18%)"
2021-01-24,"estherouwehandpvdd",5.69,"Esther Ouwehand (PvdD)","Esther Ouwehand (PvdD):   5,803 to   6,834 (+18%)"
2021-01-25,"estherouwehandpvdd",5.88,"Esther Ouwehand (PvdD)","Esther Ouwehand (PvdD):   5,803 to   6,834 (+18%)"
2021-01-26,"estherouwehandpvdd",6.08,"Esther Ouwehand (PvdD)","Esther Ouwehand (PvdD):   5,803 to   6,834 (+18%)"
2021-01-27,"estherouwehandpvdd",6.72,"Esther Ouwehand (PvdD)","Esther Ouwehand (PvdD):   5,803 to   6,834 (+18%)"
2021-01-28,"estherouwehandpvdd",7.36,"Esther Ouwehand (PvdD)","Esther Ouwehand (PvdD):   5,803 to   6,834 (+18%)"
2021-01-29,"estherouwehandpvdd",8,"Esther Ouwehand (PvdD)","Esther Ouwehand (PvdD):   5,803 to   6,834 (+18%)"
2021-01-30,"estherouwehandpvdd",8.19,"Esther Ouwehand (PvdD)","Esther Ouwehand (PvdD):   5,803 to   6,834 (+18%)"
2021-01-31,"estherouwehandpvdd",8.31,"Esther Ouwehand (PvdD)","Esther Ouwehand (PvdD):   5,803 to   6,834 (+18%)"
2021-02-01,"estherouwehandpvdd",8.44,"Esther Ouwehand (PvdD)","Esther Ouwehand (PvdD):   5,803 to   6,834 (+18%)"
2021-02-02,"estherouwehandpvdd",8.59,"Esther Ouwehand (PvdD)","Esther Ouwehand (PvdD):   5,803 to   6,834 (+18%)"
2021-02-03,"estherouwehandpvdd",8.74,"Esther Ouwehand (PvdD)","Esther Ouwehand (PvdD):   5,803 to   6,834 (+18%)"
2021-02-04,"estherouwehandpvdd",10.06,"Esther Ouwehand (PvdD)","Esther Ouwehand (PvdD):   5,803 to   6,834 (+18%)"
2021-02-05,"estherouwehandpvdd",10.99,"Esther Ouwehand (PvdD)","Esther Ouwehand (PvdD):   5,803 to   6,834 (+18%)"
2021-02-06,"estherouwehandpvdd",11.92,"Esther Ouwehand (PvdD)","Esther Ouwehand (PvdD):   5,803 to   6,834 (+18%)"
2021-02-07,"estherouwehandpvdd",12.25,"Esther Ouwehand (PvdD)","Esther Ouwehand (PvdD):   5,803 to   6,834 (+18%)"
2021-02-08,"estherouwehandpvdd",13.08,"Esther Ouwehand (PvdD)","Esther Ouwehand (PvdD):   5,803 to   6,834 (+18%)"
2021-02-09,"estherouwehandpvdd",13.72,"Esther Ouwehand (PvdD)","Esther Ouwehand (PvdD):   5,803 to   6,834 (+18%)"
2021-02-10,"estherouwehandpvdd",14.35,"Esther Ouwehand (PvdD)","Esther Ouwehand (PvdD):   5,803 to   6,834 (+18%)"
2021-02-11,"estherouwehandpvdd",14.99,"Esther Ouwehand (PvdD)","Esther Ouwehand (PvdD):   5,803 to   6,834 (+18%)"
2021-02-12,"estherouwehandpvdd",15.97,"Esther Ouwehand (PvdD)","Esther Ouwehand (PvdD):   5,803 to   6,834 (+18%)"
2021-02-13,"estherouwehandpvdd",16.51,"Esther Ouwehand (PvdD)","Esther Ouwehand (PvdD):   5,803 to   6,834 (+18%)"
2021-02-14,"estherouwehandpvdd",17.04,"Esther Ouwehand (PvdD)","Esther Ouwehand (PvdD):   5,803 to   6,834 (+18%)"
2021-02-15,"estherouwehandpvdd",17.77,"Esther Ouwehand (PvdD)","Esther Ouwehand (PvdD):   5,803 to   6,834 (+18%)"
2021-01-01,"gjmsegers",0,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-01-02,"gjmsegers",0.08,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-01-03,"gjmsegers",0.15,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-01-04,"gjmsegers",0.23,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-01-05,"gjmsegers",0.31,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-01-06,"gjmsegers",0.38,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-01-07,"gjmsegers",0.44,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-01-08,"gjmsegers",0.5,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-01-09,"gjmsegers",0.55,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-01-10,"gjmsegers",0.62,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-01-11,"gjmsegers",0.69,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-01-12,"gjmsegers",0.77,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-01-13,"gjmsegers",0.85,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-01-14,"gjmsegers",0.94,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-01-15,"gjmsegers",1.05,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-01-16,"gjmsegers",1.15,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-01-17,"gjmsegers",1.26,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-01-18,"gjmsegers",1.37,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-01-19,"gjmsegers",1.48,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-01-20,"gjmsegers",1.59,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-01-21,"gjmsegers",1.69,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-01-22,"gjmsegers",1.8,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-01-23,"gjmsegers",1.91,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-01-24,"gjmsegers",2.02,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-01-25,"gjmsegers",2.14,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-01-26,"gjmsegers",2.27,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-01-27,"gjmsegers",2.39,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-01-28,"gjmsegers",2.51,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-01-29,"gjmsegers",2.64,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-01-30,"gjmsegers",2.73,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-01-31,"gjmsegers",2.8,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-02-01,"gjmsegers",2.85,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-02-02,"gjmsegers",2.94,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-02-03,"gjmsegers",3.07,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-02-04,"gjmsegers",3.19,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-02-05,"gjmsegers",3.31,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-02-06,"gjmsegers",3.42,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-02-07,"gjmsegers",3.53,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-02-08,"gjmsegers",3.63,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-02-09,"gjmsegers",3.74,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-02-10,"gjmsegers",3.84,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-02-11,"gjmsegers",3.94,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-02-12,"gjmsegers",3.98,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-02-13,"gjmsegers",4.03,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-02-14,"gjmsegers",4.07,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-02-15,"gjmsegers",4.11,"Gert-Jan Segers (CU)","Gert-Jan Segers (CU):  14,720 to  15,325 (+4%)"
2021-01-01,"keesvanderstaaij",0,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-01-02,"keesvanderstaaij",0.27,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-01-03,"keesvanderstaaij",0.53,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-01-04,"keesvanderstaaij",0.8,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-01-05,"keesvanderstaaij",1.06,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-01-06,"keesvanderstaaij",1.16,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-01-07,"keesvanderstaaij",1.22,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-01-08,"keesvanderstaaij",1.28,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-01-09,"keesvanderstaaij",1.35,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-01-10,"keesvanderstaaij",1.41,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-01-11,"keesvanderstaaij",1.47,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-01-12,"keesvanderstaaij",1.53,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-01-13,"keesvanderstaaij",1.6,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-01-14,"keesvanderstaaij",1.69,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-01-15,"keesvanderstaaij",1.83,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-01-16,"keesvanderstaaij",1.96,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-01-17,"keesvanderstaaij",2.08,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-01-18,"keesvanderstaaij",2.16,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-01-19,"keesvanderstaaij",2.24,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-01-20,"keesvanderstaaij",2.31,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-01-21,"keesvanderstaaij",2.39,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-01-22,"keesvanderstaaij",2.47,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-01-23,"keesvanderstaaij",2.61,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-01-24,"keesvanderstaaij",2.76,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-01-25,"keesvanderstaaij",2.9,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-01-26,"keesvanderstaaij",3.04,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-01-27,"keesvanderstaaij",3.19,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-01-28,"keesvanderstaaij",3.33,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-01-29,"keesvanderstaaij",3.42,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-01-30,"keesvanderstaaij",3.5,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-01-31,"keesvanderstaaij",3.58,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-02-01,"keesvanderstaaij",3.66,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-02-02,"keesvanderstaaij",3.74,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-02-03,"keesvanderstaaij",3.82,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-02-04,"keesvanderstaaij",3.9,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-02-05,"keesvanderstaaij",3.98,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-02-06,"keesvanderstaaij",4.06,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-02-07,"keesvanderstaaij",4.14,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-02-08,"keesvanderstaaij",4.22,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-02-09,"keesvanderstaaij",4.3,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-02-10,"keesvanderstaaij",4.39,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-02-11,"keesvanderstaaij",4.52,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-02-12,"keesvanderstaaij",4.65,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-02-13,"keesvanderstaaij",4.78,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-02-14,"keesvanderstaaij",4.91,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-02-15,"keesvanderstaaij",5.05,"Kees van der Staaij (SGP)","Kees van der Staaij (SGP):  13,407 to  14,084 (+5%)"
2021-01-01,"sigridkaag",0,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-01-02,"sigridkaag",0.71,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-01-03,"sigridkaag",1.42,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-01-04,"sigridkaag",2.14,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-01-05,"sigridkaag",2.85,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-01-06,"sigridkaag",3.56,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-01-07,"sigridkaag",3.93,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-01-08,"sigridkaag",4.34,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-01-09,"sigridkaag",4.75,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-01-10,"sigridkaag",5.37,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-01-11,"sigridkaag",5.64,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-01-12,"sigridkaag",5.84,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-01-13,"sigridkaag",6.16,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-01-14,"sigridkaag",6.4,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-01-15,"sigridkaag",6.76,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-01-16,"sigridkaag",7.27,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-01-17,"sigridkaag",7.78,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-01-18,"sigridkaag",8.29,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-01-19,"sigridkaag",8.81,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-01-20,"sigridkaag",9.39,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-01-21,"sigridkaag",9.91,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-01-22,"sigridkaag",10.44,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-01-23,"sigridkaag",10.69,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-01-24,"sigridkaag",10.93,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-01-25,"sigridkaag",11.14,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-01-26,"sigridkaag",11.56,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-01-27,"sigridkaag",11.91,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-01-28,"sigridkaag",12.26,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-01-29,"sigridkaag",12.44,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-01-30,"sigridkaag",12.68,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-01-31,"sigridkaag",12.92,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-02-01,"sigridkaag",13.23,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-02-02,"sigridkaag",13.55,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-02-03,"sigridkaag",13.79,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-02-04,"sigridkaag",14.06,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-02-05,"sigridkaag",14.33,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-02-06,"sigridkaag",15.44,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-02-07,"sigridkaag",15.82,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-02-08,"sigridkaag",16.07,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-02-09,"sigridkaag",16.31,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-02-10,"sigridkaag",16.56,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-02-11,"sigridkaag",17.08,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-02-12,"sigridkaag",18.8,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-02-13,"sigridkaag",19.51,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-02-14,"sigridkaag",20.13,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-02-15,"sigridkaag",20.77,"Sigird Kaag (D66)","Sigird Kaag (D66):  25,925 to  31,309 (+21%)"
2021-01-01,"wopke_hoekstra",0,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-01-02,"wopke_hoekstra",3.45,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-01-03,"wopke_hoekstra",6.9,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-01-04,"wopke_hoekstra",7.06,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-01-05,"wopke_hoekstra",7.21,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-01-06,"wopke_hoekstra",7.37,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-01-07,"wopke_hoekstra",7.52,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-01-08,"wopke_hoekstra",7.68,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-01-09,"wopke_hoekstra",7.83,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-01-10,"wopke_hoekstra",7.99,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-01-11,"wopke_hoekstra",8.33,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-01-12,"wopke_hoekstra",8.66,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-01-13,"wopke_hoekstra",9,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-01-14,"wopke_hoekstra",9.34,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-01-15,"wopke_hoekstra",9.67,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-01-16,"wopke_hoekstra",10.01,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-01-17,"wopke_hoekstra",10.27,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-01-18,"wopke_hoekstra",10.53,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-01-19,"wopke_hoekstra",10.79,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-01-20,"wopke_hoekstra",11.09,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-01-21,"wopke_hoekstra",11.22,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-01-22,"wopke_hoekstra",12.12,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-01-23,"wopke_hoekstra",12.32,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-01-24,"wopke_hoekstra",12.56,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-01-25,"wopke_hoekstra",12.79,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-01-26,"wopke_hoekstra",13.03,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-01-27,"wopke_hoekstra",13.21,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-01-28,"wopke_hoekstra",13.4,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-01-29,"wopke_hoekstra",13.39,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-01-30,"wopke_hoekstra",13.52,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-01-31,"wopke_hoekstra",13.61,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-02-01,"wopke_hoekstra",13.69,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-02-02,"wopke_hoekstra",13.82,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-02-03,"wopke_hoekstra",13.96,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-02-04,"wopke_hoekstra",14.11,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-02-05,"wopke_hoekstra",14.29,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-02-06,"wopke_hoekstra",14.45,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-02-07,"wopke_hoekstra",14.61,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
2021-02-08,"wopke_hoekstra",14.7,"Wopke Hoekstra (CDA)","Wopke Hoekstra (CDA):  15,183 to  17,596 (+16%)"
