name,Not,Other,PVV,FvD,SGP,SP,Denk,Undecided,PvdD,50+,PvdA,GroenLinks,D66,CDA,ChristenUnie,VVD,Average
age,0.4166666666666667,0.5059523809523809,0.4533116178067318,0.3392857142857143,0.4369369369369369,0.5379965457685665,0.22916666666666666,0.4007394766780432,0.39215686274509803,0.6666666666666666,0.5022371364653244,0.32545931758530183,0.4236760124610592,0.5390070921985816,0.5,0.45173267326732675,0.44627696590118304
education,0.45348837209302323,0.42857142857142855,0.36437908496732024,0.5625,0.5405405405405406,0.4244791666666667,0.71875,0.571917808219178,0.5441176470588235,0.35714285714285715,0.5302013422818792,0.7204724409448819,0.6714285714285714,0.46785714285714286,0.5555555555555556,0.6212871287128713,0.5366568914956011
knowledge,0.3736842105263158,0.8652173913043478,0.5615671641791045,0.6019607843137255,0.7,0.6828402366863905,0.4066666666666667,0.5731006160164271,0.5525423728813559,0.6121212121212121,0.7772727272727272,0.6991228070175438,0.758695652173913,0.8205128205128205,0.7884615384615384,0.7547058823529412,0.6627623230844314
male,0.45454545454545453,0.39285714285714285,0.40716612377850164,0.44642857142857145,0.4864864864864865,0.533678756476684,0.5625,0.6757679180887372,0.6617647058823529,0.40476190476190477,0.5100671140939598,0.5984251968503937,0.4953271028037383,0.48936170212765956,0.5666666666666667,0.45544554455445546,0.5336116910229645
rightist,0.47368421052631576,0.5826086956521739,0.683955223880597,0.7215686274509804,0.7515151515151515,0.3893491124260355,0.48666666666666664,0.5063786008230453,0.4271186440677966,0.5787878787878787,0.3795454545454546,0.3043859649122807,0.44130434782608696,0.617948717948718,0.558974358974359,0.6538235294117647,0.53876953125
